event,ML_event_mean,ML_event_median,ML_event_std,n_station,distance_min_km,distance_max_km,distance_mean_km,distance_median_km,header_ML_mean,header_ML_median,amplitude_h_nm_mean,ML_formula,ML_event_std_filled0,ML_event_std_error,ML_event_mean_minus_header,ML_event_median_minus_header,abs_ML_event_mean_minus_header
20070531154359_ML3.3,2.7689574548366713,3.283266673058148,1.6416254351148372,9,78.32970428466797,280.6042175292969,182.09943389892578,189.19651794433594,3.299999952316284,3.299999952316284,586.8117355820746,SEISAN_HUTTON_NM,1.6416254351148372,0.5472084783716124,-0.5310424974796129,-0.016733279258136058,0.5310424974796129
20070607052959_ML3.3,2.9676362084275674,3.407790662643817,1.6808077772946506,10,49.49027633666992,297.4626159667969,161.83542518615724,166.73223114013672,3.299999952316284,3.299999952316284,944.549029811738,SEISAN_HUTTON_NM,1.6808077772946506,0.5315180885176142,-0.3323637438887168,0.10779071032753285,0.3323637438887168
20070609121639_ML4.1,4.490025914688531,4.878832972089014,1.3599673088929016,9,148.80126953125,290.2500915527344,232.6447550455729,248.09255981445312,4.099999904632568,4.099999904632568,14358.071370548907,SEISAN_HUTTON_NM,1.3599673088929016,0.45332243629763386,0.39002601005596294,0.7788330674564454,0.39002601005596294
20070721084559_ML3.0,3.01535243104448,3.3244334357720877,1.1950635729420571,12,18.786535263061523,264.0710144042969,136.11575524012247,126.98835754394531,3.0,3.0,1292.2043902159137,SEISAN_HUTTON_NM,1.1950635729420571,0.34498513776840634,0.015352431044480142,0.3244334357720877,0.015352431044480142
20070906185059_ML4.2,4.567856260769823,4.867539072863415,0.9422076385186561,15,77.45543670654297,299.2337341308594,226.06425018310546,254.66058349609375,4.173333152135213,4.199999809265137,8236.201819142694,SEISAN_HUTTON_NM,0.9422076385186561,0.24327696617681152,0.39452310863461015,0.667539263598278,0.39452310863461015
20070906185146,4.6009887342973315,4.876228090593944,0.9686645648174966,14,77.45543670654297,299.2337341308594,223.73152651105607,245.90036010742188,4.199999809265137,4.199999809265137,8744.363738221222,SEISAN_HUTTON_NM,0.9686645648174966,0.25888649458968227,0.40098892503219474,0.6762282813288074,0.40098892503219474
20080110223559_ML2.3,3.0941342099907128,3.472370023977282,0.7156968164296488,7,43.69486999511719,260.5063781738281,140.21710532052177,124.2291488647461,2.8714284896850586,3.0999999046325684,599.9874331981855,SEISAN_HUTTON_NM,0.7156968164296488,0.2705079700562138,0.22270572030565416,0.37237011934471376,0.22270572030565416
20080210024059_ML3.1,3.520595492541292,3.491778552628556,0.15445904873495467,6,52.030479431152344,253.78538513183594,165.42032750447592,186.12525177001953,3.0999999046325684,3.0999999046325684,1129.7894944187287,SEISAN_HUTTON_NM,0.15445904873495467,0.06305764259271976,0.42059558790872353,0.3917786479959875,0.42059558790872353
20080225230059_ML3.0,3.497337454585166,3.6013868565193285,0.27560503757606347,9,69.47908020019531,267.0560302734375,169.84070926242404,172.13609313964844,3.0,3.0,706.7679927959603,SEISAN_HUTTON_NM,0.27560503757606347,0.09186834585868782,0.4973374545851659,0.6013868565193285,0.4973374545851659
20080514114559_ML4.7,4.893818828569022,4.879559942086153,0.32549238688397136,4,163.22299194335938,244.55178833007812,206.70849227905273,209.52959442138672,4.699999809265137,4.699999809265137,16754.825742977446,SEISAN_HUTTON_NM,0.32549238688397136,0.16274619344198568,0.19381901930388512,0.1795601328210159,0.19381901930388512
