event,ML_event_mean,ML_event_std,ML_event_median,n_station,distance_min_km,distance_max_km,distance_mean_km,header_ML_mean
20180209124939_ML3.9,10.961073189038178,0.5125845745860781,10.961073189038178,2,155.0234832763672,199.3773651123047,177.20042419433594,3.9000000953674316
20180209145745_ML5.0,11.541281316563763,0.10175308221387996,11.485056333454093,5,224.4304656982422,440.3905334472656,299.7812225341797,5.0
20180228172231_ML3.1,10.094040099837585,0.26731339397945564,10.099805628989992,6,108.58670806884766,216.59246826171875,161.23200098673502,3.0999999046325684
20180312200656_ML2.9,9.275304484336411,0.7806478620398776,9.51751439672714,5,53.965606689453125,324.6901550292969,239.78554077148436,2.9000000953674316
20180318205257_ML1.8,9.00552825862295,0.602220241284687,9.264224380600064,3,55.289024353027344,132.63775634765625,102.32388305664062,1.7999999523162842
20180326043955_ML2.6,9.077357872753074,1.006910782065379,9.475719914704948,4,29.27454376220703,174.5013427734375,99.69992446899414,2.5999999046325684
20180504001709_ML4.3,10.967205472580108,0.43213790747940833,10.842779253318895,5,188.87542724609375,373.49420166015625,262.5599639892578,4.300000190734863
20180608202025_ML3.4,9.684297375185695,0.0705907675880431,9.684297375185695,2,205.88389587402344,263.6727294921875,234.77831268310547,3.4000000953674316
20180619012405_ML3.2,9.68713862687855,0.6231612833686363,9.68713862687855,2,185.322998046875,203.036865234375,194.179931640625,3.200000047683716
20180619012405_ML3.3,9.739350124853539,0.5651217743100431,9.739350124853539,2,189.49215698242188,205.66603088378906,197.57909393310547,3.299999952316284
20180703142033_ML3.2,9.604423136319214,0.20609485928600388,9.680564111378818,5,106.17070007324219,223.7196502685547,173.32925415039062,3.200000047683716
20180729074308_ML3.5,10.162108482675157,0.15497922672601697,10.089221116676992,5,155.77264404296875,276.6466064453125,201.34584350585936,3.5
20180730060025_ML3.5,9.925791922215703,0.24081078655082905,9.875430331088408,6,171.05551147460938,331.80609130859375,251.23589833577475,3.5
20180812174454_ML5.1,11.231326266766152,0.21597420284038343,11.189269796424188,6,246.86846923828125,355.26641845703125,300.9228973388672,5.099999904632568
20180813195102_ML5.0,11.166447420212702,0.34527324324864844,11.128830691723039,9,232.10073852539062,519.9085083007812,331.99239434136285,5.0
20180820205911_ML3.4,9.975780207339447,0.310383301326127,10.011712264128295,6,98.1001968383789,242.91050720214844,175.42926152547201,3.4000000953674316
20180907054303_ML3.8,10.14000675725029,0.14315807870984945,10.12897712184212,6,111.57722473144531,280.6319885253906,201.31067911783853,3.799999952316284
20180908023055_ML5.9,12.22993980528459,0.5354301078964039,12.360648084465241,7,264.75335693359375,520.3749389648438,379.8386448451451,5.900000095367432
20180919150834_ML3.3,9.619149001496092,0.2813687079334086,9.672211856803482,4,97.90653228759766,225.71107482910156,147.01794624328613,3.299999952316284
20181008140206_ML3.9,9.875338246600716,0.19397102983550704,9.869194547556125,4,309.3472900390625,369.2353515625,347.33592224121094,3.9000000953674316
20181012180509_ML3.2,9.617943260198423,0.28339210283470917,9.617943260198423,2,180.083984375,266.1493835449219,223.11668395996094,3.200000047683716
20181106101857_ML3.5,9.536057443510757,0.9637561597344215,9.860477492686893,4,22.776182174682617,274.186767578125,138.0251669883728,3.5
20181227072929_ML4.2,10.631405368959655,0.5103644989487564,10.338802838632475,5,136.21939086914062,303.5319519042969,220.7913787841797,4.199999809265137
20181227073005_M4.2,10.647680026462805,0.5313204215185853,10.367728375237732,5,140.18182373046875,306.6951904296875,224.4041015625,4.199999809265137
20190106144555_ML3.7,10.641899674364566,0.1970304312182926,10.721499233095829,3,208.9304962158203,243.92298889160156,230.27092997233072,3.700000047683716
20190109065709_ML3.3,10.260457855547758,0.25728096281725804,10.116661443691434,3,161.9755859375,211.89100646972656,188.77040100097656,3.299999952316284
20190109141220_ML3.5,10.153706292876171,0.6317130581685996,10.388668454802087,4,137.65867614746094,234.9042205810547,182.65836715698242,3.5
20190109152047_ML3.5,10.197663770631882,0.44267908997686795,10.283956598066824,7,142.4121551513672,239.9012451171875,189.6586151123047,3.5
20190110090724_ML3.8,10.454844486255158,0.5214780243328316,10.62188724155548,7,143.74867248535156,241.0370635986328,190.09340122767858,3.799999952316284
