event,net,sta,comp,file,distance_km,header_ML,ML_component,origin_time,p_pick,p_source,s_pick,s_source,surface_pick,amp_window_start,amp_window_end,amp_window_sec,peak_time,peak_signed_input_unit,amplitude_raw_input_unit,amplitude_mm,input_amplitude_to_mm,npts_window
20180109133033_ML3.5,RM,SLV,HHE,20180109133033_ML3.5_RM_SLV_HHE.SAC,188.07037353515625,3.5,9.877738224328684,2018-01-09T13:31:04.078000,2018-01-09T13:31:36.557999,header,2018-01-09T13:31:57.812392,theory,2018-01-09T13:33:09.458249,2018-01-09T13:31:57.812392,2018-01-09T13:33:07.458249,69.645857,2018-01-09T13:32:04.258000,2551.46484375,2551.46484375,2551464.84375,1000.0,6966
20180109133033_ML3.5,RM,SLV,HHN,20180109133033_ML3.5_RM_SLV_HHN.SAC,188.07037353515625,3.5,9.967214285230046,2018-01-09T13:31:04.078000,2018-01-09T13:31:36.557999,header,2018-01-09T13:31:57.812392,theory,2018-01-09T13:33:09.458249,2018-01-09T13:31:57.812392,2018-01-09T13:33:07.458249,69.645857,2018-01-09T13:32:05.068000,3135.202880859375,3135.202880859375,3135202.880859375,1000.0,6966
20180109133033_ML3.5,VN,CCA,HHE,20180109133033_ML3.5_VN_CCA_HHE.SAC,63.35530090332031,3.5,10.169526176678243,2018-01-09T13:31:00.449000,2018-01-09T13:30:57.430000,header,2018-01-09T13:31:05.159998,header,2018-01-09T13:31:42.685867,2018-01-09T13:31:05.159998,2018-01-09T13:31:40.685867,35.52587,2018-01-09T13:31:13.989000,-28761.10546875,28761.10546875,28761105.46875,1000.0,3554
20180109133033_ML3.5,VN,CCA,HHN,20180109133033_ML3.5_VN_CCA_HHN.SAC,63.35530090332031,3.5,10.354268732584718,2018-01-09T13:31:00.449000,2018-01-09T13:30:57.430000,header,2018-01-09T13:31:05.159998,header,2018-01-09T13:31:42.685867,2018-01-09T13:31:05.159998,2018-01-09T13:31:40.685867,35.52587,2018-01-09T13:31:22.990000,44009.671875,44009.671875,44009671.875,1000.0,3554
20180109133033_ML3.5,VN,DBVB,HHE,20180109133033_ML3.5_VN_DBVB_HHE.SAC,107.85273742675781,3.5,10.392067279205747,2018-01-09T13:30:50.698000,2018-01-09T13:31:09.798000,header,2018-01-09T13:31:23.808000,header,2018-01-09T13:32:02.599825,2018-01-09T13:31:23.808000,2018-01-09T13:32:00.599825,36.791824,2018-01-09T13:31:38.418000,-21917.095703125,21917.095703125,21917095.703125,1000.0,3680
20180109133033_ML3.5,VN,DBVB,HHN,20180109133033_ML3.5_VN_DBVB_HHN.SAC,107.85273742675781,3.5,10.344005542648347,2018-01-09T13:30:50.698000,2018-01-09T13:31:09.798000,header,2018-01-09T13:31:23.808000,header,2018-01-09T13:32:02.599825,2018-01-09T13:31:23.808000,2018-01-09T13:32:00.599825,36.791824,2018-01-09T13:31:36.358000,-19621.005859375,19621.005859375,19621005.859375,1000.0,3680
20180109133033_ML3.5,VN,MLVB,HHE,20180109133033_ML3.5_VN_MLVB_HHE.SAC,92.09891510009766,3.5,10.191921699943912,2018-01-09T13:30:53.578000,2018-01-09T13:31:07.408000,header,2018-01-09T13:31:19.891975,theory,2018-01-09T13:31:54.977276,2018-01-09T13:31:19.891975,2018-01-09T13:31:52.977276,33.085301,2018-01-09T13:31:35.678000,-17641.3671875,17641.3671875,17641367.1875,1000.0,3310
20180109133033_ML3.5,VN,MLVB,HHN,20180109133033_ML3.5_VN_MLVB_HHN.SAC,92.09891510009766,3.5,10.017986484259314,2018-01-09T13:30:53.578000,2018-01-09T13:31:07.408000,header,2018-01-09T13:31:19.891975,theory,2018-01-09T13:31:54.977276,2018-01-09T13:31:19.891975,2018-01-09T13:31:52.977276,33.085301,2018-01-09T13:31:33.478000,-11819.443359375,11819.443359375,11819443.359375,1000.0,3310
20180109133033_ML3.5,VN,NNU,HHE,20180109133033_ML3.5_VN_NNU_HHE.SAC,76.68231201171875,3.5,9.747889328493429,2018-01-09T13:30:51.110000,2018-01-09T13:30:59.678999,header,2018-01-09T13:31:13.019232,theory,2018-01-09T13:31:42.231542,2018-01-09T13:31:13.019232,2018-01-09T13:31:40.231542,27.212309,2018-01-09T13:31:29.440000,8316.6435546875,8316.6435546875,8316643.5546875,1000.0,2722
20180109133033_ML3.5,VN,NNU,HHN,20180109133033_ML3.5_VN_NNU_HHN.SAC,76.68231201171875,3.5,9.717184000262588,2018-01-09T13:30:51.110000,2018-01-09T13:30:59.678999,header,2018-01-09T13:31:13.019232,theory,2018-01-09T13:31:42.231542,2018-01-09T13:31:13.019232,2018-01-09T13:31:40.231542,27.212309,2018-01-09T13:31:29.389000,-7748.9482421875,7748.9482421875,7748948.2421875,1000.0,2722
20180109133100_ML3.5,RM,SLV,HHE,20180109133100_ML3.5_RM_SLV_HHE.SAC,184.5237579345703,3.5,9.86185770001576,2018-01-09T13:31:03.518000,2018-01-09T13:31:31.906270,theory,2018-01-09T13:31:57.967997,header,2018-01-09T13:33:06.533839,2018-01-09T13:31:57.967997,2018-01-09T13:33:04.533839,66.565842,2018-01-09T13:32:04.258000,2551.4658203125,2551.4658203125,2551465.8203125,1000.0,6658
20180109133100_ML3.5,RM,SLV,HHN,20180109133100_ML3.5_RM_SLV_HHN.SAC,184.5237579345703,3.5,9.951334068156264,2018-01-09T13:31:03.518000,2018-01-09T13:31:31.906270,theory,2018-01-09T13:31:57.967997,header,2018-01-09T13:33:06.533839,2018-01-09T13:31:57.967997,2018-01-09T13:33:04.533839,66.565842,2018-01-09T13:32:05.068000,3135.206298828125,3135.206298828125,3135206.298828125,1000.0,6658
20180109133100_ML3.5,VN,CCA,HHE,20180109133100_ML3.5_VN_CCA_HHE.SAC,64.69464111328125,3.5,10.18214038075671,2018-01-09T13:31:00.449000,2018-01-09T13:31:10.402022,theory,2018-01-09T13:31:04.859999,header,2018-01-09T13:31:43.578761,2018-01-09T13:31:04.859999,2018-01-09T13:31:41.578761,36.718762,2018-01-09T13:31:13.989000,-28760.98046875,28760.98046875,28760980.46875,1000.0,3673
20180109133100_ML3.5,VN,CCA,HHN,20180109133100_ML3.5_VN_CCA_HHN.SAC,64.69464111328125,3.5,10.366886481714392,2018-01-09T13:31:00.449000,2018-01-09T13:31:10.402022,theory,2018-01-09T13:31:04.859999,header,2018-01-09T13:31:43.578761,2018-01-09T13:31:04.859999,2018-01-09T13:31:41.578761,36.718762,2018-01-09T13:31:22.990000,44009.83984375,44009.83984375,44009839.84375,1000.0,3673
20180109133100_ML3.5,VN,DBVB,HHE,20180109133100_ML3.5_VN_DBVB_HHE.SAC,100.496826171875,3.5,10.097366509745983,2018-01-09T13:31:08.828000,2018-01-09T13:31:24.289050,theory,2018-01-09T13:31:42.238000,header,2018-01-09T13:32:15.825884,2018-01-09T13:31:42.238000,2018-01-09T13:32:13.825884,31.587884,2018-01-09T13:31:42.348000,-12417.62109375,12417.62109375,12417621.09375,1000.0,3160
20180109133100_ML3.5,VN,DBVB,HHN,20180109133100_ML3.5_VN_DBVB_HHN.SAC,100.496826171875,3.5,10.18781502601438,2018-01-09T13:31:08.828000,2018-01-09T13:31:24.289050,theory,2018-01-09T13:31:42.238000,header,2018-01-09T13:32:15.825884,2018-01-09T13:31:42.238000,2018-01-09T13:32:13.825884,31.587884,2018-01-09T13:31:42.388000,-15292.796875,15292.796875,15292796.875,1000.0,3160
20180109133100_ML3.5,VN,MLVB,HHE,20180109133100_ML3.5_VN_MLVB_HHE.SAC,94.80670166015625,3.5,10.211008910562624,2018-01-09T13:30:53.578000,2018-01-09T13:31:08.163646,theory,2018-01-09T13:31:17.767997,header,2018-01-09T13:31:56.782468,2018-01-09T13:31:17.767997,2018-01-09T13:31:54.782468,37.014471,2018-01-09T13:31:35.678000,-17641.39453125,17641.39453125,17641394.53125,1000.0,3702
20180109133100_ML3.5,VN,MLVB,HHN,20180109133100_ML3.5_VN_MLVB_HHN.SAC,94.80670166015625,3.5,10.03707495940256,2018-01-09T13:30:53.578000,2018-01-09T13:31:08.163646,theory,2018-01-09T13:31:17.767997,header,2018-01-09T13:31:56.782468,2018-01-09T13:31:17.767997,2018-01-09T13:31:54.782468,37.014471,2018-01-09T13:31:33.478000,-11819.49609375,11819.49609375,11819496.09375,1000.0,3702
20180109133100_ML3.5,VN,NNU,HHE,20180109133100_ML3.5_VN_NNU_HHE.SAC,81.43297576904297,3.5,9.78559724824469,2018-01-09T13:30:51.110000,2018-01-09T13:31:03.638150,theory,2018-01-09T13:31:08.778999,header,2018-01-09T13:31:45.398651,2018-01-09T13:31:08.778999,2018-01-09T13:31:43.398651,34.619651,2018-01-09T13:31:29.440000,8311.9052734375,8311.9052734375,8311905.2734375,1000.0,3463
20180109133100_ML3.5,VN,NNU,HHN,20180109133100_ML3.5_VN_NNU_HHN.SAC,81.43297576904297,3.5,9.754810085174679,2018-01-09T13:30:51.110000,2018-01-09T13:31:03.638150,theory,2018-01-09T13:31:08.778999,header,2018-01-09T13:31:45.398651,2018-01-09T13:31:08.778999,2018-01-09T13:31:43.398651,34.619651,2018-01-09T13:31:29.389000,-7743.07421875,7743.07421875,7743074.21875,1000.0,3463
20180109133100_ML3.5,VN,SPVB,HHE,20180109133100_ML3.5_VN_SPVB_HHE.SAC,170.18650817871094,3.5,9.455459009546182,2018-01-09T13:31:22.329000,2018-01-09T13:31:48.511540,theory,2018-01-09T13:32:11.158995,header,2018-01-09T13:33:15.786672,2018-01-09T13:32:11.158995,2018-01-09T13:33:13.786672,62.627678,2018-01-09T13:33:03.899000,-1165.412353515625,1165.412353515625,1165412.353515625,1000.0,6264
