event,net,sta,ML_station,ML_station_std,n_component,distance_km,distance_min_km,distance_max_km,header_ML,amplitude_mm_max,amplitude_mm_mean,amp_window_start,amp_window_end,s_pick,s_source
20180106050851_ML2.2,VN,NNU,8.812587538900491,0.04895784424530059,2,70.198974609375,70.198974609375,70.198974609375,2.200000047683716,1186049.31640625,1098658.2336425781,2018-01-06T05:09:25.590002,2018-01-06T05:09:41.519317,2018-01-06T05:09:25.590002,header
20180107201233_ML4.0,RM,SLV,10.742245476591279,0.007767685655317127,2,67.599853515625,67.599853515625,67.599853515625,4.0,99479718.75,98237363.28125,2018-01-07T20:14:19.712243,2018-01-07T20:14:43.464568,2018-01-07T20:14:19.712243,theory
20180107201233_ML4.0,VN,BC01,10.928760424238394,0.12805508261338347,2,79.21221923828125,79.21221923828125,79.21221923828125,4.0,148230859.375,122959449.21875,2018-01-07T20:14:25.961063,2018-01-07T20:14:54.137146,2018-01-07T20:14:25.961063,theory
20180107201233_ML4.0,VN,BC02,11.2834959535483,0.15192458916397975,2,89.69776916503906,89.69776916503906,89.69776916503906,4.0,290272875.0,233632234.375,2018-01-07T20:14:30.687934,2018-01-07T20:15:02.858513,2018-01-07T20:14:30.687934,theory
20180107201233_ML4.0,VN,BC03,10.812340233881566,0.02639375512213161,2,74.05964660644531,74.05964660644531,74.05964660644531,4.0,105875406.25,101515597.65625,2018-01-07T20:14:23.688898,2018-01-07T20:14:49.902097,2018-01-07T20:14:23.688898,theory
20180107201233_ML4.0,VN,BGVB,10.67056543534598,0.026734024178216777,2,308.4378662109375,308.4378662109375,308.4378662109375,4.0,5656470.703125,5420670.654296875,2018-01-07T20:16:11.176996,2018-01-07T20:18:05.002243,2018-01-07T20:16:11.176996,header
20180107201233_ML4.0,VN,CCA,11.155100369117527,0.12680105971810485,2,75.84194946289062,75.84194946289062,75.84194946289062,4.0,265290343.75,220419531.25,2018-01-07T20:14:28.359002,2018-01-07T20:14:52.090300,2018-01-07T20:14:28.359002,header
20180107201233_ML4.0,VN,MLVB,11.012124936026758,0.22337047801012752,2,72.94303131103516,72.94303131103516,72.94303131103516,4.0,236209500.0,175170273.4375,2018-01-07T20:14:22.788866,2018-01-07T20:14:48.576687,2018-01-07T20:14:22.788866,theory
20180107201233_ML4.0,VN,NNU,10.697246436958181,0.11904006209610289,2,87.5794906616211,87.5794906616211,87.5794906616211,4.0,73931335.9375,62052769.53125,2018-01-07T20:14:30.958996,2018-01-07T20:15:00.915327,2018-01-07T20:14:30.958996,header
20180107201417_ML4.0,RM,SLV,10.508154192259738,0.18238473619810933,2,63.00814437866211,63.00814437866211,63.00814437866211,4.0,85055804.6875,66010330.078125,2018-01-07T20:14:19.126999,2018-01-07T20:14:40.382429,2018-01-07T20:14:19.126999,header
20180107201417_ML4.0,VN,CCA,11.200083748077997,0.12680452709513418,2,81.44974517822266,81.44974517822266,81.44974517822266,4.0,265289750.0,220418046.875,2018-01-07T20:14:40.369001,2018-01-07T20:15:09.698830,2018-01-07T20:14:40.369001,header
20180107201417_ML4.0,VN,DBVB,8.722619949097474,0.5293553749957743,2,29.2569637298584,29.2569637298584,29.2569637298584,4.0,6654579.1015625,3920855.5908203125,2018-01-07T20:14:04.067995,2018-01-07T20:14:12.452643,2018-01-07T20:14:04.067995,header
20180107201417_ML4.0,VN,MLVB,11.049924822145774,0.22337035329804214,2,77.49683380126953,77.49683380126953,77.49683380126953,4.0,236209468.75,175170273.4375,2018-01-07T20:14:24.688002,2018-01-07T20:14:51.662555,2018-01-07T20:14:24.688002,header
20180107201417_ML4.0,VN,NNU,10.733958474543696,0.11905683971189411,2,92.63671875,92.63671875,92.63671875,4.0,73948890.625,62066132.8125,2018-01-07T20:14:41.418996,2018-01-07T20:15:15.336812,2018-01-07T20:14:41.418996,header
20180107212800_ML2.5,VN,CCA,10.062173407319149,0.1648878443481346,2,82.79442596435547,82.79442596435547,82.79442596435547,2.5,20058757.8125,15891940.4296875,2018-01-07T21:29:06.108999,2018-01-07T21:29:34.916284,2018-01-07T21:29:06.108999,header
20180107212800_ML2.5,VN,DBVB,7.986849327861725,0.11876391456664244,2,30.326541900634766,30.326541900634766,30.326541900634766,2.5,599359.6801757812,503243.3776855469,2018-01-07T21:28:42.907999,2018-01-07T21:29:00.105694,2018-01-07T21:28:42.907999,header
20180107212800_ML2.5,VN,MLVB,10.000197018165935,0.013583240399359459,2,78.65715026855469,78.65715026855469,78.65715026855469,2.5,14651105.46875,14334145.01953125,2018-01-07T21:29:02.937996,2018-01-07T21:29:30.576101,2018-01-07T21:29:02.937996,header
20180107212800_ML2.5,VN,NNU,9.68136098376123,0.13997998431816622,2,93.8883285522461,93.8883285522461,93.8883285522461,2.5,6641924.8046875,5426206.0546875,2018-01-07T21:29:08.468997,2018-01-07T21:29:43.251219,2018-01-07T21:29:08.468997,header
20180108232005_ML4.3,RM,SLV,10.747115072341789,0.12476087127260288,2,65.37980651855469,65.37980651855469,65.37980651855469,4.300000190734863,127533437.5,106243886.71875,2018-01-08T23:21:22.747998,2018-01-08T23:21:45.064537,2018-01-08T23:21:22.747998,header
20180108232005_ML4.3,VN,BC01,11.145797293382667,0.1953726827101255,2,75.81234741210938,75.81234741210938,75.81234741210938,4.300000190734863,290502562.5,222132679.6875,2018-01-08T23:21:27.919671,2018-01-08T23:21:54.800565,2018-01-08T23:21:27.919671,theory
20180108232005_ML4.3,VN,BC02,11.406948296123609,0.145038087194356,2,86.2926025390625,86.2926025390625,86.2926025390625,4.300000190734863,404093656.25,328037156.25,2018-01-08T23:21:32.524029,2018-01-08T23:22:03.397402,2018-01-08T23:21:32.524029,theory
20180108232005_ML4.3,VN,BC03,10.969436045475202,0.08820574334321397,2,70.65699768066406,70.65699768066406,70.65699768066406,4.300000190734863,179764093.75,157324164.0625,2018-01-08T23:21:25.466713,2018-01-08T23:21:50.383665,2018-01-08T23:21:25.466713,theory
20180108232005_ML4.3,VN,BGVB,10.785700422578252,0.04294353568914576,2,306.02081298828125,306.02081298828125,306.02081298828125,4.300000190734863,7717971.6796875,7214366.943359375,2018-01-08T23:23:13.936999,2018-01-08T23:25:06.421875,2018-01-08T23:23:13.936999,header
20180108232005_ML4.3,VN,CCA,11.32397135936735,0.18339968803743087,2,75.25601959228516,75.25601959228516,75.25601959228516,4.300000190734863,433970156.25,336401359.375,2018-01-08T23:21:30.529002,2018-01-08T23:21:54.369680,2018-01-08T23:21:30.529002,header
20180108232005_ML4.3,VN,DBVB,9.037124357599824,0.29355793388058654,2,27.234952926635742,27.234952926635742,27.234952926635742,4.300000190734863,10214957.03125,7071078.125,2018-01-08T23:21:07.107998,2018-01-08T23:21:27.234636,2018-01-08T23:21:07.107998,header
20180108232005_ML4.3,VN,MCVB,8.456168814090121,1.8739605479356323,2,154.1712646484375,154.1712646484375,154.1712646484375,4.300000190734863,2952510.986328125,1479559.0448379517,2018-01-08T23:22:06.666999,2018-01-08T23:22:58.738843,2018-01-08T23:22:06.666999,header
20180108232005_ML4.3,VN,MLVB,11.253803047215465,0.12269247188146909,2,71.05638885498047,71.05638885498047,71.05638885498047,4.300000190734863,363064406.25,303274171.875,2018-01-08T23:21:24.979825,2018-01-08T23:21:50.048925,2018-01-08T23:21:24.979825,theory
20180108232005_ML4.3,VN,NNU,10.874147680450033,0.0418694917982286,2,86.16893768310547,86.16893768310547,86.16893768310547,4.300000190734863,100381867.1875,93984757.8125,2018-01-08T23:21:31.819697,2018-01-08T23:22:02.645959,2018-01-08T23:21:31.819697,theory
20180108232005_ML4.3,VN,PLVB,10.350480082541239,0.011499998621273176,2,354.2330322265625,354.2330322265625,354.2330322265625,4.300000190734863,1855241.8212890625,1821146.6674804688,2018-01-08T23:23:33.487438,2018-01-08T23:25:46.433355,2018-01-08T23:23:33.487438,theory
20180108232005_ML4.3,VN,SPVB,11.042770049135026,0.03966434427965457,2,123.41817474365234,123.41817474365234,123.41817474365234,4.300000190734863,84163890.625,79064929.6875,2018-01-08T23:22:01.901335,2018-01-08T23:22:46.917783,2018-01-08T23:22:01.901335,theory
20180108232645_ML2.9,RM,SLV,9.16546501082932,0.03125425813563777,2,77.90694427490234,77.90694427490234,77.90694427490234,2.9000000953674316,2237028.076171875,2128792.8466796875,2018-01-08T23:27:24.777127,2018-01-08T23:27:52.455963,2018-01-08T23:27:24.777127,theory
20180108232645_ML2.9,VN,CCA,9.435301991466345,0.03963088214247968,2,76.19749450683594,76.19749450683594,76.19749450683594,2.9000000953674316,4358708.49609375,4094850.4638671875,2018-01-08T23:27:28.889997,2018-01-08T23:27:51.978329,2018-01-08T23:27:28.889997,header
20180108232645_ML2.9,VN,MLVB,9.696243460382759,0.006034069954938725,2,78.0438003540039,78.0438003540039,78.0438003540039,2.9000000953674316,7269621.09375,7198897.705078125,2018-01-08T23:27:30.176229,2018-01-08T23:27:57.907201,2018-01-08T23:27:30.176229,theory
20180108232645_ML2.9,VN,NNU,9.191060773916195,0.002826031350770638,2,90.75377655029297,90.75377655029297,90.75377655029297,2.9000000953674316,1808442.138671875,1800159.1796875,2018-01-08T23:27:28.559992,2018-01-08T23:28:01.491517,2018-01-08T23:27:28.559992,header
20180108232645_ML2.9,VN,SPVB,9.401977815035172,0.04761217620532547,2,131.34738159179688,131.34738159179688,131.34738159179688,2.9000000953674316,1757722.7783203125,1631500.1831054688,2018-01-08T23:27:50.200000,2018-01-08T23:28:36.874921,2018-01-08T23:27:50.200000,header
20180109133033_ML3.5,RM,SLV,9.922476254779365,0.06326912941721331,2,188.07037353515625,188.07037353515625,188.07037353515625,3.5,3135202.880859375,2843333.8623046875,2018-01-09T13:31:57.812392,2018-01-09T13:33:07.458249,2018-01-09T13:31:57.812392,theory
20180109133033_ML3.5,VN,CCA,10.26189745463148,0.13063271405520305,2,63.35530090332031,63.35530090332031,63.35530090332031,3.5,44009671.875,36385388.671875,2018-01-09T13:31:05.159998,2018-01-09T13:31:40.685867,2018-01-09T13:31:05.159998,header
20180109133033_ML3.5,VN,DBVB,10.368036410927047,0.03398477983533931,2,107.85273742675781,107.85273742675781,107.85273742675781,3.5,21917095.703125,20769050.78125,2018-01-09T13:31:23.808000,2018-01-09T13:32:00.599825,2018-01-09T13:31:23.808000,header
20180109133033_ML3.5,VN,MLVB,10.104954092101613,0.12299077049772361,2,92.09891510009766,92.09891510009766,92.09891510009766,3.5,17641367.1875,14730405.2734375,2018-01-09T13:31:19.891975,2018-01-09T13:31:52.977276,2018-01-09T13:31:19.891975,theory
20180109133033_ML3.5,VN,NNU,9.732536664378008,0.021711945810586362,2,76.68231201171875,76.68231201171875,76.68231201171875,3.5,8316643.5546875,8032795.8984375,2018-01-09T13:31:13.019232,2018-01-09T13:31:40.231542,2018-01-09T13:31:13.019232,theory
20180109133100_ML3.5,RM,SLV,9.906595884086013,0.06326934666809385,2,184.5237579345703,184.5237579345703,184.5237579345703,3.5,3135206.298828125,2843336.0595703125,2018-01-09T13:31:57.967997,2018-01-09T13:33:04.533839,2018-01-09T13:31:57.967997,header
20180109133100_ML3.5,VN,CCA,10.274513431235551,0.13063522078495135,2,64.69464111328125,64.69464111328125,64.69464111328125,3.5,44009839.84375,36385410.15625,2018-01-09T13:31:04.859999,2018-01-09T13:31:41.578761,2018-01-09T13:31:04.859999,header
20180109133100_ML3.5,VN,DBVB,10.142590767880183,0.06395675920164481,2,100.496826171875,100.496826171875,100.496826171875,3.5,15292796.875,13855208.984375,2018-01-09T13:31:42.238000,2018-01-09T13:32:13.825884,2018-01-09T13:31:42.238000,header
20180109133100_ML3.5,VN,MLVB,10.124041934982593,0.12298987634385192,2,94.80670166015625,94.80670166015625,94.80670166015625,3.5,17641394.53125,14730445.3125,2018-01-09T13:31:17.767997,2018-01-09T13:31:54.782468,2018-01-09T13:31:17.767997,header
20180109133100_ML3.5,VN,NNU,9.770203666709683,0.021769811780300158,2,81.43297576904297,81.43297576904297,81.43297576904297,3.5,8311905.2734375,8027489.74609375,2018-01-09T13:31:08.778999,2018-01-09T13:31:43.398651,2018-01-09T13:31:08.778999,header
20180109133100_ML3.5,VN,SPVB,9.510738439553739,0.07817691963694164,2,170.18650817871094,170.18650817871094,170.18650817871094,3.5,1503275.146484375,1334343.75,2018-01-09T13:32:11.158995,2018-01-09T13:33:13.786672,2018-01-09T13:32:11.158995,header
20180109144406_ML2.7,RM,SLV,9.13237597938917,0.06576742376816146,2,67.33023071289062,67.33023071289062,67.33023071289062,2.700000047683716,2699685.791015625,2439460.3271484375,2018-01-09T14:44:26.907997,2018-01-09T14:44:56.054820,2018-01-09T14:44:26.907997,header
20180109144406_ML2.7,VN,DBVB,9.969068171110285,0.07909200043457641,2,25.208051681518555,25.208051681518555,25.208051681518555,2.700000047683716,67708445.3125,60021580.078125,2018-01-09T14:44:29.607998,2018-01-09T14:44:36.663368,2018-01-09T14:44:29.607998,header
20180109144406_ML2.7,VN,MLVB,9.456862768670934,0.1134333901832241,2,78.2058334350586,78.2058334350586,78.2058334350586,2.700000047683716,4974710.44921875,4206525.0244140625,2018-01-09T14:44:49.838005,2018-01-09T14:45:19.345222,2018-01-09T14:44:49.838005,header
20180109144406_ML2.7,VN,SPVB,9.377338518108349,0.14393889014701228,2,125.52194213867188,125.52194213867188,125.52194213867188,2.700000047683716,2095575.927734375,1703499.8779296875,2018-01-09T14:45:00.569004,2018-01-09T14:45:49.380295,2018-01-09T14:45:00.569004,header
20180113044909_ML3.0,RM,SLV,9.732492222143666,0.06442971048094907,2,64.47625732421875,64.47625732421875,64.47625732421875,3.0,11396119.140625,10317715.33203125,2018-01-13T04:50:43.249788,2018-01-13T04:51:05.812172,2018-01-13T04:50:43.249788,theory
20180113044909_ML3.0,VN,BC01,10.26255696727426,0.11767463034090986,2,76.25735473632812,76.25735473632812,76.25735473632812,3.0,33212867.1875,27926769.53125,2018-01-13T04:50:33.798998,2018-01-13T04:50:58.397237,2018-01-13T04:50:33.798998,header
20180113044909_ML3.0,VN,BC02,10.22371377869847,0.04314184734708574,2,86.8707046508789,86.8707046508789,86.8707046508789,3.0,22227193.359375,20770610.3515625,2018-01-13T04:50:36.350201,2018-01-13T04:51:07.443803,2018-01-13T04:50:36.350201,theory
20180113044909_ML3.0,VN,BC03,10.037273345055933,0.0014806569004041693,2,71.27534484863281,71.27534484863281,71.27534484863281,3.0,18023837.890625,17980491.2109375,2018-01-13T04:50:28.983384,2018-01-13T04:50:54.135896,2018-01-13T04:50:28.983384,theory
20180113044909_ML3.0,VN,CCA,9.929123793995165,0.19805495471634105,2,76.94573974609375,76.94573974609375,76.94573974609375,3.0,17341132.8125,13219980.46875,2018-01-13T04:50:34.168999,2018-01-13T04:50:59.096159,2018-01-13T04:50:34.168999,header
20180113044909_ML3.0,VN,DBVB,8.384142435744137,0.02203251036335444,2,27.871723175048828,27.871723175048828,27.871723175048828,3.0,1418771.240234375,1369658.8745117188,2018-01-13T04:50:11.017998,2018-01-13T04:50:17.749148,2018-01-13T04:50:11.017998,header
20180113044909_ML3.0,VN,MLVB,9.905924789976824,0.11331092702301948,2,72.71450805664062,72.71450805664062,72.71450805664062,3.0,15531661.1328125,13135432.12890625,2018-01-13T04:50:30.957997,2018-01-13T04:50:54.714339,2018-01-13T04:50:30.957997,header
20180113044909_ML3.0,VN,NNU,9.595396586900428,0.15991627918562323,2,87.87301635742188,87.87301635742188,87.87301635742188,3.0,6218917.96875,4956723.388671875,2018-01-13T04:50:37.969997,2018-01-13T04:51:07.352011,2018-01-13T04:50:37.969997,header
20180113045015_ML3.4,RM,SLV,9.68781811699156,0.07652251057305452,2,60.753814697265625,60.753814697265625,60.753814697265625,3.4000000953674316,11385086.9140625,10129520.5078125,2018-01-13T04:50:25.027999,2018-01-13T04:50:45.040544,2018-01-13T04:50:25.027999,header
20180113045015_ML3.4,VN,DBVB,9.699491053989714,0.05609925926630864,2,31.423906326293945,31.423906326293945,31.423906326293945,3.4000000953674316,26718326.171875,24487824.21875,2018-01-13T04:50:24.437997,2018-01-13T04:50:34.187271,2018-01-13T04:50:24.437997,header
20180113045015_ML3.4,VN,MLVB,9.931167599414744,0.1133272839538953,2,75.72359466552734,75.72359466552734,75.72359466552734,3.4000000953674316,15532374.0234375,13135749.0234375,2018-01-13T04:50:34.227998,2018-01-13T04:50:58.930397,2018-01-13T04:50:34.227998,header
20180114151600_ML3.1,LA,LOUD,10.138848494243284,0.03558923611521426,2,153.737548828125,153.737548828125,153.737548828125,3.0999999046325684,7163481.93359375,6771540.52734375,2018-01-14T15:17:45.780006,2018-01-14T15:18:40.491699,2018-01-14T15:17:45.780006,header
20180114151600_ML3.1,RM,SLV,9.144800168774974,0.10700445583563292,2,61.863868713378906,61.863868713378906,61.863868713378906,3.0999999046325684,3342303.466796875,2850626.708984375,2018-01-14T15:16:59.398000,2018-01-14T15:17:20.000580,2018-01-14T15:16:59.398000,header
20180114151600_ML3.1,VN,DBVB,10.544323661512799,0.07875572987725454,2,30.40273094177246,30.40273094177246,30.40273094177246,3.0999999046325684,202077625.0,179221539.0625,2018-01-14T15:17:01.458004,2018-01-14T15:17:09.956488,2018-01-14T15:17:01.458004,header
20180114151600_ML3.1,VN,MLVB,9.785045198946804,0.06424208211609989,2,77.83204650878906,77.83204650878906,77.83204650878906,3.0999999046325684,9844252.9296875,8915139.6484375,2018-01-14T15:17:24.578002,2018-01-14T15:17:52.166031,2018-01-14T15:17:24.578002,header
20180114151600_ML3.1,VN,SPVB,9.545900763731638,0.004888897652927309,2,121.81143188476562,121.81143188476562,121.81143188476562,3.0999999046325684,2588334.47265625,2567894.53125,2018-01-14T15:17:36.942266,2018-01-14T15:18:21.346621,2018-01-14T15:17:36.942266,theory
20180114151651_ML3.1,LA,LOUD,10.14780583921312,0.03558943958124824,2,155.52638244628906,155.52638244628906,155.52638244628906,3.0999999046325684,7163479.00390625,6771535.64453125,2018-01-14T15:17:45.480003,2018-01-14T15:18:41.684255,2018-01-14T15:17:45.480003,header
20180114151651_ML3.1,RM,SLV,9.099557362143429,0.14059062321995766,2,59.67571258544922,59.67571258544922,59.67571258544922,3.0999999046325684,3342315.91796875,2728443.603515625,2018-01-14T15:16:59.097996,2018-01-14T15:17:18.541808,2018-01-14T15:16:59.097996,header
20180114151651_ML3.1,VN,DBVB,10.582217464408744,0.07875604037944697,2,32.606101989746094,32.606101989746094,32.606101989746094,3.0999999046325684,202078031.25,179221820.3125,2018-01-14T15:17:01.158001,2018-01-14T15:17:11.425401,2018-01-14T15:17:01.158001,header
20180114151651_ML3.1,VN,MLVB,9.791485511853207,0.06423539923091313,2,78.63198852539062,78.63198852539062,78.63198852539062,3.0999999046325684,9844125.9765625,8915111.572265625,2018-01-14T15:17:24.277999,2018-01-14T15:17:52.699326,2018-01-14T15:17:24.277999,header
20180114151651_ML3.1,VN,SPVB,9.162183139764482,0.05761587270542891,2,121.15747833251953,121.15747833251953,121.15747833251953,3.0999999046325684,1176027.099609375,1075436.7370605469,2018-01-14T15:17:45.768998,2018-01-14T15:18:20.910652,2018-01-14T15:17:45.768998,header
20180120181237_ML2.3,RM,SLV,8.967963346810906,0.0343175901560732,2,65.95723724365234,65.95723724365234,65.95723724365234,2.299999952316284,1807960.9375,1712381.103515625,2018-01-20T18:14:44.587998,2018-01-20T18:15:08.069492,2018-01-20T18:14:44.587998,header
20180120181237_ML2.3,VN,CCA,9.38562850358701,0.04264554373885289,2,76.63846588134766,76.63846588134766,76.63846588134766,2.299999952316284,3874367.431640625,3623196.6552734375,2018-01-20T18:14:53.038999,2018-01-20T18:15:18.141311,2018-01-20T18:14:53.038999,header
20180120181237_ML2.3,VN,DBVB,7.609227158949666,0.08709582029423224,2,26.30547332763672,26.30547332763672,26.30547332763672,2.299999952316284,284344.3908691406,249235.97717285156,2018-01-20T18:14:29.628001,2018-01-20T18:14:36.054983,2018-01-20T18:14:29.628001,header
20180120181237_ML2.3,VN,MLVB,9.362646145051478,0.018969407355780423,2,73.09165954589844,73.09165954589844,73.09165954589844,2.299999952316284,3784626.46484375,3671273.4375,2018-01-20T18:14:48.778001,2018-01-20T18:15:14.355772,2018-01-20T18:14:48.778001,header
20180120181237_ML2.3,VN,NNU,8.978180336649197,0.09859319417906372,2,87.98971557617188,87.98971557617188,87.98971557617188,2.299999952316284,1356051.7578125,1169855.224609375,2018-01-20T18:14:55.938919,2018-01-20T18:15:27.458810,2018-01-20T18:14:55.938919,theory
20180202035239_ML3.4,VN,CCA,10.327829635093499,0.04640096421387671,2,62.21481704711914,62.21481704711914,62.21481704711914,3.4000000953674316,45796460.9375,42585298.828125,2018-02-02T03:53:09.925662,2018-02-02T03:53:31.626544,2018-02-02T03:53:09.925662,theory
20180202035239_ML3.4,VN,DBVB,10.4576204834506,0.08529779044821113,2,106.11395263671875,106.11395263671875,106.11395263671875,3.4000000953674316,30045005.859375,26401736.328125,2018-02-02T03:53:32.197999,2018-02-02T03:54:08.140635,2018-02-02T03:53:32.197999,header
20180202035239_ML3.4,VN,MLVB,10.083258383889088,0.23269898554192814,2,91.1532974243164,91.1532974243164,91.1532974243164,3.4000000953674316,20378599.609375,14965233.3984375,2018-02-02T03:53:22.551800,2018-02-02T03:53:55.276865,2018-02-02T03:53:22.551800,theory
20180202035239_ML3.4,VN,NNU,9.698322627162597,0.06204094479546822,2,75.9694595336914,75.9694595336914,75.9694595336914,3.4000000953674316,8319564.453125,7558627.9296875,2018-02-02T03:53:15.944560,2018-02-02T03:53:42.885307,2018-02-02T03:53:15.944560,theory
20180202035239_ML3.4,VN,SPVB,9.914492910442744,0.0034569876630924606,2,166.53501892089844,166.53501892089844,166.53501892089844,3.4000000953674316,3510063.720703125,3490417.8466796875,2018-02-02T03:54:02.581434,2018-02-02T03:55:04.023346,2018-02-02T03:54:02.581434,theory
20180202154633_ML2.4,LA,LLNT,10.476084893476575,0.07081683210213378,2,147.10580444335938,147.10580444335938,147.10580444335938,3.0,17826287.109375,15990658.203125,2018-02-02T03:53:52.990005,2018-02-02T03:54:46.070536,2018-02-02T03:53:52.990005,header
20180202154633_ML2.4,LA,LOUD,10.804487226272993,0.04627829298230321,2,142.62283325195312,142.62283325195312,142.62283325195312,3.0,38503828.125,35810625.0,2018-02-02T03:53:51.949997,2018-02-02T03:54:43.081889,2018-02-02T03:53:51.949997,header
20180202154633_ML2.4,VN,CCA,9.26274459204216,0.0800328945274798,2,59.97964096069336,59.97964096069336,59.97964096069336,2.4000000953674316,4379157.71484375,3876819.3359375,2018-02-02T15:47:07.938998,2018-02-02T15:47:27.436427,2018-02-02T15:47:07.938998,header
20180202154633_ML2.4,VN,MLVB,9.163647053376337,0.12423604463282804,2,87.82652282714844,87.82652282714844,87.82652282714844,2.4000000953674316,2173094.23828125,1811570.9228515625,2018-02-02T15:47:20.098000,2018-02-02T15:47:50.579015,2018-02-02T15:47:20.098000,header
20180202213138_ML3.0,VN,CCA,10.229312635338125,0.03564346450060449,2,153.97511291503906,153.97511291503906,153.97511291503906,3.0,8799000.0,8316881.34765625,2018-02-02T21:32:58.569001,2018-02-02T21:33:53.519075,2018-02-02T21:32:58.569001,header
20180202213138_ML3.0,VN,MLVB,10.223196406575893,0.01207209083639867,2,165.81149291992188,165.81149291992188,165.81149291992188,3.0,7304268.06640625,7163484.619140625,2018-02-02T21:33:04.387996,2018-02-02T21:34:03.248995,2018-02-02T21:33:04.387996,header
20180202213138_ML3.0,VN,NNU,9.588602127995316,0.06710381546189764,2,146.77467346191406,146.77467346191406,146.77467346191406,3.0,2304967.529296875,2078749.6948242188,2018-02-02T21:33:05.494621,2018-02-02T21:33:59.408782,2018-02-02T21:33:05.494621,theory
20180208220204_ML2.2,RM,SLV,9.38776351323758,0.04135649900615469,2,72.26444244384766,72.26444244384766,72.26444244384766,2.200000047683716,4226888.671875,3960601.6845703125,2018-02-08T22:01:44.648001,2018-02-08T22:02:10.104294,2018-02-08T22:01:44.648001,header
20180208220204_ML2.2,VN,DBVB,9.775823281082747,0.05012409163718434,2,68.36201477050781,68.36201477050781,68.36201477050781,2.200000047683716,11334899.4140625,10481398.92578125,2018-02-08T22:01:43.238001,2018-02-08T22:02:07.062677,2018-02-08T22:01:43.238001,header
20180208220204_ML2.2,VN,MLVB,9.409759430073578,0.01561585240647952,2,130.472900390625,130.472900390625,130.472900390625,2.200000047683716,1717829.9560546875,1675245.4833984375,2018-02-08T22:02:13.287997,2018-02-08T22:02:59.389933,2018-02-08T22:02:13.287997,header
20180209124828_ML3.9,RM,SLV,10.54602558114943,0.11761844810994955,2,63.28519821166992,63.28519821166992,63.28519821166992,3.9000000953674316,83011828.125,69804998.046875,2018-02-09T12:49:42.329485,2018-02-09T12:50:04.438132,2018-02-09T12:49:42.329485,theory
20180209124828_ML3.9,VN,BGVB,10.620659889879722,0.02659234622768538,2,304.0901794433594,304.0901794433594,304.0901794433594,3.9000000953674316,5219157.71484375,5002691.650390625,2018-02-09T12:51:28.520909,2018-02-09T12:53:22.364786,2018-02-09T12:51:28.520909,theory
20180209124828_ML3.9,VN,CCA,11.117843973300893,0.11097392111251204,2,78.04696655273438,78.04696655273438,78.04696655273438,3.9000000953674316,227661937.5,193139445.3125,2018-02-09T12:49:48.318997,2018-02-09T12:50:13.720311,2018-02-09T12:49:48.318997,header
20180209124828_ML3.9,VN,DBVB,8.446783129817888,0.1542226480136872,2,29.001569747924805,29.001569747924805,29.001569747924805,3.9000000953674316,1935237.060546875,1553217.6513671875,2018-02-09T12:49:24.888000,2018-02-09T12:49:32.352380,2018-02-09T12:49:24.888000,header
20180209124828_ML3.9,VN,HGVB,10.395792467429823,0.1714604312523233,2,236.89869689941406,236.89869689941406,236.89869689941406,3.9000000953674316,6958733.3984375,5470125.0,2018-02-09T12:50:59.838002,2018-02-09T12:52:26.010464,2018-02-09T12:50:59.838002,header
20180209124828_ML3.9,VN,MLVB,11.081113755698388,0.04638354698845232,2,73.48031616210938,73.48031616210938,73.48031616210938,3.9000000953674316,205392343.75,190995625.0,2018-02-09T12:49:43.142376,2018-02-09T12:50:09.134878,2018-02-09T12:49:43.142376,theory
20180209124828_ML3.9,VN,NNU,10.722581511340845,0.20869850178491628,2,88.78305053710938,88.78305053710938,88.78305053710938,3.9000000953674316,88860203.125,66948269.53125,2018-02-09T12:49:51.828997,2018-02-09T12:50:21.887700,2018-02-09T12:49:51.828997,header
20180209124828_ML3.9,VN,PHOD,11.174034002759608,0.1847646550168387,2,112.0532455444336,112.0532455444336,112.0532455444336,3.9000000953674316,168671062.5,130543183.59375,2018-02-09T12:50:02.539004,2018-02-09T12:50:41.811164,2018-02-09T12:50:02.539004,header
20180209124939_ML3.9,LA,LLPR,10.598621160416739,0.02261797009836225,2,199.3773651123047,199.3773651123047,199.3773651123047,3.9000000953674316,12420842.7734375,11979871.58203125,2018-02-09T12:50:42.661996,2018-02-09T12:51:55.170243,2018-02-09T12:50:42.661996,header
20180209124939_ML3.9,LA,LOUD,11.323525217659615,0.02735865789091993,2,155.0234832763672,155.0234832763672,155.0234832763672,3.9000000953674316,106545500.0,102004738.28125,2018-02-09T12:50:24.290001,2018-02-09T12:51:20.348989,2018-02-09T12:50:24.290001,header
20180209145745_ML5.0,RM,SLV,11.483417001359248,0.1044474262057487,2,347.37249755859375,347.37249755859375,347.37249755859375,5.0,30864236.328125,26414956.0546875,2018-02-09T15:00:10.677285,2018-02-09T15:02:21.009665,2018-02-09T15:00:10.677285,theory
20180209145745_ML5.0,VN,CCA,11.68311375634919,0.09894269113718421,2,224.4304656982422,224.4304656982422,224.4304656982422,5.0,134339093.75,115837863.28125,2018-02-09T14:59:18.601990,2018-02-09T15:00:42.099310,2018-02-09T14:59:18.601990,theory
