event,net,sta,comp,distance_km,header_ML,ML_station_mean,ML_H_mean,ML_H_std,ML_Z,ML_Z_minus_H_mean,ML_station_minus_header,p_pick,p_label,p_source,p_source_component,disp_unit,vel_unit,remove_preP_mean_for_Pd,taup_smoothing_tau_sec,preP_noise_window_start,preP_noise_window_end,preP_noise_window_sec,preP_noise_npts_disp,preP_noise_npts_vel,preP_disp_mean_nm,preP_vel_mean_nmps,Pd_filter_applied,Pd_highpass_freq_Hz,Pd_highpass_corners,Pd_highpass_zerophase,preP_noise_absmax_nm,preP_noise_absmax_cm,preP_noise_rms_nm,preP_noise_rms_cm,Pd_3s_cm,Pd_peak_signed_3s_cm,Pd_peak_time_3s,Pd_peak_t_rel_3s_sec,tau_c_3s_sec,tau_p_max_3s_sec,tau_p_end_3s_sec,snr_absmax_3s,snr_rms_3s,npts_3s,Mpd_Wu_3s,Mpd_Wu_3s_minus_header_ML,header_ML_minus_Mpd_Wu_3s
20170113224953_M3.0,VN,NNU2,HHZ,105.00354766845705,3.0,2.5192890272644237,2.5192890272644237,0.10760330072588,2.0504498272275233,-0.4688392000369004,-0.4807109727355763,2017-01-13T22:50:11.297565,P,header,HHN,nm,nm/s,True,1.0,2017-01-13T22:50:01.297565,2017-01-13T22:50:10.797565,9.5,951,951,9.353044183087558,-4.407595973009327,True,0.075,2,False,45.2427360781038,4.52427360781038e-05,16.18641067532484,1.618641067532484e-05,4.20993138783061e-05,-4.20993138783061e-05,2017-01-13T22:50:11.300000,0.0,1.4932777102990005,26.098752827703933,0.9845199658924992,0.9305209527034103,2.6009048406564803,301,2.5548081296917413,-0.4451918703082587,0.4451918703082587
20170425170301_M3.0,VN,CCAB,HHZ,199.1945343017578,3.0,4.27102815926011,4.27102815926011,0.1636602279823582,3.877971781471814,-0.3930563777882963,1.2710281592601105,2017-04-25T17:03:34.199000,Pg,header,HHE,nm,nm/s,True,1.0,2017-04-25T17:03:24.199000,2017-04-25T17:03:33.699000,9.5,951,951,631.0110087836232,-134.93903860900915,True,0.075,2,False,978.0490855570008,0.0009780490855570009,587.9569201708894,0.0005879569201708893,0.0012776072833558547,-0.0012776072833558547,2017-04-25T17:03:36.160000,1.96,13.744381699454278,227.62525421869293,11.307531782299954,1.3062813535869264,2.1729607043055448,301,5.110410183973686,2.110410183973686,-2.110410183973686
20170516080549_M3.0,VN,BC2,HHZ,102.851806640625,3.0,3.2128090142209733,3.2128090142209733,0.0720301281372874,3.0859911357158936,-0.1268178785050797,0.2128090142209733,2017-05-16T08:06:07.459001,Pg,header,HHN,nm,nm/s,True,1.0,2017-05-16T08:05:57.459001,2017-05-16T08:06:06.959001,9.5,951,951,-10.381811099593476,12.763253134189897,True,0.075,2,False,97.53921026400418,9.753921026400418e-05,56.96883260977642,5.696883260977642e-05,0.00022071506707493636,-0.00022071506707493636,2017-05-16T08:06:07.977000,0.52,0.3237354608269325,5.8119816720882955,0.30587844758854993,2.262834264061998,3.8743126190909423,301,3.52438870042136,0.5243887004213601,-0.5243887004213601
20170516080549_M3.0,VN,CCAB,HHZ,24.25331115722656,3.0,3.640335431241418,3.640335431241418,0.0050395235953674,3.3781531283922,-0.2621823028492178,0.640335431241418,2017-05-16T08:05:54.818998,Pg,header,HHZ,nm,nm/s,True,1.0,2017-05-16T08:05:44.818998,2017-05-16T08:05:54.318998,9.5,951,951,-178.8700861760239,41.36625650011755,True,0.075,2,False,436.1217323386513,0.0004361217323386513,200.2752142749145,0.0002002752142749145,0.002676784807121759,0.002676784807121759,2017-05-16T08:05:55.189000,0.37,0.15050875895791985,1.7151953843827308,0.20691214934229527,6.1377010330758255,13.365532109467027,301,3.828781917455368,0.8287819174553679,-0.8287819174553679
20170516080549_M3.0,VN,DBVB,HHZ,42.091209411621094,3.0,3.059504228553714,3.059504228553714,0.0924326279917826,2.78070861676831,-0.2787956117854042,0.0595042285537141,2017-05-16T08:05:57.839002,Pg,header,HHN,nm,nm/s,True,1.0,2017-05-16T08:05:47.839002,2017-05-16T08:05:57.339002,9.5,951,951,-5.307472489921498,-1.1560272359782386,True,0.075,2,False,90.30342871785837,9.030342871785837e-05,36.614373550920824,3.661437355092082e-05,0.0010050690599340806,-0.0010050690599340806,2017-05-16T08:05:57.947999,0.11,0.22565145197434172,0.46730906743219924,0.19734655795491682,11.129910283631553,27.450123065366604,301,3.696362998986082,0.696362998986082,-0.696362998986082
20170519052826_M3.3,VN,BGVB,HHZ,172.94496154785156,3.299999952316284,4.013972504913975,4.013972504913975,0.0726171755660449,3.936036194671054,-0.0779363102429213,0.7139725525976912,2017-05-19T05:28:56.382520,P,header,HHZ,nm,nm/s,True,1.0,2017-05-19T05:28:46.382520,2017-05-19T05:28:55.882520,9.5,951,951,-4.452421988177091,11.034258951270015,True,0.075,2,False,135.51678728096257,0.00013551678728096256,48.12618682819208,4.8126186828192084e-05,0.00021469102732507507,-0.00021469102732507507,2017-05-19T05:28:58.628000,2.25,0.32743427912886347,1.057801002153445,0.3366802602973478,1.584239352427704,4.461002241700773,301,3.9328974511727584,0.6328974988564742,-0.6328974988564742
20170519052826_M3.3,VN,LSVB,HHZ,197.5402374267578,3.299999952316284,3.5239038541453636,3.5239038541453636,0.033668765531531,3.541051337423652,0.0171474832782885,0.2239039018290793,2017-05-19T05:29:00.309998,Pg,header,HHE,nm,nm/s,True,1.0,2017-05-19T05:28:50.309998,2017-05-19T05:28:59.809998,9.5,951,951,3.274091062203666,2.4151212411966907,True,0.075,2,False,119.94922556442503,0.00011994922556442503,45.148174299595105,4.5148174299595104e-05,0.00011690350321250997,-0.00011690350321250997,2017-05-19T05:29:02.698000,2.39,0.5682748059544813,1.3018646912588012,0.5267151319602216,0.9746082366302632,2.5893295803449217,301,3.6797109787571536,0.3797110264408694,-0.3797110264408694
20170519052826_M3.3,VN,PLVB,HHZ,105.7388687133789,3.299999952316284,3.294417964042692,3.294417964042692,0.0604493331363874,3.0568364891187567,-0.2375814749239353,-0.0055819882735921,2017-05-19T05:28:44.649002,Pg,header,HHE,nm,nm/s,True,1.0,2017-05-19T05:28:34.649002,2017-05-19T05:28:44.149002,9.5,951,951,1.1533543558818864,1.7894779809399892,True,0.075,2,False,39.31985693648692,3.931985693648692e-05,17.552252263293493,1.7552252263293493e-05,7.529204564491943e-05,-7.529204564491943e-05,2017-05-19T05:28:47.287000,2.64,0.23564683179518156,1.207010055726227,0.2228096769621682,1.9148606203358807,4.289594549776125,301,2.906656875872167,-0.39334307644411703,0.39334307644411703
20171225080157_M3.3,VN,CCA,HHZ,53.80501937866211,3.299999952316284,3.1526994206862913,3.1526994206862913,0.189246806918222,2.991977897761134,-0.160721522925157,-0.1473005316299929,2017-12-25T08:02:06.199998,Pg,header,HHZ,nm,nm/s,True,1.0,2017-12-25T08:01:56.199998,2017-12-25T08:02:05.699998,9.5,951,951,-49.64482353542377,12.442103719241143,True,0.075,2,False,405.3757333168691,0.0004053757333168691,230.4380749985559,0.0002304380749985559,0.0003883680240110003,0.0003883680240110003,2017-12-25T08:02:06.680000,0.48,0.2131276990946065,7.7670938102721445,0.21817686710989614,0.9580445796133179,1.6853465904600797,301,3.330992108678307,0.030992156362022794,-0.030992156362022794
20171225080157_M3.3,VN,MLVB,HHZ,63.15060043334961,3.299999952316284,2.9749619566378698,2.9749619566378698,0.1171603529636429,2.7638987162423563,-0.2110632403955135,-0.3250379956784144,2017-12-25T08:02:07.869000,Pg,header,HHE,nm,nm/s,True,1.0,2017-12-25T08:01:57.869000,2017-12-25T08:02:07.369000,9.5,951,951,-16.45302794297229,0.30093728763750127,True,0.075,2,False,325.2594573525055,0.0003252594573525055,193.58841901756398,0.00019358841901756396,0.0004846956414958029,0.0004846956414958029,2017-12-25T08:02:08.477999,0.61,0.21576748519746838,0.9729230944702304,0.2781508179354033,1.4901815474976514,2.503742961255483,301,3.5938889586023635,0.2938890062860793,-0.2938890062860793
20171225080157_M3.3,VN,NNU,HHZ,71.77166748046875,3.299999952316284,2.957589031304612,2.957589031304612,0.030031125153207,2.822652903193897,-0.1349361281107146,-0.3424109210116723,2017-12-25T08:02:08.849002,Pg,header,HHN,nm,nm/s,True,1.0,2017-12-25T08:01:58.849002,2017-12-25T08:02:08.349002,9.5,951,951,-111.00882847872265,51.14253875098835,True,0.075,2,False,370.367552192393,0.000370367552192393,180.54929506156313,0.0001805492950615631,0.0005761954396209326,0.0005761954396209326,2017-12-25T08:02:09.739999,0.89,1.380021112285888,17.072209322169975,1.0346491005190732,1.555739524723859,3.1913469361620233,301,3.801500786143794,0.5015008338275098,-0.5015008338275098
20180106050851_ML2.2,VN,CCA,HHZ,55.50722122192383,2.200000047683716,2.7502212862431494,2.7502212862431494,0.0915446849406663,2.48314284496509,-0.2670784412780596,0.5502212385594336,2018-01-06T05:09:23.409005,Pg,header,HHZ,nm,nm/s,True,1.0,2018-01-06T05:09:13.409005,2018-01-06T05:09:22.909005,9.5,951,951,-24.947090798551727,-16.239513564964078,True,0.075,2,False,149.32255188730952,0.0001493225518873095,42.92889826447285,4.292889826447285e-05,0.0003274548941503391,0.0003274548941503391,2018-01-06T05:09:24.589000,1.18,0.8711571907401149,6.198112880425175,1.2843362792793562,2.1929366328902695,7.627842954016237,301,3.2548827699427383,1.0548827222590225,-1.0548827222590225
