event,net,sta,ML_station_mean,ML_station_median,ML_station_std,n_horizontal_component,distance_km,distance_min_km,distance_max_km,header_ML,amplitude_h_nm_max,amplitude_h_nm_mean,amp_window_start,amp_window_end,s_pick,s_source,ML_formula,ML_HHE,ML_HHN,ML_HHZ,amp_nm_HHE,amp_nm_HHN,amp_nm_HHZ,ML_H_mean,ML_H_std,ML_Z,ML_Z_minus_H_mean,ML_station_minus_header,abs_ML_station_minus_header,reject_reason,pass_filter
20111102113319_M3.2,VN,SLVB,4.620900644775888,4.620900644775888,0.3524492834244168,2,279.9988098144531,279.9988098144531,279.9988098144531,3.200000047683716,5182.971334358956,3413.937086758883,2011-11-02T11:34:42.469998,2011-11-02T11:36:24.465873,2011-11-02T11:34:42.469998,header,SEISAN_HUTTON_NM,4.371681366442143,4.870119923109632,4.539199382768231,1644.9028391588104,5182.971334358956,2419.124760007871,4.620900644775888,0.3524492834244168,4.539199382768231,-0.0817012620076562,1.4209005970921718,1.4209005970921718,H_component_std_too_large;,False
20140209113658_M3.1,VN,TGVB,3.0572294536812548,3.0572294536812548,0.2256482091943072,2,23.49264335632324,23.49264335632324,23.49264335632324,3.0999999046325684,5503.656792606601,4071.623734744587,2014-02-09T11:37:04.949002,2014-02-09T11:37:11.761762,2014-02-09T11:37:04.949002,header,SEISAN_HUTTON_NM,3.21678683256515,2.897672074797359,4.480156875785999,5503.656792606601,2639.590676882575,100930.25877447492,3.0572294536812548,0.2256482091943072,4.480156875785999,1.4229274221047443,-0.0427704509513136,0.0427704509513136,Z_minus_H_too_large;,False
20140307080021_M3.1,VN,TGVB,2.635072726875727,2.635072726875727,0.047855805684773,2,56.04475402832031,56.04475402832031,56.04475402832031,3.0999999046325684,515.3633050152529,478.1799129141264,2014-03-07T08:00:37.249998,2014-03-07T08:00:56.363169,2014-03-07T08:00:37.249998,header,SEISAN_HUTTON_NM,2.6689118915945755,2.601233562156878,4.103481596374759,515.3633050152529,440.9965208129998,14017.907742409823,2.635072726875727,0.047855805684773,4.103481596374759,1.468408869499032,-0.4649271777568415,0.4649271777568415,Z_minus_H_too_large;,False
20140307080021_M3.1,VN,TTVB,2.31814863807149,2.31814863807149,0.0167895060917936,2,44.456207275390625,44.456207275390625,44.456207275390625,3.0999999046325684,321.21321653512996,312.6681759103255,2014-03-07T08:00:33.799001,2014-03-07T08:00:48.637472,2014-03-07T08:00:33.799001,header,SEISAN_HUTTON_NM,2.3300206116817703,2.30627666446121,2.1702864973372185,321.21321653512996,304.123135285521,222.36134483247292,2.31814863807149,0.0167895060917936,2.1702864973372185,-0.1478621407342717,-0.7818512665610782,0.7818512665610782,residual_outside_bias_centered_2std;,False
20140520060702_M3.1,VN,TGVB,3.170729308463915,3.170729308463915,0.1188318147485309,2,62.98465347290039,62.98465347290039,62.98465347290039,3.0999999046325684,1692.6397250595603,1421.0724955667392,2014-05-20T06:07:20.195615,2014-05-20T06:07:42.189769,2014-05-20T06:07:20.195615,theory,SEISAN_HUTTON_NM,3.254756090493305,3.086702526434525,4.035859550909929,1692.6397250595603,1149.5052660739182,10225.1100209367,3.170729308463915,0.1188318147485309,4.035859550909929,0.8651302424460137,0.0707294038313466,0.0707294038313466,Z_minus_H_too_large;,False
20161028232611_M3.1,VN,NNU,3.930112870845466,3.930112870845466,0.3124946444070468,2,121.37066650390624,121.37066650390624,121.37066650390624,3.0999999046325684,4992.5583044196555,3398.5958316369606,2016-10-28T23:26:45.979999,2016-10-28T23:27:30.113778,2016-10-28T23:26:45.979999,header,SEISAN_HUTTON_NM,4.151079952990167,3.709145788700764,3.637177903805479,4992.5583044196555,1804.6333588542657,1529.047919584126,3.930112870845466,0.3124946444070468,3.637177903805479,-0.2929349670399865,0.830112966212897,0.830112966212897,H_component_std_too_large;,False
20170516080549_M3.0,VN,NNU2,2.201720157913855,2.201720157913855,0.0559772805303233,2,44.129356384277344,44.129356384277344,44.129356384277344,3.0,264.39300463444715,242.36467229091824,2017-05-16T08:06:02.349997,2017-05-16T08:06:16.819571,2017-05-16T08:06:02.349997,header,SEISAN_HUTTON_NM,2.241302072569228,2.1621382432584815,2.258410274165649,264.39300463444715,220.33633994738935,275.0161271370299,2.201720157913855,0.0559772805303233,2.258410274165649,0.0566901162517941,-0.7982798420861452,0.7982798420861452,residual_outside_bias_centered_2std;,False
20180108232005_ML4.3,VN,MCVB,2.2190891630299556,2.2190891630299556,2.188825263761522,2,154.1712646484375,154.1712646484375,154.1712646484375,4.300000190734863,1370.1081413339784,685.6039387066324,2018-01-08T23:22:10.609999,2018-01-08T23:23:02.680843,2018-01-08T23:22:10.609999,header,SEISAN_HUTTON_NM,3.7668223498681614,0.6713559761917498,4.992996159893692,1370.1081413339784,1.099736079286418,23063.682827286375,2.2190891630299556,2.188825263761522,4.992996159893692,2.773906996863736,-2.0809110277049077,2.0809110277049077,residual_outside_bias_centered_2std;H_component_std_too_large;Z_minus_H_too_large;,False
20180109133100_ML3.5,VN,SPVB,4.291136701078645,4.291136701078645,0.4066593612646975,2,170.18650817871094,170.18650817871094,170.18650817871094,3.5,7425.212735170491,4700.194178796265,2018-01-09T13:31:50.728994,2018-01-09T13:32:53.356672,2018-01-09T13:31:50.728994,header,SEISAN_HUTTON_NM,4.578688293061902,4.003585109095387,4.27017986381276,7425.212735170491,1975.175622422039,3649.2235729537742,4.291136701078645,0.4066593612646975,4.27017986381276,-0.020956837265885,0.7911367010786448,0.7911367010786448,H_component_std_too_large;,False
20180209124828_ML3.9,VN,PHOD,5.590406334644465,5.590406334644465,0.4710490298730971,2,112.0532455444336,112.0532455444336,112.0532455444336,3.900000095367432,336392.67883891973,204475.11433489577,2018-02-09T12:50:12.529000,2018-02-09T12:50:51.801164,2018-02-09T12:50:12.529000,header,SEISAN_HUTTON_NM,5.923488297939077,5.257324371349854,5.09988260229763,336392.67883891973,72557.54983087178,50494.123708952226,5.590406334644465,0.4710490298730971,5.09988260229763,-0.4905237323468352,1.6904062392770332,1.6904062392770332,residual_outside_bias_centered_2std;H_component_std_too_large;,False
20180312200656_ML2.9,VN,THVB,1.3236160724418804,1.3236160724418804,2.443285492484504,2,53.965606689453125,53.965606689453125,53.965606689453125,2.9000000953674316,1308.0817154082008,654.270090841901,2018-03-12T20:08:48.528996,2018-03-12T20:09:06.276071,2018-03-12T20:08:48.528996,header,SEISAN_HUTTON_NM,-0.4040476676686255,3.0512798125523863,2.7906557648912695,0.4584662756013475,1308.0817154082008,717.8121868297793,1.3236160724418804,2.443285492484504,2.7906557648912695,1.4670396924493891,-1.5763840229255512,1.5763840229255512,residual_outside_bias_centered_2std;H_component_std_too_large;Z_minus_H_too_large;,False
