event,net,sta,comp,distance_km,header_ML,ML_station_mean,ML_H_mean,ML_H_std,ML_Z,ML_Z_minus_H_mean,ML_station_minus_header,p_pick,p_label,p_source,p_source_component,disp_unit,vel_unit,remove_preP_mean_for_Pd,taup_smoothing_tau_sec,preP_noise_window_start,preP_noise_window_end,preP_noise_window_sec,preP_noise_npts_disp,preP_noise_npts_vel,preP_disp_mean_nm,preP_vel_mean_nmps,preP_noise_absmax_nm,preP_noise_rms_nm,Pd_2s_nm,Pd_2s_um,Pd_2s_ground_mm,Pd_peak_time_2s,tau_c_2s_sec,tau_p_max_2s_sec,tau_p_end_2s_sec,snr_absmax_2s,snr_rms_2s,npts_2s,Pd_3s_nm,Pd_3s_um,Pd_3s_ground_mm,Pd_peak_time_3s,tau_c_3s_sec,tau_p_max_3s_sec,tau_p_end_3s_sec,snr_absmax_3s,snr_rms_3s,npts_3s,Pd_5s_nm,Pd_5s_um,Pd_5s_ground_mm,Pd_peak_time_5s,tau_c_5s_sec,tau_p_max_5s_sec,tau_p_end_5s_sec,snr_absmax_5s,snr_rms_5s,npts_5s
20080110223559_ML2.3,TW,LAVB,HHZ,118.14617919921876,3.0999999046325684,3.721694276321484,3.721694276321484,0.0498902984704284,3.669324153441244,-0.0523701228802395,0.6216943716889154,2008-01-03T06:00:03.149003,Pg,header,HHZ,nm,nm/s,True,1.0,2008-01-03T05:59:53.149003,2008-01-03T06:00:02.649003,9.5,266,266,16.048978022614815,7.91203426162159,16.048978022614815,7.309080507002405,61.947610072175365,0.06194761007217537,6.194761007217536e-05,2008-01-03T06:00:05.068000,0.16155979606205687,10.090804184581998,0.16551209670124867,3.859909957187568,8.475431350472466,201,72.10769384292732,0.07210769384292733,7.210769384292732e-05,2008-01-03T06:00:05.828000,0.1504604043709217,10.090804184581998,0.1443812768425893,4.492977293714246,9.865494541186832,301,163.72671239761482,0.16372671239761483,0.0001637267123976148,2008-01-03T06:00:07.018000,0.2443216971183749,10.090804184581998,0.33162647282531155,10.201690859499307,22.400452730101655,501
20080110223559_ML2.3,TW,LCVB,HHZ,52.90812683105469,2.299999952316284,2.072939425004287,2.072939425004287,0.0007793023126941,1.91076271704896,-0.1621767079553273,-0.227060527311997,2008-01-10T22:36:32.389001,Pg,header,HHZ,nm,nm/s,True,1.0,2008-01-10T22:36:22.389001,2008-01-10T22:36:31.889001,9.5,951,951,-6.850462462044038,-1.7524964571210677,85.53888842906925,49.547620123001145,83.59516766223935,0.08359516766223934,8.359516766223935e-05,2008-01-10T22:36:33.718000,0.7049714084480468,2.9586722617644816,0.6835008069380384,0.9772767591147543,1.6871681718459077,201,83.59516766223935,0.08359516766223934,8.359516766223935e-05,2008-01-10T22:36:33.718000,0.5986590848980802,2.9586722617644816,0.46408810654873545,0.9772767591147543,1.6871681718459077,301,93.15892932262393,0.09315892932262393,9.315892932262393e-05,2008-01-10T22:36:36.358000,0.5907825115725867,2.9586722617644816,0.5000600000554143,1.0890827673061638,1.880189786943519,501
20080110223559_ML2.3,TW,MCVB,HHZ,188.60560607910156,3.0999999046325684,3.472370023977282,3.472370023977282,0.1785314921979972,3.3584474578899037,-0.1139225660873783,0.3723701193447137,2008-01-03T06:00:14.639001,Pg,header,HHZ,nm,nm/s,True,1.0,2008-01-03T06:00:04.639001,2008-01-03T06:00:14.139001,9.5,951,951,-19.297253666228695,-2.3061783519014325,107.87617975265448,43.782704293194435,183.43793970138495,0.18343793970138494,0.00018343793970138493,2008-01-03T06:00:15.848000,1.8485201736508279,10.317261425946032,1.8108678513705072,1.7004489788383625,4.189735254199419,201,183.43793970138495,0.18343793970138494,0.00018343793970138493,2008-01-03T06:00:15.848000,1.5985105537495097,10.317261425946032,1.3255284426859888,1.7004489788383625,4.189735254199419,301,183.43793970138495,0.18343793970138494,0.00018343793970138493,2008-01-03T06:00:15.848000,1.327637350215088,10.317261425946032,0.9795852626185981,1.7004489788383625,4.189735254199419,501
20080110223559_ML2.3,TW,PLVB,HHZ,260.5063781738281,3.0999999046325684,3.5468074926074564,3.5468074926074564,0.093138106737602,3.74746724533523,0.2006597527277733,0.446807587974888,2008-01-03T06:00:26.728997,Pg,header,HHZ,nm,nm/s,True,1.0,2008-01-03T06:00:16.728997,2008-01-03T06:00:26.228997,9.5,951,951,25.803440104484494,-22.801793856857703,172.0636711015702,71.15745007126061,173.38090132617958,0.1733809013261796,0.00017338090132617957,2008-01-03T06:00:27.808000,1.1206109595209601,3.110266876877216,1.161312509464719,1.0076554813469707,2.4365811471960748,201,400.5189247236251,0.4005189247236251,0.0004005189247236251,2008-01-03T06:00:29.728000,2.2959041899540646,3.554484918023341,3.554484918023341,2.327736716062488,5.628629529620939,301,489.7493934736251,0.4897493934736251,0.000489749393473625,2008-01-03T06:00:30.098000,3.5234896988721656,8.334227023486735,3.2046549289604243,2.8463265391130887,6.882615846733767,501
20080110223559_ML2.3,TW,THVB,HHZ,124.2291488647461,3.0999999046325684,3.0814337865118993,3.0814337865118993,0.1117050779174398,2.9783174620881976,-0.1031163244237016,-0.0185661181206691,2008-01-03T06:00:03.738999,Pg,header,HHN,nm,nm/s,True,1.0,2008-01-03T05:59:53.738999,2008-01-03T06:00:03.238999,9.5,325,325,38.58471463432679,11.567234330269006,38.58471463432679,16.51464936625462,91.35571072807679,0.09135571072807679,9.135571072807678e-05,2008-01-03T06:00:04.818000,2.1323991506630096,4.8805107696041725,2.2059858639398544,2.367665838502857,5.5317983871186165,201,91.35571072807679,0.09135571072807679,9.135571072807678e-05,2008-01-03T06:00:04.818000,1.6543137919679545,4.8805107696041725,1.3841977949733013,2.367665838502857,5.5317983871186165,301,98.7447144817389,0.0987447144817389,9.87447144817389e-05,2008-01-03T06:00:07.238000,1.362138006109197,4.8805107696041725,0.9714284986252228,2.5591666393689207,5.979219557849647,501
20080210024059_ML3.1,TW,HBVB,HHZ,220.70785522460935,3.0999999046325684,3.792158119531268,3.792158119531268,0.1299879880744468,3.5792945578768407,-0.2128635616544274,0.6921582148986998,2008-02-10T02:42:24.988998,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:42:14.988998,2008-02-10T02:42:24.488998,9.5,951,951,-34.27785848690242,20.49074234259555,195.63306070255072,110.90361752025636,144.10492300106256,0.14410492300106256,0.00014410492300106256,2008-02-10T02:42:26.028000,0.853310403978056,3.4072910520589903,0.9253521870248527,0.7366082321850812,1.299370807041006,201,176.82605386661322,0.17682605386661324,0.00017682605386661323,2008-02-10T02:42:27.698000,0.904627208634285,3.4072910520589903,1.0471478497155695,0.9038659070793126,1.5944119571601552,301,176.82605386661322,0.17682605386661324,0.00017682605386661323,2008-02-10T02:42:27.698000,1.0355176427975537,3.4072910520589903,1.2673608442644637,0.9038659070793126,1.5944119571601552,501
20080210024059_ML3.1,TW,HGVB,HHZ,215.4383087158203,3.0999999046325684,3.4373204136362556,3.4373204136362556,0.0986832669796099,3.3663586242856125,-0.0709617893506431,0.3373205090036872,2008-02-10T02:42:23.439002,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:42:13.439002,2008-02-10T02:42:22.939002,9.5,951,951,34.26802185907976,-0.3851206768088662,168.36527892217023,81.23809230021573,195.71972779169695,0.19571972779169697,0.00019571972779169696,2008-02-10T02:42:23.808000,4.050183711757692,72.89408905809682,3.10063665368243,1.162470843422365,2.409211273307771,201,195.71972779169695,0.19571972779169697,0.00019571972779169696,2008-02-10T02:42:23.808000,3.3307878952417305,72.89408905809682,2.4732457017263236,1.162470843422365,2.409211273307771,301,195.71972779169695,0.19571972779169697,0.00019571972779169696,2008-02-10T02:42:23.808000,2.596457689437653,72.89408905809682,1.374127658046818,1.162470843422365,2.409211273307771,501
20080210024059_ML3.1,TW,LAVB,HHZ,253.7853851318359,3.0999999046325684,3.5631647090770056,3.5631647090770056,0.0384446731413654,3.661352724444866,0.0981880153678602,0.4631648044444372,2008-02-10T02:42:30.458999,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:42:20.458999,2008-02-10T02:42:29.958999,9.5,951,951,-21.06872225358894,8.7864969129254,174.0661740358155,77.51210390092358,146.29591702863763,0.14629591702863765,0.00014629591702863763,2008-02-10T02:42:31.628000,1.0750359942884664,1.6896203034416744,0.9964641903086122,0.8404614959741465,1.8873944799077307,201,211.80645418718268,0.2118064541871827,0.00021180645418718267,2008-02-10T02:42:33.318000,1.2147467775679794,1.6896203034416744,1.27878191415336,1.2168157044894996,2.732559736191846,301,211.80645418718268,0.2118064541871827,0.00021180645418718267,2008-02-10T02:42:33.318000,1.3429724654779815,1.7541008037439219,1.2658656181448251,1.2168157044894996,2.732559736191846,501
20080210024059_ML3.1,TW,LCVB,HHZ,52.030479431152344,3.0999999046325684,3.347372607746113,3.347372607746113,0.0368911142438989,3.2185012931178703,-0.1288713146282423,0.2473727031135442,2008-02-10T02:41:56.109001,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:41:46.109001,2008-02-10T02:41:55.609001,9.5,951,951,6.383990239269726,0.6405080709798353,127.18049139893769,74.13621317235905,341.6156186572385,0.3416156186572385,0.0003416156186572385,2008-02-10T02:41:58.107999,0.15796725907560705,19.91679165728075,0.15193954395132406,2.6860693405065104,4.607945348692378,201,515.6753720752072,0.5156753720752072,0.0005156753720752072,2008-02-10T02:41:58.147999,0.24788760942722884,19.91679165728075,0.28081827393415176,4.054673530531071,6.955782471331725,301,599.5728579052616,0.5995728579052616,0.0005995728579052615,2008-02-10T02:42:00.947999,0.20119869733136342,19.91679165728075,0.19494732631484832,4.714346133673373,8.087449199911473,501
20080210024059_ML3.1,TW,MCVB,HHZ,156.81219482421875,3.0999999046325684,3.441143330346524,3.441143330346524,0.0712974577665059,3.331934043847469,-0.1092092864990545,0.3411434257139554,2008-02-10T02:42:14.799003,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:42:04.799003,2008-02-10T02:42:14.299003,9.5,951,951,-7.276043027169321,-17.968744616029092,151.36561957048693,63.53147708781539,239.9424170558385,0.2399424170558385,0.00023994241705583847,2008-02-10T02:42:14.858000,1.6985348214896567,4.921816583260167,1.7436211357562184,1.585184388216399,3.7767485985597635,201,239.9424170558385,0.2399424170558385,0.00023994241705583847,2008-02-10T02:42:14.858000,1.513466017170949,4.921816583260167,1.2541741801542936,1.585184388216399,3.7767485985597635,301,239.9424170558385,0.2399424170558385,0.00023994241705583847,2008-02-10T02:42:14.858000,1.0981526906408188,4.921816583260167,0.46072354796181364,1.585184388216399,3.7767485985597635,501
20080210024059_ML3.1,TW,SPVB,HHZ,93.74774169921876,3.0999999046325684,3.542413774910588,3.542413774910588,0.2606215548919761,3.5097461908421357,-0.0326675840684522,0.4424138702780196,2008-02-10T02:42:03.958999,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-10T02:41:53.958999,2008-02-10T02:42:03.458999,9.5,951,951,20.27079472014706,9.634891159336947,170.848117023017,97.62578641572098,262.17503055999083,0.26217503055999086,0.0002621750305599908,2008-02-10T02:42:04.898000,0.22946428371461197,36.535304894646146,0.24415675080092628,1.5345503077723126,2.6855100500145315,201,382.21412357756896,0.38221412357756895,0.00038221412357756894,2008-02-10T02:42:06.938000,0.2285076544869847,36.535304894646146,0.22535823869905464,2.2371573666572884,3.9150939276430745,301,555.6244934506158,0.5556244934506158,0.0005556244934506158,2008-02-10T02:42:07.448000,0.22215830136177012,36.535304894646146,0.21646677460071165,3.2521546220831974,5.6913702193864415,501
20080225230059_ML3.0,TW,BCVB,HHZ,196.6177978515625,3.0,3.658862221040032,3.658862221040032,0.0435342620040151,3.7038352758602873,0.0449730548202556,0.6588622210400317,2008-02-25T23:02:32.859004,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:22.859004,2008-02-25T23:02:32.359004,9.5,951,951,-296.39899527363787,-62.962397986742914,782.6894005470754,408.9157767255605,509.5561760597707,0.5095561760597707,0.0005095561760597707,2008-02-25T23:02:33.938000,8.61227817562337,10.79774460390138,9.257034149417416,0.6510324219334092,1.24611522729717,201,509.5561760597707,0.5095561760597707,0.0005095561760597707,2008-02-25T23:02:33.938000,8.923793736045823,10.79774460390138,9.823582280817902,0.6510324219334092,1.24611522729717,301,707.2937401466847,0.7072937401466848,0.0007072937401466847,2008-02-25T23:02:37.578000,8.830655118789387,10.79774460390138,9.924373519473567,0.9036710343238437,1.7296807323268857,501
20080225230059_ML3.0,TW,CBVB,HHZ,207.61013793945312,3.0,3.6013868565193285,3.6013868565193285,0.0074083386994993,3.841132896177348,0.2397460396580197,0.6013868565193285,2008-02-25T23:02:31.649005,Pn,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:21.649005,2008-02-25T23:02:31.149005,9.5,951,951,52.03989039692092,41.89357143673423,525.4467812660615,305.38089958483914,264.96687709125683,0.2649668770912568,0.0002649668770912568,2008-02-25T23:02:33.648000,4.717868827557651,5.129461789311185,4.922645056584586,0.5042696739959476,0.8676602808213462,201,500.210819351999,0.5002108193519991,0.000500210819351999,2008-02-25T23:02:34.648000,7.225771666307397,8.838525397667153,8.838525397667153,0.9519723731997053,1.6379898678405502,301,527.9677773598115,0.5279677773598115,0.0005279677773598115,2008-02-25T23:02:34.958000,6.0926208809155,11.619568884913573,4.956024055848629,1.0047978143241751,1.7288827758303678,501
20080225230059_ML3.0,TW,DHVB,HHZ,172.13609313964844,3.0,3.649509914583778,3.649509914583778,0.0286724415880607,3.47339236921085,-0.1761175453729282,0.6495099145837782,2008-02-25T23:02:28.419001,Pg,header,HHN,nm,nm/s,True,1.0,2008-02-25T23:02:18.419001,2008-02-25T23:02:27.919001,9.5,951,951,13.029534936278322,-19.64551640913815,326.1741088625498,147.60580824080594,339.98110353979393,0.33998110353979394,0.0003399811035397939,2008-02-25T23:02:29.308000,1.0764027258850548,35.57292454348178,0.8706946508695235,1.042330136887298,2.3033043725836624,201,580.6032165285654,0.5806032165285655,0.0005806032165285654,2008-02-25T23:02:31.358000,1.6943344336631865,35.57292454348178,2.4587953151539654,1.7800407842096149,3.933471341326638,301,643.1911071535654,0.6431911071535654,0.0006431911071535654,2008-02-25T23:02:31.608000,2.2742121839535057,35.57292454348178,2.904235222033553,1.971925697586889,4.357491854956382,501
20080225230059_ML3.0,TW,HGVB,HHZ,82.76126861572266,3.0,3.0364761443766275,3.0364761443766275,0.0760540501276606,3.144931254925342,0.1084551105487143,0.0364761443766274,2008-02-25T23:02:13.389002,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:03.389002,2008-02-25T23:02:12.889002,9.5,951,951,-130.9017269704119,-64.36335653799941,361.7546322438494,175.14778139052171,220.57915616963064,0.22057915616963064,0.00022057915616963063,2008-02-25T23:02:14.988000,0.48854222471270486,4.577476128237327,0.42902174673924975,0.6097479797326933,1.2593888110852627,201,369.2401058766619,0.3692401058766619,0.0003692401058766619,2008-02-25T23:02:16.258000,0.690268664078594,4.577476128237327,0.8207932502663865,1.0206921293208673,2.1081631919354913,301,587.812157878615,0.5878121578786151,0.000587812157878615,2008-02-25T23:02:17.868000,1.426875257709663,4.577476128237327,2.144574697279591,1.6248918617367867,3.3560925134871566,501
20080225230059_ML3.0,TW,LCVB,HHZ,140.81626892089844,3.0,3.4450737272108696,3.4450737272108696,0.1038041975615528,3.29491751588142,-0.1501562113294494,0.4450737272108696,2008-02-25T23:02:22.799006,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:12.799006,2008-02-25T23:02:22.299006,9.5,951,951,21.009217474143462,35.57353026383056,355.43707391945594,224.39590444552735,234.61752202780966,0.23461752202780967,0.00023461752202780966,2008-02-25T23:02:23.098000,1.0400707223926473,5.963259896211647,1.0863056686501036,0.6600817394782383,1.0455517118618518,201,504.0792247983622,0.5040792247983622,0.0005040792247983622,2008-02-25T23:02:25.798000,1.745713998059402,5.963259896211647,2.5934716594943423,1.4181954044349054,2.246383355542608,301,853.1327526303935,0.8531327526303936,0.0008531327526303935,2008-02-25T23:02:27.068000,3.6129740548844174,6.23679573312609,4.90288805817807,2.4002356963576577,3.8019087502441185,501
20080225230059_ML3.0,TW,MCVB,HHZ,229.50970458984375,3.0,3.800442012026575,3.800442012026575,0.0364987743011053,3.8880782891299592,0.087636277103384,0.8004420120265752,2008-02-25T23:02:33.478999,Pn,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:23.478999,2008-02-25T23:02:32.978999,9.5,951,951,13.484642643250377,-60.50962039322194,401.5911019856559,172.42295912499324,425.53334869793787,0.42553334869793785,0.00042553334869793784,2008-02-25T23:02:35.478000,15.447684598274368,144.75715924730665,17.136550076301884,1.0596184691192116,2.467962218357819,201,437.82729401043787,0.43782729401043785,0.00043782729401043786,2008-02-25T23:02:35.748000,15.932681352795775,144.75715924730665,15.277671712944652,1.0902315610221769,2.5392633105957025,301,437.82729401043787,0.43782729401043785,0.00043782729401043786,2008-02-25T23:02:35.748000,7.836720986757247,144.75715924730665,3.409758182196666,1.0902315610221769,2.5392633105957025,501
20080225230059_ML3.0,TW,MTVB,HHZ,267.0560302734375,3.0,3.7970360948719977,3.7970360948719977,0.0633505266573437,4.023908885997965,0.2268727911259676,0.7970360948719977,2008-02-25T23:02:38.739009,Pn,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:28.739009,2008-02-25T23:02:38.239009,9.5,951,951,-77.69465569479608,19.373856044543153,260.1507408998742,166.29910689584176,649.2474511049523,0.6492474511049524,0.0006492474511049524,2008-02-25T23:02:40.738000,13.37298594128511,34.12838984725593,13.910964169665336,2.495658666429984,3.9040946354065267,201,688.9837792299523,0.6889837792299524,0.0006889837792299523,2008-02-25T23:02:41.098000,18.274034900069033,34.12838984725593,23.672218948502877,2.6484021411844667,4.143039563414397,301,688.9837792299523,0.6889837792299524,0.0006889837792299523,2008-02-25T23:02:41.098000,17.782925676658852,34.12838984725593,15.118184490007831,2.6484021411844667,4.143039563414397,501
20080225230059_ML3.0,TW,SPVB,HHZ,69.47908020019531,3.0,3.1386587373654575,3.1386587373654575,0.1473895310737706,3.232562613314567,0.0939038759491093,0.1386587373654575,2008-02-25T23:02:10.819003,Pg,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:00.819003,2008-02-25T23:02:10.319003,9.5,951,951,28.261938044403756,-5.314589489192617,334.74743085208064,154.72457215788677,309.8826237231744,0.3098826237231744,0.0003098826237231744,2008-02-25T23:02:12.397999,0.21429743468315393,22.0351333415967,0.20273101382234915,0.9257206931637555,2.002801619686875,201,317.27492718997127,0.31727492718997125,0.00031727492718997127,2008-02-25T23:02:13.617999,0.22302780556042104,22.0351333415967,0.22627197895147066,0.9478039200550872,2.050578797957263,301,459.92446332278377,0.45992446332278375,0.00045992446332278374,2008-02-25T23:02:13.997999,0.1753883811413739,22.0351333415967,0.15482002980681073,1.373944714533199,2.972536662460178,501
20080225230059_ML3.0,TW,TGVB,HHZ,162.5800018310547,3.0,3.3485913832718284,3.3485913832718284,0.0051297380712672,3.5125705399213505,0.1639791566495221,0.3485913832718283,2008-02-25T23:02:26.609004,Pn,header,HHZ,nm,nm/s,True,1.0,2008-02-25T23:02:16.609004,2008-02-25T23:02:26.109004,9.5,951,951,118.71701953093962,35.00587915716111,232.49896380584198,152.40284585743686,281.19178149383026,0.2811917814938303,0.00028119178149383023,2008-02-25T23:02:28.608000,3.8728977593915412,7.7091642413950865,4.703676799190207,1.209432407314517,1.8450559759026235,201,414.68616625945526,0.41468616625945526,0.00041468616625945525,2008-02-25T23:02:29.468000,6.705245047311878,9.580671716712615,9.580671716712615,1.783604363096243,2.720987025710581,301,442.7231840817209,0.4427231840817209,0.00044272318408172085,2008-02-25T23:02:30.098000,9.039703022673502,14.549064786909181,10.080939799367687,1.9041942245017291,2.90495352360979,501
20080514114559_ML4.7,IC,KMI,HHZ,163.22299194335938,4.699999809265137,5.300871852772689,5.300871852772689,0.0810878353388498,5.188618224228119,-0.1122536285445701,0.6008720435075521,2008-05-14T11:46:04.869004,Pn,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:45:54.869004,2008-05-14T11:46:04.369004,9.5,761,761,595.5610579241278,199.8856351944213,1610.446022153997,999.4476517641746,24139.50246417413,24.13950246417413,0.02413950246417413,2008-05-14T11:46:06.192500,1.224794660497368,10.371354306376904,1.2249876678086251,14.989327262199799,24.152843244530413,161,24139.50246417413,24.13950246417413,0.02413950246417413,2008-05-14T11:46:06.192500,1.0791604943278323,10.371354306376904,0.9694131886450045,14.989327262199799,24.152843244530413,241,24139.50246417413,24.13950246417413,0.02413950246417413,2008-05-14T11:46:06.192500,1.1207031637831237,10.371354306376904,1.258968593038087,14.989327262199799,24.152843244530413,401
20080514114559_ML4.7,TW,HGVB,HHZ,244.55178833007812,4.699999809265137,4.944552822956675,4.944552822956675,0.1788335749382744,4.975149073088301,0.0305962501316257,0.2445530136915383,2008-05-14T11:46:16.419000,Pn,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:46:06.419000,2008-05-14T11:46:15.919000,9.5,951,951,-76.97671377987892,-14.780353790158886,155.50256979794534,54.321533471216924,272.5611711773399,0.27256117117733986,0.0002725611711773399,2008-05-14T11:46:17.148000,3.8672070096059903,5.371130134630646,3.4643812617461185,1.7527759929080042,5.017552962155615,201,272.5611711773399,0.27256117117733986,0.0002725611711773399,2008-05-14T11:46:17.148000,3.0817722701099965,5.371130134630646,2.1041653316090447,1.7527759929080042,5.017552962155615,301,338.09744131894143,0.3380974413189414,0.00033809744131894145,2008-05-14T11:46:21.048000,0.7613892172744251,5.371130134630646,0.5296604449476416,2.1742241414933114,6.224003994623742,501
20080514114559_ML4.7,TW,SPVB,HHZ,181.6688995361328,4.699999809265137,4.81456706121563,4.81456706121563,0.2411044112533904,4.752218933506499,-0.0623481277091313,0.1145672519504934,2008-05-14T11:46:08.628999,Pn,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:45:58.628999,2008-05-14T11:46:08.128999,9.5,814,814,25.20639343108039,13.676611443738972,84.60487823640008,25.900511611802944,1922.7660186782946,1.9227660186782947,0.0019227660186782946,2008-05-14T11:46:10.508000,0.3478587415596453,3.7326075170745217,0.3345636886716067,22.72642025801121,74.23660379751279,201,4439.90737610017,4.43990737610017,0.00443990737610017,2008-05-14T11:46:11.608000,0.3702988561945247,3.7326075170745217,0.3841911234927332,52.47814864403364,171.4216090649302,301,5887.32797546233,5.88732797546233,0.005887327975462329,2008-05-14T11:46:12.858000,0.3551667982479425,3.7326075170745217,0.34213733952563025,69.58615269219061,227.30547039771432,501
20080514114559_ML4.7,TW,TGVB,HHZ,237.39028930664065,4.699999809265137,4.515283577331094,4.515283577331094,0.193263954612402,4.4690106666592255,-0.0462729106718686,-0.1847162319340425,2008-05-14T11:46:14.369004,Pn,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:46:04.369004,2008-05-14T11:46:13.869004,9.5,951,951,31.922098610890966,9.678037666168247,102.07953407953872,54.722348794302036,229.67387917231216,0.22967387917231216,0.00022967387917231214,2008-05-14T11:46:16.368000,2.3423164181361673,8.377202533157183,2.434802049607217,2.249950308289554,4.197076409048929,201,235.27507546137466,0.23527507546137466,0.00023527507546137466,2008-05-14T11:46:16.398000,2.3097270679288475,8.377202533157183,2.028545976207921,2.304821212037,4.299433058799418,301,2176.2775673608908,2.176277567360891,0.002176277567360891,2008-05-14T11:46:18.708000,0.47751617839825244,8.377202533157183,0.4540332575392073,21.319430843651485,39.76944731560016,501
20080514114959_ML3.5,TW,HGVB,HHZ,244.2035217285156,3.5,4.842269841037192,4.842269841037192,0.1557794797854859,4.835351715667636,-0.0069181253695553,1.3422698410371918,2008-05-14T11:50:11.859001,Pn,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:50:01.859001,2008-05-14T11:50:11.359001,9.5,951,951,11.825516947969152,2.2667631147885703,128.208413371309,60.900245126908764,136.78467679904338,0.13678467679904338,0.0001367846767990434,2008-05-14T11:50:13.188001,1.7042966437008915,6.607470092377453,1.5146466934810452,1.0668931406466777,2.246044765731248,201,146.22122072292927,0.14622122072292928,0.00014622122072292925,2008-05-14T11:50:14.318001,1.9157522763988877,6.607470092377453,1.9935483193214782,1.1404962972239017,2.400995602205244,301,427.30342222140666,0.42730342222140666,0.0004273034222214066,2008-05-14T11:50:16.568001,0.760374563431259,6.607470092377453,0.5622647585709338,3.3328812905895484,7.016448313647308,501
20080514114959_ML3.5,TW,SPVB,HHZ,180.4458923339844,3.5,4.590281210499697,4.590281210499697,0.190207805883225,4.601916794106218,0.0116355836065213,1.0902812104996968,2008-05-14T11:50:06.679000,Pg,header,HHZ,nm,nm/s,True,1.0,2008-05-14T11:49:56.679000,2008-05-14T11:50:06.179000,9.5,619,619,-11.768885726178357,-13.582961930633072,205.63429725722008,44.15974350371609,2676.9414931480533,2.6769414931480533,0.002676941493148053,2008-05-14T11:50:08.168001,0.3447982409955052,0.6724946716694195,0.3499633076566067,13.017971850287063,60.619498229711986,201,3086.2467392738217,3.0862467392738218,0.003086246739273822,2008-05-14T11:50:09.458001,0.35734977560687,0.6724946716694195,0.3660917367326658,15.00842408313509,69.88823970442922,301,3086.2467392738217,3.0862467392738218,0.003086246739273822,2008-05-14T11:50:09.458001,0.32294705399016976,0.6724946716694195,0.28818577685061714,15.00842408313509,69.88823970442922,501
20080514141559_ML3.7,IC,KMI,HHZ,166.8405303955078,3.700000047683716,4.426709449052396,4.426709449052396,0.0658734945669402,4.327464541931743,-0.0992449071206529,0.7267094013686801,2008-05-14T14:17:03.439004,Pg,header,HHZ,nm,nm/s,True,1.0,2008-05-14T14:16:53.439004,2008-05-14T14:17:02.939004,9.5,761,761,-19.205301094384136,63.71921727458766,1081.1180208209466,618.5775534497235,2169.505838203759,2.1695058382037593,0.002169505838203759,2008-05-14T14:17:04.791500,0.9108143761572568,1.6367416133867352,0.8471795875273692,2.00672433205428,3.5072495374342605,161,2169.505838203759,2.1695058382037593,0.002169505838203759,2008-05-14T14:17:04.791500,0.8528561344698901,1.6367416133867352,0.7334571208164129,2.00672433205428,3.5072495374342605,241,2169.505838203759,2.1695058382037593,0.002169505838203759,2008-05-14T14:17:04.791500,0.9264337570896273,1.6367416133867352,1.1900906751245692,2.00672433205428,3.5072495374342605,401
20080514141559_ML3.7,TW,HGVB,HHZ,251.82615661621097,3.700000047683716,4.102635773860129,4.102635773860129,0.2157340987461903,4.061660800931771,-0.0409749729283577,0.4026357261764133,2008-05-14T14:17:19.279000,Pg,header,HHZ,nm,nm/s,True,1.0,2008-05-14T14:17:09.279000,2008-05-14T14:17:18.779000,9.5,951,951,-19.113442707607046,-6.429140059541829,165.3279025072367,85.57296409687777,218.5419705396383,0.2185419705396383,0.0002185419705396383,2008-05-14T14:17:20.128000,3.5222673091348016,4.177974121234289,3.3249268426566347,1.321869855150871,2.553867016832856,201,218.5419705396383,0.2185419705396383,0.0002185419705396383,2008-05-14T14:17:20.128000,2.1871372313757065,4.177974121234289,1.4592910644911004,1.321869855150871,2.553867016832856,301,218.5419705396383,0.2185419705396383,0.0002185419705396383,2008-05-14T14:17:20.128000,1.4305988695123302,4.177974121234289,0.9520634485535792,1.321869855150871,2.553867016832856,501
