event,header_ML_mean,ML_ref_mean,ML_ref_median,ML_ref_std,n_station,distance_km_min,distance_km_max,distance_km_mean,Pd_3s_cm_mean,Pd_3s_cm_median,Pd_3s_cm_std,Pd_peak_t_rel_3s_sec_mean,Pd_peak_t_rel_3s_sec_median,Pd_peak_t_rel_3s_sec_std,Mpd_Wu_3s_mean,Mpd_Wu_3s_median,Mpd_Wu_3s_std,Mpd_Wu_3s_minus_header_ML_mean,Mpd_Wu_3s_minus_header_ML_median,Mpd_Wu_3s_minus_header_ML_std,header_ML_minus_Mpd_Wu_3s_mean,header_ML_minus_Mpd_Wu_3s_median,header_ML_minus_Mpd_Wu_3s_std,tau_c_3s_sec_mean,tau_c_3s_sec_median,tau_c_3s_sec_std,tau_p_max_3s_sec_mean,tau_p_max_3s_sec_median,tau_p_max_3s_sec_std,tau_p_end_3s_sec_mean,tau_p_end_3s_sec_median,tau_p_end_3s_sec_std,snr_absmax_3s_mean,snr_absmax_3s_median,snr_absmax_3s_std,snr_rms_3s_mean,snr_rms_3s_median,snr_rms_3s_std
20061111184559,3.799999952316284,4.526482944207451,4.556183896474575,0.1997888226521731,6,150.56674194335938,288.12274169921875,235.54532623291016,0.0016592888659468085,0.0002168243587981001,0.0035114548189476556,1.7220833333333332,1.6912500000000001,0.591765191327326,4.543929139997888,4.289911317458158,0.7631042885458209,0.7439291876816038,0.4899113651418734,0.7631042885458209,-0.7439291876816038,-0.4899113651418734,0.7631042885458209,3.976815726236623,3.5295821382110844,2.8492008838998215,8.901143711623734,8.163657201353711,4.54744575152603,3.29091185413759,3.4486382893044185,1.993206046887265,5.751159656879089,1.334166029943074,10.927619167313292,10.020589635450788,2.608860072896104,17.87863319795337
20061123174859_ML3.0,3.0,3.096537072002199,3.068248792699924,0.14831805333454787,6,110.01609802246094,268.870849609375,194.33307393391928,0.00010138778472816562,9.411881955017479e-05,5.248814114829892e-05,0.8866666666666667,0.44500000000000006,1.0954025135385925,3.4726021486732663,3.416151383133658,0.3638812589147082,0.4726021486732665,0.41615138313365785,0.36388125891470835,-0.4726021486732665,-0.41615138313365785,0.36388125891470835,2.2877742507676166,2.463986067432544,1.1543328405449937,62.55593176341148,6.28540146733317,137.64968138470869,2.1779848983225616,1.9674122905175138,1.422177087256999,0.7399640242266637,0.7222372314617829,0.36395043866503524,1.4428972855620827,1.3193837516896072,0.7841655341107693
20061123175055,3.0,3.096537072002199,3.068248792699924,0.14831805333454787,6,110.01609802246094,268.870849609375,194.33307393391928,0.00010138778472816562,9.411881955017479e-05,5.248814114829892e-05,0.8866666666666667,0.44500000000000006,1.0954025135385925,3.4726021486732663,3.416151383133658,0.3638812589147082,0.4726021486732665,0.41615138313365785,0.36388125891470835,-0.4726021486732665,-0.41615138313365785,0.36388125891470835,2.2877742507676166,2.463986067432544,1.1543328405449937,62.55593176341148,6.28540146733317,137.64968138470869,2.1779848983225616,1.9674122905175138,1.422177087256999,0.7399640242266637,0.7222372314617829,0.36395043866503524,1.4428972855620827,1.3193837516896072,0.7841655341107693
20061124120359_ML3.5,3.5,4.260843036284927,4.19990787959186,0.2720542236093674,15,84.1434097290039,293.8222961425781,202.85687001546225,0.0005075568246157927,0.0003131958084221457,0.0005581244136721758,1.5025000000000002,1.71,0.9707678293863208,4.249830704455304,4.031341524527504,0.5038313111985899,0.7498307044553042,0.5313415245275044,0.50383131119859,-0.7498307044553042,-0.5313415245275044,0.50383131119859,0.955816610427168,0.8578754730271391,0.6363041206878864,6.621825557944019,1.7979712129524363,11.558227773236833,0.8642209817715821,0.7404783938097467,0.5653001977606816,3.891921377469711,2.1188184055971546,3.7120804158099663,8.121236942484492,5.3632983986319775,7.211481120044843
20070401185859_ML3.0,3.0,3.4240804104354794,3.3446053022824893,0.23189711039662303,6,150.52615356445312,275.3470764160156,217.01627095540366,0.00015316467341701617,0.000117981088118022,0.000113006280411778,1.485,1.26,0.6895143218237023,3.803704920267722,3.90366453863144,0.2775423500430108,0.8037049202677222,0.9036645386314399,0.27754235004301064,-0.8037049202677222,-0.9036645386314399,0.27754235004301064,2.1198191234438806,2.3061908616969244,1.3523017064805585,24.830520765998532,9.13609330892978,36.20667539330131,1.7838513813305206,1.843818952570314,1.1368235018711157,1.2931654299922621,0.9385172991899009,0.8372120156653209,2.6177616660276404,2.003576686751131,1.5991580706938984
20070502033029_ML-nan,4.400000095367432,5.030330101851906,4.927978441702059,0.28137217915378276,9,100.422607421875,296.19793701171875,185.51904296875,0.0030070763383051634,0.0031711786180959973,0.001921479374167623,2.138888888888889,2.43,0.4237465175209245,5.340503046740745,5.379836473934681,0.4092713483281018,0.9405029513733124,0.9798363785672493,0.40927134832810214,-0.9405029513733124,-0.9798363785672493,0.40927134832810214,0.9505532179086451,0.9109471902091809,0.359672025720826,22.15157290490709,3.3556991480485614,37.375528145419345,0.9775324110248472,0.9096223023508391,0.4164218628285473,33.15840101378587,19.99250997452107,35.715530204833556,71.18977965102121,48.76572900531497,68.193701185805
20070502035959_ML3.5,3.5,4.13171270548984,4.142851956525362,0.2422870782516366,12,70.56570434570312,299.77008056640625,189.60821978251138,0.0004892643259626141,0.000274597498952901,0.0004174828403627975,2.205,2.465,0.6338267615337518,4.156204746756182,4.156354737034361,0.35215352171335007,0.6562047467561823,0.6563547370343614,0.3521535217133499,-0.6562047467561823,-0.6563547370343614,0.3521535217133499,0.8109294532572736,0.7530904188956802,0.32809688919252045,4.086700530017166,2.524036490202186,3.8821366939103337,0.7856057255892606,0.707131127001589,0.35716791302900774,4.401775790052997,3.1928607344686837,4.027255652514419,10.093161238494405,7.673146135363119,9.851122029207604
20070502182759_ML3.1,3.0999999046325684,3.4750972498504877,3.45978743736594,0.23103859855214887,10,71.9040298461914,294.73406982421875,170.46651763916014,0.0001720943019666045,0.0001399725897411204,0.00012449694384763062,2.31,2.59,0.7354212700516926,3.596380461112358,3.619615334436011,0.1415400014604157,0.49638055647978935,0.5196154298034428,0.1415400014604158,-0.49638055647978935,-0.5196154298034428,0.1415400014604158,0.74193139043864,0.4924220550671815,0.513809632704054,5.670079502073281,5.332001842181574,4.040337624391128,0.6645747299966659,0.5169641039788503,0.4136560673513686,2.186818951901505,1.682008722959468,1.4299350137785092,4.574027169809019,3.497950597575235,2.9809833516503144
20070531154359_ML3.3,3.299999952316284,3.312831729141148,3.2853456895010975,0.19343816424742732,8,78.32970428466797,280.6042175292969,175.43852138519287,0.00013796652371366063,0.00012750545108059186,9.197154927183852e-05,2.155,2.085,0.7079144419651696,3.4594601242868293,3.6019784891362647,0.3510657764269416,0.15946017197054502,0.30197853681998077,0.3510657764269416,-0.15946017197054502,-0.30197853681998077,0.3510657764269416,1.016619455929115,0.7357996970717597,0.8615949872069054,3.4870297087022033,2.06576045713015,3.201434691357397,1.1691901671907647,0.6034393658500229,1.1283934367012405,2.4469524663502096,1.5162283521459248,2.303245478777824,4.606288776489517,3.0534199820235552,4.047608779297087
20070607052959_ML3.3,3.299999952316284,3.4945793381100767,3.4424739689605763,0.23340348250504742,9,49.49027633666992,297.4626159667969,158.61808988783093,0.0002164387897165504,0.00010596559425560275,0.00021157810144730422,1.6366666666666667,2.19,1.076615065842941,3.5385137187467364,3.644842749554151,0.30034446317378016,0.238513766430452,0.3448427972378667,0.30034446317378016,-0.238513766430452,-0.3448427972378667,0.30034446317378016,0.6272556226070386,0.5282050131764272,0.47432842572832273,23.606088282376056,11.891786591590453,27.8061276366662,0.5895781329226047,0.4501999143164442,0.5693431222402717,2.3399888527903503,1.1800320817885523,2.798534487863729,5.364485991159678,2.6755258373253117,6.4562653789938045
20070609121639_ML4.1,4.099999904632568,4.870752037114841,4.878832972089014,0.15991283356595343,7,179.37742614746094,290.2500915527344,242.41556658063615,0.0003851679007625659,0.00025262229728610164,0.0004197776033135854,1.9142857142857144,2.43,1.1689005823544496,4.362527349770546,4.291252152695766,0.34869948615334234,0.26252744513797766,0.19125224806319796,0.34869948615334234,-0.26252744513797766,-0.19125224806319796,0.34869948615334234,0.9019645111425353,0.7015505363293265,0.45090105276032233,7.186656683033479,2.696356802624025,7.989283963125295,0.7664021739978083,0.6773323433496937,0.3914794627642617,2.7628703038245277,1.9043575823678673,2.6279052887049623,6.102171003820041,4.378392276745451,5.390117880593158
20070721084559_ML3.0,3.0,3.352118365071446,3.429407418423594,0.2719660873572718,11,18.786535263061523,264.0710144042969,136.25215235623446,0.0005156100908096747,0.00018683939022399342,0.0009975678862608648,1.4672727272727273,1.93,1.1954002752977004,3.6261628173150497,3.7971931920032533,0.34460721484165957,0.6261628173150494,0.7971931920032533,0.3446072148416596,-0.6261628173150494,-0.7971931920032533,0.3446072148416596,0.8295530896441604,0.28438984178359517,1.082524036315616,3.6830119750034926,1.679128073949984,4.16824500407141,0.8210925076031231,0.3022398288623943,1.1391329508492656,6.7502345950837075,2.203070373144448,11.79343005242432,14.294556845920221,4.311394028153925,24.69764403665379
20070906185059_ML4.2,4.171428390911648,4.798350854637539,4.876228090593944,0.31277223695029993,14,77.45543670654297,299.2337341308594,232.58062362670898,0.0006188392704116407,0.0003336554272611135,0.0006082490062971742,2.3207142857142857,2.675,0.8444521600123067,4.520348920220176,4.513526035928118,0.3091368721712047,0.34892052930852874,0.3636163076991763,0.29284054839131085,-0.34892052930852874,-0.3636163076991763,0.29284054839131085,2.3441699021991,1.2136060588113526,2.3005914523607163,46.08231049449859,12.026864412148447,115.91639780787807,2.320390753612222,1.2042148122061163,2.2319068619979685,2.269414972618972,2.0601821397131763,1.592732695647192,4.080345354142725,3.9602119149968456,2.396758689502912
20070906185146,4.199999809265137,4.851762333349295,4.884917108324473,0.2504224890229712,13,77.45543670654297,299.2337341308594,230.56971916785608,0.000652174117090718,0.0003408656770555799,0.0006196321834384288,2.3415384615384616,2.75,0.8751842296896327,4.546897157474432,4.552010541064933,0.3046962496387774,0.3468973482092959,0.3520107317997967,0.30469624963877756,-0.3468973482092959,-0.3520107317997967,0.30469624963877756,2.4628636747118198,1.2589033498394377,2.3494914144965615,49.51162047777849,13.507176494136674,119.90815800117818,2.442593276193751,1.2843531917170312,2.273771060753377,2.2433959320670898,2.0023189306019717,1.6546690115000005,3.9405012419633882,3.9539120147343625,2.4344509720666827
20080110223559_ML2.3,2.8714284896850586,3.0941342099907128,3.472370023977282,0.715696816429649,7,43.69486999511719,260.5063781738281,140.21710532052177,0.00014388103448125206,0.00012130192906771806,8.568521763516269e-05,1.4657142857142857,1.12,1.1977876431551788,3.2934223805857075,3.0333767457498992,0.7742640412713001,0.4219938909006488,0.3755617956940216,0.5627797255736608,-0.4219938909006488,-0.3755617956940216,0.5627797255736608,0.8553258753889345,0.7445689146834048,0.6217474993240039,13.629073414814831,9.819601027449531,11.067515858820755,1.0107076632758412,0.5658782092211773,1.1582877060923495,4.483914354370962,1.54938058282042,6.178060051402092,7.302580786951298,4.072201508198639,8.623103295680707
20080210024059_ML3.1,3.0999999046325684,3.520595492541293,3.4917785526285563,0.15445904873495445,6,52.030479431152344,253.7853851318359,165.42032750447592,0.00030400400010263635,0.00025453444070924747,0.00013016862812321363,1.745,1.81,1.088774540481178,3.953570665751927,4.056729502659863,0.27279130491082965,0.8535707611193581,0.956729598027295,0.27279130491082965,-0.8535707611193581,-0.956729598027295,0.27279130491082965,1.151328844272672,1.1837841760262773,0.8821800177717785,5.343520159856442,4.69034070259363,3.1312394550806593,0.934131502909631,1.1869762109363655,0.5495485843361445,1.7882815512287635,1.5004008404674345,1.034322371758202,3.878717855698906,3.718437478611875,1.6503174974972314
20080225230059_ML3.0,3.0,3.497337454585166,3.6013868565193285,0.2756050375760636,9,69.47908020019531,267.0560302734375,169.84070926242404,0.00028900529794528623,0.00024843059882082176,0.00013589856177868232,1.4977777777777779,1.6,1.1083859636626787,3.9632741918309446,3.9692655678664837,0.3777006535508159,0.9632741918309442,0.9692655678664837,0.37770065355081617,-0.9632741918309442,-0.9692655678664837,0.37770065355081617,4.177934246472802,2.8389691021102617,4.491552918670933,31.457023575572155,19.47474081870113,35.782210230286864,4.072462021664759,2.7215464091323276,4.161503535684146,1.2546860039138577,0.9997828886095104,0.7757594998571383,2.3232435682804056,1.7996273808480265,1.4298951878149282
