event,header_ML_mean,ML_ref_mean,ML_ref_median,ML_ref_std,n_station,distance_km_min,distance_km_max,distance_km_mean,Pd_3s_cm_mean,Pd_3s_cm_median,Pd_3s_cm_std,Pd_peak_t_rel_3s_sec_mean,Pd_peak_t_rel_3s_sec_median,Pd_peak_t_rel_3s_sec_std,Mpd_Wu_3s_mean,Mpd_Wu_3s_median,Mpd_Wu_3s_std,Mpd_Wu_3s_minus_header_ML_mean,Mpd_Wu_3s_minus_header_ML_median,Mpd_Wu_3s_minus_header_ML_std,header_ML_minus_Mpd_Wu_3s_mean,header_ML_minus_Mpd_Wu_3s_median,header_ML_minus_Mpd_Wu_3s_std,tau_c_3s_sec_mean,tau_c_3s_sec_median,tau_c_3s_sec_std,tau_p_max_3s_sec_mean,tau_p_max_3s_sec_median,tau_p_max_3s_sec_std,tau_p_end_3s_sec_mean,tau_p_end_3s_sec_median,tau_p_end_3s_sec_std,snr_absmax_3s_mean,snr_absmax_3s_median,snr_absmax_3s_std,snr_rms_3s_mean,snr_rms_3s_median,snr_rms_3s_std
20130726022311_M3.1,3.0999999046325684,3.4028892358568883,3.4028892358568883,,1,135.2460174560547,135.2460174560547,135.2460174560547,0.00028798686406517505,0.00028798686406517505,,0.73,0.73,,3.9067073486589283,3.9067073486589283,,0.80670744402636,0.80670744402636,,-0.80670744402636,-0.80670744402636,,0.4138999572196581,0.4138999572196581,,2.6558450378104657,2.6558450378104657,,0.43258418332698406,0.43258418332698406,,3.7802946387793104,3.7802946387793104,,8.309292529993105,8.309292529993105,
20140111055607_M3.0,3.0,3.2714613049157206,3.2714613049157206,0.9970458183288052,2,83.04708099365234,157.49668884277344,120.27188491821289,0.00017466112002528138,0.00017466112002528138,0.0001493291029956953,1.775,1.775,1.1525840533340723,3.3364011423365647,3.3364011423365647,0.9597586181447977,0.3364011423365647,0.3364011423365647,0.9597586181447977,-0.3364011423365647,-0.3364011423365647,0.9597586181447977,0.34993409517626867,0.34993409517626867,0.07664863999051659,116.39955804124331,116.39955804124331,160.7817680086076,0.37349473081306334,0.37349473081306334,0.08729220279645215,2.1886129260863556,2.1886129260863556,0.7453002376417324,4.9882993436438285,4.9882993436438285,1.1590011497031856
20140209113658_M3.1,3.0999999046325684,3.1487092547817888,3.138972367393091,0.2823262349668246,3,24.588212966918945,69.74089050292969,53.32866223653158,0.0007379389589583632,0.00023406651390794209,0.000977385796929782,0.9866666666666667,0.75,0.6577486855428396,3.212353858020142,3.1923028971808427,0.4026567046611321,0.11235395338757348,0.09230299254827434,0.4026567046611321,-0.11235395338757348,-0.09230299254827434,0.4026567046611321,0.29766136050464165,0.2579365400769021,0.08596907787936454,3.022317693301874,3.542867578457908,2.158081103385962,0.27346758948190214,0.2557720569426197,0.08065193564327101,8.809151376963792,1.1317814917015303,13.673682655742523,16.598375980563052,1.980728832338709,25.853237312786433
20140307080021_M3.1,3.0999999046325684,3.0904519776467123,3.1524488818083585,0.5735580435821679,3,21.55245018005371,161.338134765625,93.66369819641113,0.0005399668728355533,0.00020420325911064898,0.0006845466152450269,2.1633333333333336,2.8000000000000003,1.1201041618230572,3.3666771875549757,3.314684715862633,0.45582069350960264,0.2666772829224076,0.21468481123006455,0.4558206935096027,-0.2666772829224076,-0.21468481123006455,0.4558206935096027,0.3063639917372477,0.34532092029339956,0.14182140629704262,0.613537371319034,0.4408686617959239,0.45554023755390005,0.3216281427996038,0.382727901117154,0.15102136691618667,1.6262504883758038,1.7176031384506827,0.7948143642960414,9.817176042044434,3.1430836711686667,12.687719508834718
20140331030840_M3.2,3.200000047683716,3.644774462433296,3.644774462433296,0.07939142192333436,2,97.7101593017578,140.24667358398438,118.9784164428711,0.0001329582804337083,0.0001329582804337083,4.6459429636409e-05,2.435,2.435,0.4737615433949868,3.3096877534111746,3.3096877534111746,0.42143204904483017,0.10968770572745856,0.10968770572745856,0.42143204904483,-0.10968770572745856,-0.10968770572745856,0.42143204904483,0.3886348976803393,0.3886348976803393,0.11687763326505084,4.202018429971357,4.202018429971357,5.008254981205698,0.39267221889142456,0.39267221889142456,0.07602826314935066,9.172547156140368,9.172547156140368,3.2685239191651303,22.187064975209243,22.187064975209243,8.305928995881487
20140520060702_M3.1,3.0999999046325684,3.1416323185393216,3.1416323185393216,0.5006715018463402,2,105.23475646972656,155.24722290039062,130.2409896850586,0.0003137869900009169,0.0003137869900009169,0.0003480660960624247,1.925,1.925,1.5061374439273463,3.6272690102996945,3.6272690102996945,0.6648550842597889,0.5272691056671261,0.5272691056671261,0.6648550842597889,-0.5272691056671261,-0.5272691056671261,0.6648550842597889,0.3768517442795157,0.3768517442795157,0.14577284331660612,45.85007281623226,45.85007281623226,63.93522646534771,0.4103777884761859,0.4103777884761859,0.18538060199038325,5.2906255752805285,5.2906255752805285,3.965876419284958,14.573954505174274,14.573954505174274,14.3972321137923
20140606211426_M3.1,3.0999999046325684,3.2538784609806917,3.3460726995862604,0.37001620718290174,6,74.0376205444336,253.5296173095703,175.43069966634116,0.00011658087236412545,9.932203384853088e-05,9.15081518528319e-05,0.8483333333333333,0.635,1.0281326114206604,3.3800526649913447,3.4437817964910518,0.4724021038525719,0.28005276035877613,0.3437818918584834,0.4724021038525718,-0.28005276035877613,-0.3437818918584834,0.4724021038525718,1.0639020930849945,0.5727961211961039,1.106569782408286,7.68402418826177,4.151789648735794,12.00134783073857,0.7188748044260079,0.39599900355654605,0.5492503675300132,1.9972167185159366,1.3997797951736501,1.6884616240126789,3.9173171710798695,3.270729309126923,2.8106998094637303
20140719144216_M3.2,3.200000047683716,3.856224198757836,3.977138486313635,0.5718430532730719,3,30.264801025390625,163.02752685546875,98.52667744954427,0.001925297000954755,0.0015832472888246743,0.000604307167251253,2.1366666666666667,2.5,0.673077509157254,4.586660274703536,4.687923244045178,0.8434131563984109,1.3866602270198198,1.4879231963614625,0.8434131563984109,-1.3866602270198198,-1.4879231963614625,0.8434131563984109,1.7634008008480357,1.6916531123135992,1.4643686949349268,31.17678265461574,9.233774033992692,45.774312867131115,2.162078894798342,2.6055441570607525,1.676377397506841,2.0081636993251983,1.3926399174108341,1.9380503506063742,5.4274553494762925,4.4641995249163475,3.1510894344013085
20140722111139_M3.4,3.4000000953674316,3.3693934031060455,3.3693934031060455,0.2380332290810092,2,59.156471252441406,100.28443145751952,79.72045135498047,0.0004687399823690412,0.0004687399823690412,0.0002646873887005205,2.595,2.595,0.26162950903902266,3.6846443340292914,3.6846443340292914,0.0508018570799257,0.2846442386618597,0.2846442386618597,0.0508018570799257,-0.2846442386618597,-0.2846442386618597,0.0508018570799257,0.7979697165107342,0.7979697165107342,0.8854665080921131,6.597453318906705,6.597453318906705,5.961771688374586,0.720403858244894,0.720403858244894,0.7682326916062354,3.092421409794924,3.092421409794924,1.7343479993430606,7.2568098044834,7.2568098044834,3.842888280829446
20140810214133_M3.0,3.0,3.4833165370223074,3.404520343978672,0.3599775841296843,3,26.870777130126953,159.21177673339844,96.4840482076009,0.0013013211788109498,0.00028875863099567733,0.001896287653008062,2.6566666666666667,2.72,0.1833939293797189,3.769324826893603,4.041712730288976,0.4968142192180259,0.7693248268936026,1.0417127302889764,0.4968142192180259,-0.7693248268936026,-1.0417127302889764,0.4968142192180259,0.3975739672711806,0.42873807185313617,0.14102627857217553,85.03315904627819,0.8059285271516952,146.02134043729413,0.3858871964550918,0.3872856129781315,0.14608354509202182,8.378551897658179,1.5876736011942694,12.412344731698779,24.181221618034925,3.481918556387735,37.71480049112028
20141118184219_M3.4,3.4000000953674316,4.030257613612186,4.030257613612186,0.006486353299225306,2,144.9298553466797,199.96664428710935,172.44824981689453,0.00017816279305518892,0.00017816279305518892,0.00014922962718573037,2.1550000000000002,2.1550000000000002,0.1767766952966369,3.68034225848487,3.68034225848487,0.38743047195779634,0.2803421631174383,0.2803421631174383,0.38743047195779634,-0.2803421631174383,-0.2803421631174383,0.38743047195779634,0.6039468870700367,0.6039468870700367,0.16208076625683818,6.97109204429443,6.97109204429443,6.1317024069482775,0.562599708389691,0.562599708389691,0.10260522923966144,1.6560280026877794,1.6560280026877794,0.46758799261468303,4.0203346100381925,4.0203346100381925,2.2315735491144295
20150703103146_M3.6,3.5999999046325684,3.913794530837187,3.913794530837187,0.15415683856865742,2,169.65298461914062,197.04360961914065,183.34829711914062,0.00011036706729724278,0.00011036706729724278,2.4019439817198396e-05,2.25,2.25,1.0606601717798212,3.5750604319549435,3.5750604319549435,0.044072373238415764,-0.024939472677624863,-0.024939472677624863,0.044072373238415764,0.024939472677624863,0.024939472677624863,0.044072373238415764,0.5058316478011484,0.5058316478011484,0.0169141485521829,3.2810801014535436,3.2810801014535436,1.4104755533747304,0.43788023728691916,0.43788023728691916,0.06428036029004855,5.602559994537665,5.602559994537665,5.971903913257585,13.045161810939211,13.045161810939211,12.05160140213882
20150727191845_M3.3,3.299999952316284,3.515023311131536,3.515023311131536,,1,189.36767578125,189.36767578125,189.36767578125,5.371184606521611e-05,5.371184606521611e-05,,3.0,3.0,,3.182092992048176,3.182092992048176,,-0.11790696026810821,-0.11790696026810821,,0.11790696026810821,0.11790696026810821,,0.6276976239518766,0.6276976239518766,,3.757081605779157,3.757081605779157,,0.5555619061134478,0.5555619061134478,,5.4538424794417475,5.4538424794417475,,11.297707349145806,11.297707349145806,
20150813155739_M3.3,3.299999952316284,3.652081400679099,3.652081400679099,0.0760172714326379,2,152.93516540527344,225.16098022460935,189.0480728149414,9.082799899196172e-05,9.082799899196172e-05,3.493111211017416e-06,1.5150000000000001,1.5150000000000001,0.6151828996322964,3.4780849858086946,3.4780849858086946,0.20076550793170564,0.17808503349241045,0.17808503349241045,0.20076550793170564,-0.17808503349241045,-0.17808503349241045,0.20076550793170564,0.7633434001822232,0.7633434001822232,0.23504358905247663,1.6194064926325376,1.6194064926325376,0.005727220768751959,0.7086665389719216,0.7086665389719216,0.18771403436060033,2.0116474067726795,2.0116474067726795,0.1595781315782544,5.2257384980499,5.2257384980499,1.6534143995011832
20150919102101_M3.1,3.0999999046325684,3.47310822191211,3.47310822191211,0.10291614556577922,2,56.17161560058594,176.93670654296875,116.55416107177734,0.0001570432107235303,0.0001570432107235303,0.00010032072592215931,1.6350000000000002,1.6350000000000002,0.8838834764831844,3.228294394842805,3.228294394842805,1.073423441053795,0.12829449021023676,0.12829449021023676,1.073423441053795,-0.12829449021023676,-0.12829449021023676,1.073423441053795,0.44779322929959414,0.44779322929959414,0.3564737460945425,2.3253839742786266,2.3253839742786266,2.6456705722915212,0.38080475635689137,0.38080475635689137,0.226759188858186,12.753596760435867,12.753596760435867,10.93337793070158,22.352532875960367,22.352532875960367,15.161606070541643
20150924013925_M3.0,3.0999999046325684,3.0133625365252232,3.0133625365252232,,1,62.90781021118164,62.90781021118164,62.90781021118164,0.00026996178892287363,0.00026996178892287363,,1.86,1.86,,3.242276151002881,3.242276151002881,,0.14227624637031244,0.14227624637031244,,-0.14227624637031244,-0.14227624637031244,,0.13547508881091275,0.13547508881091275,,2.903896916548549,2.903896916548549,,0.13211292681467404,0.13211292681467404,,3.413959971013369,3.413959971013369,,7.102109296241118,7.102109296241118,
20151214080448_M3.2,3.200000047683716,4.163063154570304,4.163063154570304,,1,151.59075927734375,151.59075927734375,151.59075927734375,0.00028987268343909107,0.00028987268343909107,,2.59,2.59,,4.00389294311842,4.00389294311842,,0.8038928954347044,0.8038928954347044,,-0.8038928954347044,-0.8038928954347044,,0.891871618636622,0.891871618636622,,1.284102457065133,1.284102457065133,,0.887363623401544,0.887363623401544,,32.66593791828475,32.66593791828475,,132.15682569249168,132.15682569249168,
20151228062903_M3.4,3.4000000953674316,3.83855334475859,3.83855334475859,0.07713021652153618,2,24.737552642822266,47.5050163269043,36.12128448486328,0.001504705470051439,0.001504705470051439,0.0012693888293356145,1.7,1.7,0.33941125496954283,3.6378461995447116,3.6378461995447116,0.20178593876667775,0.23784610417727992,0.23784610417727992,0.20178593876667775,-0.23784610417727992,-0.23784610417727992,0.20178593876667775,0.32332566883247466,0.32332566883247466,0.18154305677351862,0.43654006133362055,0.43654006133362055,0.1161170509966252,0.3188596359050879,0.3188596359050879,0.19036975438372325,49.13327048649019,49.13327048649019,62.74758073782036,113.36005598910523,113.36005598910523,147.3896260938669
20160213172935_M3.0,3.0,3.7641303481855224,3.7641303481855224,,1,219.89048767089844,219.89048767089844,219.89048767089844,3.8443235952972334e-05,3.8443235952972334e-05,,2.45,2.45,,3.1051628650380243,3.1051628650380243,,0.1051628650380243,0.1051628650380243,,-0.1051628650380243,-0.1051628650380243,,0.648549526177396,0.648549526177396,,2.0736784053723074,2.0736784053723074,,0.6553877668826428,0.6553877668826428,,2.15711349624564,2.15711349624564,,5.276691863851304,5.276691863851304,
20160803063422_M3.3,3.299999952316284,3.1730968235026937,3.1730968235026937,0.06176447755515257,2,53.53642272949219,80.93386840820312,67.23514556884766,0.0004483629015960697,0.0004483629015960697,0.00021884253859725484,1.365,1.365,1.4071424945612296,3.543653725495544,3.543653725495544,0.5420358711230265,0.24365377317925985,0.24365377317925985,0.5420358711230265,-0.24365377317925985,-0.24365377317925985,0.5420358711230265,0.2052186216498607,0.2052186216498607,0.061949778435422494,1.8142762343110974,1.8142762343110974,2.122646379213471,0.23213967326098894,0.23213967326098894,0.09468076495341649,6.183892547900179,6.183892547900179,3.082762682255022,13.783902945116633,13.783902945116633,7.857178733959445
20160826152318_M3.0,3.0,2.8442141845826723,2.922491204611775,0.24076226388623828,3,77.03630828857422,212.70236206054688,126.3998540242513,8.636634996711359e-05,7.438560020483558e-05,2.4656560859302566e-05,1.2666666666666666,1.21,1.205998894416298,3.031968437622272,2.898433252570905,0.3553439886720061,0.03196843762227249,-0.1015667474290951,0.35534398867200623,-0.03196843762227249,0.1015667474290951,0.35534398867200623,0.41899254200589614,0.4569025294027652,0.16540118252937008,3.2043198364044763,2.656272953713323,1.1677425812697393,0.3470455849473018,0.37823792052554406,0.10608097782702654,0.9532189375906513,0.9555452623690592,0.39543353042681206,2.015220847670274,1.732530736977772,0.7078778172665752
20161021130441_M3.2,3.200000047683716,3.4453589440556773,3.3441605006256023,0.28199879350865487,3,127.84062957763672,181.38735961914065,162.94497426350912,0.0006220845089698953,0.00017451337890228983,0.0007900545352340466,1.1500000000000001,0.68,1.3670040234030036,4.161451556401132,3.8404375792408185,0.6027291423612935,0.9614515087174164,0.6404375315571027,0.6027291423612934,-0.9614515087174164,-0.6404375315571027,0.6027291423612934,3.7327094018741818,2.4179470614035665,2.583594003048751,20.917037873501545,10.650064945931405,21.3667586436861,3.053473707725288,2.954558543866175,1.3480662918594855,1.0229062475361974,1.0627447170611408,0.3325515916318389,1.989579368225247,2.060665321180229,0.4171189698063191
20161028232611_M3.1,3.0999999046325684,3.1894709352693047,3.1894709352693047,,1,175.07260131835938,175.07260131835938,175.07260131835938,8.525856047396452e-05,8.525856047396452e-05,,0.25,0.25,,3.393021633930995,3.393021633930995,,0.2930217292984265,0.2930217292984265,,-0.2930217292984265,-0.2930217292984265,,1.1199247483236263,1.1199247483236263,,34.932915783266594,34.932915783266594,,1.2542450235182023,1.2542450235182023,,1.0067227643134238,1.0067227643134238,,1.979983600327557,1.979983600327557,
20161121221500_M3.1,3.0,4.129039074781377,4.129039074781377,0.00017546176408219082,2,105.4611587524414,124.33051300048828,114.89583587646484,0.0021147591151476643,0.0021147591151476643,0.0018501914935770555,0.25,0.25,0.3535533905932738,4.814094639737271,4.814094639737271,0.7038178770526263,1.814094639737271,1.814094639737271,0.7038178770526263,-1.814094639737271,-1.814094639737271,0.7038178770526263,7.5329567480095525,7.5329567480095525,6.611189700116472,56.2338251178649,56.2338251178649,71.62299728953116,6.057043806833072,6.057043806833072,4.98032516621407,0.6886194176638937,0.6886194176638937,0.6536990611017898,1.5948133168462486,1.5948133168462486,1.7255985643794376
20161216010941_M3.1,3.0999999046325684,2.8326621837175336,2.8326621837175336,0.02446267492091548,2,58.75263977050781,99.44541931152344,79.09902954101562,0.00017053889079064803,0.00017053889079064803,0.0001431127249374429,1.0899999999999999,1.0899999999999999,0.16970562748477147,2.998878932472275,2.998878932472275,0.27069876943337395,-0.10112097216029325,-0.10112097216029325,0.2706987694333738,0.10112097216029325,0.10112097216029325,0.2706987694333738,0.6602419857792768,0.6602419857792768,0.447131171935597,1.1094558644199672,1.1094558644199672,0.7824735572311045,0.5944259847766118,0.5944259847766118,0.3144349947140104,0.393573741189744,0.393573741189744,0.3247906500820496,0.7340155394129934,0.7340155394129934,0.5864856485698873
20170113224953_M3.0,3.0,3.2619188281089753,3.487359454742874,0.6594721901491374,3,74.37507629394531,110.51898193359376,96.63253529866536,0.000589304000654499,0.0006778464865755197,0.0005087453958200584,0.25666666666666665,0.31,0.23459184413217213,3.664291600696267,3.927378919796442,1.00413020964964,0.6642916006962672,0.9273789197964422,1.0041302096496403,-0.6642916006962672,-0.9273789197964422,1.0041302096496403,2.21902559722041,1.7154026745818112,1.0704435134504218,26.75769362632191,26.098752827703933,13.799981055303233,1.732297592149064,1.4246207617320719,0.9401650175414481,1.0491077912494138,0.9305209527034103,0.22184955109238844,2.949973162921895,2.6009048406564803,1.1774508020316574
20170425170301_M3.0,3.0,4.27102815926011,4.27102815926011,,1,199.1945343017578,199.1945343017578,199.1945343017578,0.0012776072833558547,0.0012776072833558547,,1.96,1.96,,5.110410183973686,5.110410183973686,,2.110410183973686,2.110410183973686,,-2.110410183973686,-2.110410183973686,,13.744381699454278,13.744381699454278,,227.62525421869293,227.62525421869293,,11.307531782299954,11.307531782299954,,1.3062813535869264,1.3062813535869264,,2.1729607043055448,2.1729607043055448,
20170516080549_M3.0,3.0,3.3042162246720355,3.2128090142209733,0.30101109630002787,3,24.25331115722656,102.851806640625,56.39877573649088,0.0013008563113769253,0.0010050690599340806,0.0012544669049363163,0.3333333333333333,0.37,0.20744477176668813,3.683177872287603,3.696362998986082,0.15262435362228188,0.6831778722876033,0.696362998986082,0.15262435362228186,-0.6831778722876033,-0.696362998986082,0.15262435362228186,0.2332985572530647,0.22565145197434172,0.08686616846886853,2.6648287079677417,1.7151953843827308,2.7960210835556447,0.23671238496192068,0.20691214934229527,0.06009020967762278,6.510148526923125,6.1377010330758255,4.445255576000239,14.89665593130819,13.365532109467027,11.862249561867989
20170519052826_M3.3,3.299999952316284,3.6107647743673437,3.5239038541453636,0.36755720496063987,3,105.7388687133789,197.5402374267578,158.7413558959961,0.00013562885872750148,0.00011690350321250997,7.156115026841177e-05,2.4266666666666667,2.39,0.19756855350316588,3.5064217686006933,3.6797109787571536,0.5346160232969168,0.20642181628440884,0.3797110264408694,0.5346160232969169,-0.20642181628440884,-0.3797110264408694,0.5346160232969169,0.37711863895950876,0.32743427912886347,0.1717898250978961,1.188891916379491,1.207010055726227,0.12303646335525818,0.3620683564065792,0.3366802602973478,0.15353516848732782,1.4912360697979494,1.584239352427704,0.4769757270563738,3.77997545727394,4.289594549776125,1.0346851465053448
20171225080157_M3.3,3.299999952316284,3.028416802876258,2.9749619566378698,0.10798185704526896,3,53.80501937866211,71.77166748046875,62.909095764160156,0.00048308636837591194,0.0004846956414958029,9.392404821800093e-05,0.66,0.61,0.2095232683975697,3.5754606178081545,3.5938889586023635,0.2357950523248971,0.2754606654918706,0.2938890062860793,0.23579505232489725,-0.2754606654918706,-0.2938890062860793,0.23579505232489725,0.602972098859321,0.21576748519746838,0.6729454800116189,8.604075408970784,7.7670938102721445,8.08221243891614,0.5103255951881241,0.2781508179354033,0.45506655818276226,1.3346552172782762,1.4901815474976514,0.32779740907503035,2.4601454959591957,2.503742961255483,0.7539461615717591
20180106050851_ML2.2,2.200000047683716,2.7602440729930775,2.764344039969212,0.09631596021065887,4,55.50722122192383,99.34440612792967,77.46305751800537,0.00018840763487877352,0.00017809324385983187,0.00010882367050763134,2.2175000000000002,2.365,0.8774347079222856,3.0928687162276054,3.152216928998551,0.1946860308145626,0.8928686685438897,0.9522168813148355,0.19468603081456257,-0.8928686685438897,-0.9522168813148355,0.19468603081456257,1.5639906136812165,1.17433099764997,1.1404915904698745,3.9057775010823828,4.226578356783395,2.3459480349824395,1.8975470183316725,1.3866678141243356,1.5629260023776486,1.2791433215685373,1.0980445724367436,0.6620117068133593,3.2699600610660937,2.1502172125420937,2.9891033999442858
20180107201233_ML4.0,4.0,4.377991632953142,4.353958810225937,0.22795734952137664,8,67.599853515625,308.4378662109375,106.92147827148438,0.001647137028844816,0.0013220130223117461,0.000847989484935047,1.9925,2.14,0.7745182834695199,4.575329715559388,4.473527609448413,0.37767890505071205,0.575329715559388,0.4735276094484133,0.377678905050712,-0.575329715559388,-0.4735276094484133,0.377678905050712,0.7093634423081547,0.718043245374314,0.24873393850837835,17.141741614379974,16.19210674639662,12.495791904797136,0.7052367901374078,0.6751182088314835,0.2471810509160004,6.863965391453667,5.854593841348985,3.551804200648688,13.81944903247113,12.673376768763656,7.5272825213298065
20180107201417_ML4.0,4.0,4.379952394678057,4.391561285418775,0.26316103482171055,5,29.2569637298584,92.63671875,68.76968116760254,0.003687591703912623,0.002167107387601315,0.004059018487707675,1.578,1.59,0.6810066078974565,4.568585817285508,4.483756039683829,0.32571381455037507,0.5685858172855086,0.4837560396838292,0.32571381455037507,-0.5685858172855086,-0.4837560396838292,0.32571381455037507,0.5640527520429435,0.6072997209158892,0.17213763669129267,7.213833963158024,4.197958465092138,7.360376991971249,0.5396345767357011,0.5281139651116251,0.11530885176507265,48.68551091244778,10.471117163752304,89.70391395464954,95.03171050999057,22.808925562111817,174.82354281845463
20180107212800_ML2.5,2.5,3.3083669228239234,3.235352676974153,0.2605157733808477,4,30.32654190063477,93.8883285522461,71.41661167144775,0.00039189303675406386,0.0002632418580047225,0.000358181164155515,2.0725000000000002,1.9300000000000002,0.6570832012259433,3.3320608028698824,3.3573832102924315,0.17272468115737805,0.8320608028698825,0.8573832102924315,0.1727246811573779,-0.8320608028698825,-0.8573832102924315,0.1727246811573779,0.41614797749786214,0.32842127886425354,0.2793459124366523,2.6034424668874854,1.659391336805451,2.918717682265832,0.47588804240483656,0.29810325720420083,0.4113613257066891,2.240541569713457,1.347795665797787,2.3856327964976116,4.7138086561409684,2.767325126475873,5.2731202714576195
20180108232005_ML4.3,4.300000190734863,4.54684866134488,4.527669322114365,0.25847336519856673,11,27.234952926635746,354.2330322265625,121.9572793787176,0.004571835393778856,0.0032102944821458044,0.005699133379408655,1.7654545454545456,1.57,0.8481670075682459,4.880566447585108,4.887532254507908,0.4674960213854546,0.5805662568502444,0.587532063773045,0.46749602138545465,-0.5805662568502444,-0.587532063773045,0.46749602138545465,0.7992252075910229,0.49542002640770133,0.9229870233027118,9.08760127434121,2.1312854380961364,14.860250416259158,0.6665003770592599,0.4930177487638344,0.4977585259455226,15.353216169170212,11.361154825291878,22.938546277297284,32.39602104748624,22.794362612000562,44.77688277510317
20180108232645_ML2.9,2.9000000953674316,3.1249283494223183,2.8165613459073473,0.5890510823524802,5,76.19749450683594,131.34738159179688,90.84987945556641,0.0008668610492402338,0.0002281011491238474,0.0013945780933733874,1.59,1.6300000000000001,1.155357087657318,3.7462598231786997,3.29868708740647,0.9305334313834229,0.8462597278112678,0.39868699203903857,0.9305334313834229,-0.8462597278112678,-0.39868699203903857,0.9305334313834229,4.633730985423954,1.9527289842929751,6.187168983410151,13.204964435798336,2.7100963993808653,22.998303408751788,4.354546992548616,2.6136939503329053,4.95361567864114,0.8947764278926714,0.9392611132978738,0.3852459345263147,1.5910189985279735,1.669908550833614,0.5750908824472681
20180109133033_ML3.5,3.5,3.6636773953534503,3.7406931218282,0.20365120224559088,5,63.35530090332031,188.07037353515625,105.61192779541015,0.0008523193277642921,0.0006165803752767365,0.0008765093707755541,0.8939999999999999,0.98,0.579378977871997,4.013923948779416,4.086446958580195,0.39032701974088113,0.5139239487794154,0.5864469585801952,0.3903270197408811,-0.5139239487794154,-0.5864469585801952,0.3903270197408811,0.9261143553391694,0.955671791626766,0.36648623123536067,11.05836195550412,6.819456163383575,9.991321798038975,0.8656347960298858,0.7113092368752568,0.2763096225188173,1.6898689657752015,1.7438346624626841,1.3226961526052363,3.4684313439952037,2.817428307768807,2.8565399953081987
20180109133100_ML3.5,3.5,3.6660146892788474,3.752214539948256,0.17533525716619722,5,64.69464111328125,184.5237579345703,105.19098052978515,0.0008751813251768224,0.0006593063616167462,0.0008864510752263841,1.02,0.98,0.7195484695279395,4.041275865414775,4.058778845827292,0.38556557892476595,0.5412758654147753,0.558778845827292,0.38556557892476573,-0.5412758654147753,-0.558778845827292,0.38556557892476573,0.9756924088103236,1.042152020714121,0.40623483402344485,11.328665656148171,13.486419270617949,6.8061002916657785,0.9164611071220955,0.7424147843173851,0.32436285431084094,1.7688503583992776,1.6906867607202805,1.3811891017181614,3.8296730111393287,2.728552043705737,3.1227647719850538
20180109144406_ML2.7,2.700000047683716,2.9410113714613715,2.809861687354748,0.44761491367254763,4,25.208051681518555,125.52194213867188,74.06651449203491,0.0005006277833001329,0.00020397026771457234,0.0006723600027305532,1.1075,0.935,0.5164219850729311,3.2431774098628794,2.8084818478427502,1.06550245092683,0.5431773621791635,0.10848180015903441,1.06550245092683,-0.5431773621791635,-0.10848180015903441,1.06550245092683,5.152954688638969,0.8828756771740884,9.02597652709231,47.82249994903002,1.550793153606301,92.99068638103864,3.6707430800795278,0.8560059079297557,6.103465756129716,1.5738680927098305,0.9972304560522537,1.5160139020869725,3.826218603013664,1.7853725574675277,4.670706869146187
20180113044909_ML3.0,3.0,3.2567956425193003,3.1963401098451643,0.22496505611348278,8,27.871723175048828,87.87301635742188,70.53558111190796,0.00040842389046282456,0.0003293937150994011,0.00024127342865549868,1.93625,1.98,1.036311281145087,3.482589657105527,3.4546444759548782,0.15730392197315485,0.4825896571055268,0.4546444759548782,0.15730392197315485,-0.4825896571055268,-0.4546444759548782,0.15730392197315485,1.1978179446740818,1.1395713527406661,0.6811903406036046,12.05079371272665,3.6441363405901166,16.650826039501744,1.2080798731764308,1.0467330427099282,0.7688662272736493,1.514894127035274,1.3402847811836418,0.8657304877716426,3.0478869454402444,3.5412341320114225,1.5802299407459572
20180113045015_ML3.4,3.4000000953674316,3.2680291943115187,3.10776679341071,0.37482511492830306,3,31.423906326293945,75.72359466552734,55.96710522969564,0.000535171597517696,0.00032299430117467814,0.0003888887477710854,1.9533333333333334,1.9100000000000001,0.9357528163640938,3.4063650884126724,3.4447367548648162,0.07443383099028428,0.006364993045240889,0.04473665949738459,0.07443383099028424,-0.006364993045240889,-0.04473665949738459,0.07443383099028424,0.7583627242945211,0.6369527783914275,0.5376430737133246,4.34495048072795,4.351292519678025,1.6729943401492435,0.7129344140832647,0.6752909340334392,0.39895160469440616,2.576274699037213,1.5089777475249064,2.090892322707405,6.65989680946241,4.28257377171455,4.599545910192303
20180114151600_ML3.1,3.0999999046325684,3.185791046939207,3.2139790991370507,0.4620177129922223,5,30.40273094177246,153.737548828125,89.12952537536621,0.0005231651847449484,0.0002284023748494735,0.000705034713352255,1.17,0.74,1.0865771946806173,3.5059313919568793,3.35799348000895,0.9499445570505398,0.4059314873243111,0.25799357537638157,0.9499445570505398,-0.4059314873243111,-0.25799357537638157,0.9499445570505398,4.059142185069484,1.068936880494471,6.91937069890062,7.325434769749947,3.4634321343471957,10.4786704957665,3.5065185900618046,1.0945669658952302,5.785752148755005,3.6581334084273522,1.8733707933597048,4.627521242346318,6.935445969278831,3.8977247974982174,8.079739453426855
