equation,Pd_column,Pd_unit,M_column,R_column,A,B,C,sigma_res,sigma_res_mode,sigma_res_ols,sigma_res_std,sigma_res_robust,amplitude_factor_1sigma,amplitude_factor_2sigma,sigma_Mpd_equivalent,n,dof,r2,adj_r2,rmse_log10Pd,residual_median,residual_mean
log10(Pd) = A + B*M + C*log10(R) ± sigma_res,Pd_3s_cm,cm,header_ML,distance_km,-2.888019453296078,0.6021049428156142,-1.2331629315394759,0.4253081574705432,ols,0.4253081574705432,0.42506574755773524,0.3634951689771694,2.662613670634941,7.089511559052074,0.7063688191657771,1756,1753,0.45971474308374294,0.4590983309252532,0.42494469793330775,-0.025576558763078072,1.2058185379072315e-15
