EVENT,filename,distance,maxdisp,LogA0Huton83,LogA0Le08,LogA0Nguyen11,MLHuton83,MLLe08,MLNguyen11
20151228_062903_M3.4,HBVB.HHE..SAC,214.32843017578125,206429.43339342,-3.583579292197882,-3.602281177134513,-3.630956468960268,6.217350912716034,12.095052797652663,7.150915649712335
20151228_062903_M3.4,HBVB.HHN..SAC,214.32843017578125,341146.4795408506,-3.583579292197882,-3.602281177134513,-3.630956468960268,6.435520186137504,12.313222071074133,7.24638042184621
20151228_062903_M3.4,HBVB.HHZ..SAC,214.32843017578125,218040.39315712568,-3.583579292197882,-3.602281177134513,-3.630956468960268,6.241116248647543,12.118818133584174,7.642949583619522
20151228_062903_M3.4,MLAV.HHE..SAC,47.5050163269043,6628957.015275962,-2.541965294433109,-2.5491324200582506,-2.4123290885765103,6.68241049732619,12.548577622951331,7.184070859883594
20151228_062903_M3.4,MLAV.HHN..SAC,47.5050163269043,10594841.360428996,-2.541965294433109,-2.5491324200582506,-2.4123290885765103,6.8860597527138925,12.752226878339034,7.399208263856433
20151228_062903_M3.4,MLAV.HHZ..SAC,47.5050163269043,3710930.0268253796,-2.541965294433109,-2.5491324200582506,-2.4123290885765103,6.430448059816621,12.296615185441762,6.888812910490975
20151228_062903_M3.4,TGVB.HHE..SAC,24.737552642822266,5386989.479993535,-2.184379946367911,-2.2078282747139517,-1.9083147379343022,6.2347260738007755,12.117174402146816,6.680526389882321
20151228_062903_M3.4,TGVB.HHN..SAC,24.737552642822266,5885673.66707289,-2.184379946367911,-2.2078282747139517,-1.9083147379343022,6.273176125212302,12.155624453558342,6.787886531505329
20151228_062903_M3.4,TGVB.HHZ..SAC,24.737552642822266,5243073.55916336,-2.184379946367911,-2.2078282747139517,-1.9083147379343022,6.222965897179982,12.105414225526022,6.641736718378208
20160213_172935_M3.0,TGVB.HHE..SAC,219.89048767089844,37573.523475690985,-3.6064421728189604,-3.6265120898119254,-3.6529866439473233,5.50032409597121,11.379394012964175,6.783320412442331
20160213_172935_M3.0,TGVB.HHN..SAC,219.89048767089844,294876.2136584002,-3.6064421728189604,-3.6265120898119254,-3.6529866439473233,6.395081914195652,12.274151831188618,6.984818688383573
20160213_172935_M3.0,TGVB.HHZ..SAC,219.89048767089844,227544.43846753993,-3.6064421728189604,-3.6265120898119254,-3.6529866439473233,6.28250839797284,12.161578314965805,7.028467358565896
20160803_063422_M3.3,DBVB.HHE..SAC,80.93386840820312,3031125.1587629304,-2.861989643100372,-2.862243219014624,-2.830994976968758,6.6625935123739275,12.52184708828818,7.733905780527792
20160803_063422_M3.3,DBVB.HHN..SAC,80.93386840820312,3579119.871160208,-2.861989643100372,-2.862243219014624,-2.830994976968758,6.734765887037074,12.594019462951326,7.897645104209753
20160803_063422_M3.3,DBVB.HHZ..SAC,80.93386840820312,2373087.561288217,-2.861989643100372,-2.862243219014624,-2.830994976968758,6.556303406047055,12.415556981961307,7.503573065316589
20160803_063422_M3.3,SLVB.HHN..SAC,102.33464050292969,1886538.2790051154,-3.0155376323028324,-3.0156194422405234,-3.018560070188247,6.610203254027514,12.469285063965204,7.576944598563276
20160803_063422_M3.3,SLVB.HHZ..SAC,102.33464050292969,1885805.9900410487,-3.0155376323028324,-3.0156194422405234,-3.018560070188247,6.610034643191618,12.469116453129308,7.472214705299846
20160803_063422_M3.3,TGVB.HHE..SAC,53.53642272949219,820322.1851624885,-2.610984615830277,-2.6159695375389305,-2.5055473493574305,5.843969072795564,11.707953994504217,6.8947488848857645
20160803_063422_M3.3,TGVB.HHN..SAC,53.53642272949219,625079.7614304252,-2.610984615830277,-2.6159695375389305,-2.5055473493574305,5.725920053556664,11.589904975265318,6.713477786870403
20160803_063422_M3.3,TGVB.HHZ..SAC,53.53642272949219,665493.4823149759,-2.610984615830277,-2.6159695375389305,-2.5055473493574305,5.753128422284846,11.6171133439935,6.788282721978449
20160826_152318_M3.0,CCVB.HHE..SAC,249.79190063476562,1395574.1863776378,-3.7244186634816714,-3.7522519723240433,-3.7636864456656047,7.188171591284522,13.075004900126894,6.943525373688791
20160826_152318_M3.0,CCVB.HHN..SAC,249.79190063476562,654280.2226749717,-3.7244186634816714,-3.7522519723240433,-3.7636864456656047,6.859182456295791,12.746015765138162,6.9905440159543275
20160826_152318_M3.0,CCVB.HHZ..SAC,249.79190063476562,383514.1465188943,-3.7244186634816714,-3.7522519723240433,-3.7636864456656047,6.627200051693091,12.514033360535462,7.280750319148259
20160826_152318_M3.0,DBVB.HHE..SAC,77.03630828857422,11108372.432569835,-2.830830586020477,-2.831380216036216,-2.7918275326972775,7.19548101801862,13.055030648034357,7.366703405200914
20160826_152318_M3.0,DBVB.HHN..SAC,77.03630828857422,1944756.563081016,-2.830830586020477,-2.831380216036216,-2.7918275326972775,6.438695831822388,12.298245461838125,7.41598582148638
20160826_152318_M3.0,DBVB.HHZ..SAC,77.03630828857422,568601.8913808665,-2.830830586020477,-2.831380216036216,-2.7918275326972775,5.904638886001893,11.76418851601763,7.100669293958594
20160826_152318_M3.0,LAVB.HHE..SAC,212.70236206054688,510161.96682859666,-3.576834731470683,-3.59514169438175,-3.6244209580112914,6.603542809789618,12.480849772700687,7.384541743275859
20160826_152318_M3.0,LAVB.HHN..SAC,212.70236206054688,547070.3569666198,-3.576834731470683,-3.59514169438175,-3.6244209580112914,6.6338779146184645,12.511184877529534,7.183848757770781
20160826_152318_M3.0,LAVB.HHZ..SAC,212.70236206054688,221287.927902127,-3.576834731470683,-3.59514169438175,-3.6244209580112914,6.2407924536288615,12.11809941653993,7.043881030797362
20160826_152318_M3.0,SLV.HHE..SAC,89.46089172363281,659794.9994018954,-2.9263939626614555,-2.9263118896053664,-2.9107830356927433,6.064802982357605,11.923720909301519,6.759833726262256
20160826_152318_M3.0,SLV.HHN..SAC,89.46089172363281,2467455.9944121325,-2.9263939626614555,-2.9263118896053664,-2.9107830356927433,6.637643378692328,12.496561305636241,6.870158372268586
20160826_152318_M3.0,SLV.HHZ..SAC,89.46089172363281,367398.82407754444,-2.9263939626614555,-2.9263118896053664,-2.9107830356927433,5.810531724600079,11.66944965154399,7.200661718483159
20161014_213358_M3.3,003.HHE..SAC,134.1238555908203,13782198.803395662,-3.2060257796791465,-3.2089684828801817,-3.238239941805885,7.66434428984895,13.526286993049988,7.447540436965591
20161014_213358_M3.3,003.HHN..SAC,134.1238555908203,8908853.904667018,-3.2060257796791465,-3.2089684828801817,-3.238239941805885,7.4748476167245546,13.336790319925589,7.320917622453997
20161014_213358_M3.3,003.HHZ..SAC,134.1238555908203,4504924.4089804385,-3.2060257796791465,-3.2089684828801817,-3.238239941805885,7.178713287749368,13.040655990950404,7.47966189351788
20161014_213358_M3.3,DBVB.HHE..SAC,201.69992065429688,24599900.53221238,-3.530436207414999,-3.546134246378499,-3.579003927534222,8.240369558485913,14.115067597449414,7.538474629609329
20161014_213358_M3.3,DBVB.HHN..SAC,201.69992065429688,14108523.183346363,-3.530436207414999,-3.546134246378499,-3.579003927534222,7.99891776355841,13.873615802521911,7.388967449248236
20161014_213358_M3.3,DBVB.HHZ..SAC,201.69992065429688,3007004.884234512,-3.530436207414999,-3.546134246378499,-3.579003927534222,7.327570340934329,13.20226837989783,7.4347652998741705
20161014_213358_M3.3,NNU.HHE..SAC,157.97454833984375,52596421.80845991,-3.3300036021817374,-3.336662642710764,-3.3733693761092627,8.369959801816472,14.235618842345499,7.653195957903279
20161014_213358_M3.3,NNU.HHN..SAC,157.97454833984375,30227782.131715287,-3.3300036021817374,-3.336662642710764,-3.3733693761092627,8.12940988553908,13.995068926068107,7.302992627624503
20161014_213358_M3.3,NNU.HHZ..SAC,157.97454833984375,4554921.575519048,-3.3300036021817374,-3.336662642710764,-3.3733693761092627,7.307484506078563,13.17314354660759,7.76018926210123
20161014_213358_M3.3,SLV.HHE..SAC,280.59521484375,463459.3128176652,-3.8386940451815876,-3.875126603600729,-3.8663453563509513,6.8237056585393745,12.719138216958513,7.622067801254408
20161014_213358_M3.3,SLV.HHN..SAC,280.59521484375,559605.7706172288,-3.8386940451815876,-3.875126603600729,-3.8663453563509513,6.905576229440081,12.801008787859221,7.68139153241558
20161014_213358_M3.3,SLV.HHZ..SAC,280.59521484375,230893.92476081185,-3.8386940451815876,-3.875126603600729,-3.8663453563509513,6.521106551171236,12.416539109590374,8.092661653290286
20161021_130441_M3.2,003.HHE..SAC,101.57242584228516,37656312.043886915,-3.0104930503475216,-3.0105458175799606,-3.0125446995211878,7.905330834498219,13.764383601730657,7.148154335549867
20161021_130441_M3.2,003.HHN..SAC,101.57242584228516,2484535.378090276,-3.0104930503475216,-3.0105458175799606,-3.0125446995211878,6.724738235530502,12.58379100276294,7.177432657069142
20161021_130441_M3.2,003.HHZ..SAC,101.57242584228516,15098785.250512151,-3.0104930503475216,-3.0105458175799606,-3.0125446995211878,7.508435058553218,13.367487825785656,7.284200471873463
20161021_130441_M3.2,BC1.HHE..SAC,187.8863067626953,1312100.5865949122,-3.4701287137257917,-3.4827214737032324,-3.5187629528885065,6.907095843375686,12.778688603353126,8.599313684165983
20161021_130441_M3.2,BC1.HHN..SAC,187.8863067626953,7014616.381407314,-3.4701287137257917,-3.4827214737032324,-3.5187629528885065,7.635132638841629,13.50672539881907,8.573157656396058
20161021_130441_M3.2,BC1.HHZ..SAC,187.8863067626953,2391499.8013644046,-3.4701287137257917,-3.4827214737032324,-3.5187629528885065,7.167799062861709,13.039391822839148,8.593081936605502
20161021_130441_M3.2,BC2.HHE..SAC,179.60693359375,1534242.9134197542,-3.432755743576761,-3.4435889999808293,-3.480733519122439,6.937649869555996,12.807483125960063,6.222672596851638
20161021_130441_M3.2,BC2.HHN..SAC,179.60693359375,436037.1986768119,-3.432755743576761,-3.4435889999808293,-3.480733519122439,6.391279284430091,12.26111254083416,6.68944353902884
20161021_130441_M3.2,BC2.HHZ..SAC,179.60693359375,370225.1485690627,-3.432755743576761,-3.4435889999808293,-3.480733519122439,6.320221659651704,12.190054916055773,7.407693007502715
20161021_130441_M3.2,BC3.HHE..SAC,181.38735961914062,379179.03770628734,-3.4408759007739476,-3.4520806196618654,-3.4890421456831,6.338720220842594,12.20892493973051,8.579331949284285
20161021_130441_M3.2,BC3.HHN..SAC,181.38735961914062,710722.061139768,-3.4408759007739476,-3.4520806196618654,-3.4890421456831,6.611575697126133,12.481780416014049,8.587190735883937
20161021_130441_M3.2,BC3.HHZ..SAC,181.38735961914062,1048207.2767187526,-3.4408759007739476,-3.4520806196618654,-3.4890421456831,6.780323071049731,12.650527789937646,8.574682302649126
20161021_130441_M3.2,NNU.HHE..SAC,127.84062957763672,85331737.08924757,-3.1710212697322744,-3.1731792015818203,-3.198967389499195,8.42113185634225,14.282289788191793,7.360545000548067
20161021_130441_M3.2,NNU.HHN..SAC,127.84062957763672,56801701.64470841,-3.1710212697322744,-3.1731792015818203,-3.198967389499195,8.244382616074233,14.105540547923777,7.434218001083597
20161021_130441_M3.2,NNU.HHZ..SAC,127.84062957763672,81965827.54254115,-3.1710212697322744,-3.1731792015818203,-3.198967389499195,8.403654097689808,14.264812029539353,7.980011518366796
20161028_232611_M3.1,003.HHE..SAC,94.84281158447266,17783611.048710216,-2.9647278201128895,-2.9646258224527013,-2.957512240389133,7.533747771308205,13.392645773648015,7.556674527832724
20161028_232611_M3.1,003.HHN..SAC,94.84281158447266,55918826.2184147,-2.9647278201128895,-2.9646258224527013,-2.957512240389133,8.031285866752238,13.890183869092048,7.343172127280754
20161028_232611_M3.1,003.HHZ..SAC,94.84281158447266,25132354.467409868,-2.9647278201128895,-2.9646258224527013,-2.957512240389133,7.683960996501154,13.542858998840964,7.123320219392918
20161028_232611_M3.1,BC2.HHE..SAC,175.07260131835938,3789260.5374293737,-3.411859401578075,-3.4217645471468194,-3.459234490119564,7.309413868578565,13.17831901414731,6.622395865096582
20161028_232611_M3.1,BC2.HHN..SAC,175.07260131835938,927065.9538886828,-3.411859401578075,-3.4217645471468194,-3.459234490119564,6.69797003366325,12.566875179231994,6.654303486588155
20161028_232611_M3.1,BC2.HHZ..SAC,175.07260131835938,373205.83006788424,-3.411859401578075,-3.4217645471468194,-3.459234490119564,6.302807821075191,12.171712966643938,7.516748450226155
20161028_232611_M3.1,BC3.HHE..SAC,176.4228515625,763291.1819431272,-3.418115058965578,-3.428293840096781,-3.465688385823575,6.619805304112063,12.488984085243263,8.556048738159376
20161028_232611_M3.1,BC3.HHN..SAC,176.4228515625,1459748.8009803426,-3.418115058965578,-3.428293840096781,-3.465688385823575,6.9013931861649205,12.770571967296123,8.561798560908171
20161028_232611_M3.1,BC3.HHZ..SAC,176.4228515625,226966.8945497141,-3.418115058965578,-3.428293840096781,-3.465688385823575,6.093077574471993,11.962256355603193,8.544192328434134
20161028_232611_M3.1,NNU.HHE..SAC,121.37066650390625,181356568.23804376,-3.133756807611699,-3.1352077304168673,-3.1566158220656675,8.711290096769298,14.571741019574468,7.341647742498436
20161028_232611_M3.1,NNU.HHN..SAC,121.37066650390625,27144467.01213644,-3.133756807611699,-3.1352077304168673,-3.1566158220656675,7.886438126214909,13.746889049020075,7.265687903044546
20161028_232611_M3.1,NNU.HHZ..SAC,121.37066650390625,142452208.55090183,-3.133756807611699,-3.1352077304168673,-3.1566158220656675,8.606425994455249,14.466876917260418,7.497119425226117
20161121_221500_M3.1,003.HHE..SAC,73.86521911621094,32509534.793501083,-2.804573653551648,-2.805439218648353,-2.7585408885940663,7.635584408404251,13.495449973500955,7.3341674265150445
20161121_221500_M3.1,003.HHN..SAC,73.86521911621094,150845766.57009038,-2.804573653551648,-2.805439218648353,-2.7585408885940663,8.3021067799218,14.161972345018505,7.204829461223657
20161121_221500_M3.1,003.HHZ..SAC,73.86521911621094,37482955.12988279,-2.804573653551648,-2.805439218648353,-2.7585408885940663,7.697407476589401,13.557273041686107,7.377122368922519
20161121_221500_M3.1,MLVB.HHE..SAC,124.33051300048828,24740411.018017553,-3.150965944983216,-3.152726914818533,-3.1762438887784232,7.863372855368242,13.72413382520356,7.277234411848388
20161121_221500_M3.1,MLVB.HHN..SAC,124.33051300048828,8961938.402259724,-3.150965944983216,-3.152726914818533,-3.1762438887784232,7.422367899551242,13.28312886938656,7.064760349853369
20161121_221500_M3.1,MLVB.HHZ..SAC,124.33051300048828,33544302.63755798,-3.150965944983216,-3.152726914818533,-3.1762438887784232,7.995584712612347,13.856345682447666,7.413511078282417
20161121_221500_M3.1,NNU.HHE..SAC,105.4611587524414,45047336.91365094,-3.0359543081366187,-3.0361780928283717,-3.0428023737547196,8.008623429802597,13.867847214494349,7.473409485056118
20161121_221500_M3.1,NNU.HHN..SAC,105.4611587524414,20965766.855556224,-3.0359543081366187,-3.0361780928283717,-3.0428023737547196,7.676465060163382,13.535688844855136,7.19423351741586
20161121_221500_M3.1,NNU.HHZ..SAC,105.4611587524414,58632666.74268599,-3.0359543081366187,-3.0361780928283717,-3.0428023737547196,8.123093955439192,13.982317740130945,7.22817451706576
20161216_010941_M3.1,DBVB.HHE..SAC,58.75263977050781,189361330.38411996,-2.66566288578331,-2.6691760015253774,-2.578308915840896,8.261954181910781,14.124467297652846,6.873898004840715
20161216_010941_M3.1,DBVB.HHN..SAC,58.75263977050781,71429173.01017809,-2.66566288578331,-2.6691760015253774,-2.578308915840896,7.838538507779679,13.701051623521748,6.904419376811726
20161216_010941_M3.1,DBVB.HHZ..SAC,58.75263977050781,4251699.854121409,-2.66566288578331,-2.6691760015253774,-2.578308915840896,6.61322548399116,12.475738599733228,6.896685331063692
20161216_010941_M3.1,MLVB.HHE..SAC,15.395334243774414,13929104.301217366,-1.9380991073482992,-1.9764793018319187,-1.545446833042385,6.401022297746021,12.298402492229643,6.99305598605387
20161216_010941_M3.1,MLVB.HHN..SAC,15.395334243774414,16758001.411817601,-1.9380991073482992,-1.9764793018319187,-1.545446833042385,6.481321330021119,12.37870152450474,6.799965907882029
20161216_010941_M3.1,MLVB.HHZ..SAC,15.395334243774414,5728147.918755441,-1.9380991073482992,-1.9764793018319187,-1.545446833042385,6.015113331639336,11.912493526122956,6.927362948990524
20161216_010941_M3.1,SLV.HHE..SAC,99.44541931152344,756224.5677852611,-2.9962709519641426,-2.996254682204302,-2.9955313242152357,6.1939217343271515,12.05290546456731,6.865349532194564
20161216_010941_M3.1,SLV.HHN..SAC,99.44541931152344,2304678.159385967,-2.9962709519641426,-2.996254682204302,-2.9955313242152357,6.677881238148929,12.536864968389088,6.940408630178931
20161216_010941_M3.1,SLV.HHZ..SAC,99.44541931152344,632472.6618418212,-2.9962709519641426,-2.996254682204302,-2.9955313242152357,6.116312710163248,11.975296440403405,7.2712802086944315
20170113_224953_M3.0,CCAB.HHE..SAC,110.51898193359375,15046966.009994825,-3.068095807856548,-3.0686227775256607,-3.0806292750070234,7.564544747789736,13.42407171745885,7.166597352053097
20170113_224953_M3.0,CCAB.HHN..SAC,110.51898193359375,69794622.14795677,-3.068095807856548,-3.0686227775256607,-3.0806292750070234,8.230917768281351,14.090444737950463,7.286374815949685
20170113_224953_M3.0,CCAB.HHZ..SAC,110.51898193359375,12529943.685324835,-3.068095807856548,-3.0686227775256607,-3.0806292750070234,7.485044926958627,13.344571896627743,7.724604764124708
20170113_224953_M3.0,MTEB.HHE..SAC,74.37507629394531,66580260.2330065,-2.8088533350975915,-2.80966329487427,-2.7639837547918513,7.951198823388019,13.811008783164697,7.70048744404138
20170113_224953_M3.0,MTEB.HHN..SAC,74.37507629394531,34412611.0033478,-2.8088533350975915,-2.80966329487427,-2.7639837547918513,7.664570960387135,13.524380920163813,7.774669485335366
20170113_224953_M3.0,MTEB.HHZ..SAC,74.37507629394531,12391374.155081829,-2.8088533350975915,-2.80966329487427,-2.7639837547918513,7.220972805709117,13.080782765485795,7.016594095359224
20170304_054210_M3.2,SLV.HHE..SAC,283.7635803222656,6991745.329170383,-3.850095053981232,-3.887441381249682,-3.8763510984461655,8.013680654936199,13.910026982204649,7.753549613717954
20170304_054210_M3.2,SLV.HHN..SAC,283.7635803222656,6992672.911712281,-3.850095053981232,-3.887441381249682,-3.8763510984461655,8.013738268198775,13.910084595467225,7.626782347106367
20170304_054210_M3.2,SLV.HHZ..SAC,283.7635803222656,837827.2740592588,-3.850095053981232,-3.887441381249682,-3.8763510984461655,7.092249547963744,12.988595875232194,8.187871860894214
20170401_160430_M3.0,BGVB.HHE..SAC,239.12652587890625,91429321.82366754,-3.6832259411842063,-3.70821659391653,-3.7255930249039904,8.963311439587876,14.847302092320199,7.265296263851816
20170401_160430_M3.0,BGVB.HHN..SAC,239.12652587890625,22809994.017565094,-3.6832259411842063,-3.70821659391653,-3.7255930249039904,8.360351112557357,14.244341765289679,7.910369603154841
20170401_160430_M3.0,BGVB.HHZ..SAC,239.12652587890625,13684408.937037934,-3.6832259411842063,-3.70821659391653,-3.7255930249039904,8.138451985098676,14.022442637830999,7.65669477053663
20170401_160430_M3.0,CBVB.HHE..SAC,89.8006362915039,1391400.2432975308,-2.92886335203742,-2.928775919562518,-2.913810485633319,6.391315426998943,12.250227994524042,7.0342198801893865
20170401_160430_M3.0,CBVB.HHZ..SAC,89.8006362915039,530484.7383919026,-2.92886335203742,-2.928775919562518,-2.913810485633319,5.9725362461606935,11.831448813685794,6.604360947143677
20170401_160430_M3.0,HBVB.HHE..SAC,307.94342041015625,374923.9720412027,-3.93521579608683,-3.979692141368539,-3.949752258761059,6.828159005493118,12.731635350774827,7.354927804979049
20170401_160430_M3.0,HBVB.HHN..SAC,307.94342041015625,959667.4746518472,-3.93521579608683,-3.979692141368539,-3.949752258761059,7.236336571896542,13.139812917178253,7.597037403786427
20170401_160430_M3.0,HBVB.HHZ..SAC,307.94342041015625,227420.24507562676,-3.93521579608683,-3.979692141368539,-3.949752258761059,6.611044919293736,12.514521264575444,7.879783873712032
20170401_160430_M3.0,TYVB.HHE..SAC,255.78372192382812,3304899.417597575,-3.747170156234392,-3.776632849629702,-3.7844750369100506,7.585328402795215,13.473791096190524,8.110175379826035
20170401_160430_M3.0,TYVB.HHN..SAC,255.78372192382812,7093173.170087203,-3.747170156234392,-3.776632849629702,-3.7844750369100506,7.917010718916034,13.805473412311343,7.901447859770505
20170401_160430_M3.0,TYVB.HHZ..SAC,255.78372192382812,338014.9239113626,-3.747170156234392,-3.776632849629702,-3.7844750369100506,6.595106031746571,12.48356872514188,7.441626538811018
20170425_170301_M3.0,CCAB.HHE..SAC,199.1945343017578,43804583.11117624,-3.5196756034175514,-3.534795730743861,-3.5683560831691485,8.480195154920853,14.35431528224716,7.528588956297661
20170425_170301_M3.0,CCAB.HHN..SAC,199.1945343017578,283469422.97848135,-3.5196756034175514,-3.534795730743861,-3.5683560831691485,9.291181823091275,15.165301950417586,7.58851011480748
20170425_170301_M3.0,CCAB.HHZ..SAC,199.1945343017578,37297785.36329746,-3.5196756034175514,-3.534795730743861,-3.5683560831691485,8.4103586488173,14.284478776143612,8.000619673422813
20170425_170301_M3.0,MTEB.HHE..SAC,158.93727111816406,67229829.70715392,-3.3347520272475917,-3.341582284634932,-3.3784226987958315,8.481314038437805,14.347144295825146,7.782040742788714
20170425_170301_M3.0,MTEB.HHN..SAC,158.93727111816406,77622937.13118352,-3.3347520272475917,-3.341582284634932,-3.3784226987958315,8.543742098990062,14.409572356377403,7.456299103155111
20170425_170301_M3.0,MTEB.HHZ..SAC,158.93727111816406,42732709.75845397,-3.3347520272475917,-3.341582284634932,-3.3784226987958315,8.284512460336975,14.150342717724314,7.606000919095431
20170516_080549_M3.0,BC2.HHE..SAC,102.851806640625,3210056.3766755676,-3.0189451509519167,-3.0190479307363005,-3.0226176161406313,6.844457810728784,12.703560590513167,9.23236258501892
20170516_080549_M3.0,BC2.HHN..SAC,102.851806640625,6742444.0747473985,-3.0189451509519167,-3.0190479307363005,-3.0226176161406313,7.16676250383297,13.025865283617353,9.469558290754193
20170516_080549_M3.0,BC2.HHZ..SAC,102.851806640625,4035456.1743126772,-3.0189451509519167,-3.0190479307363005,-3.0226176161406313,6.943837786116276,12.80294056590066,9.383099886077751
20170516_080549_M3.0,BC3.HHE..SAC,88.9572525024414,729465.2404639897,-2.9227205179420555,-2.922647451305903,-2.9062750493449987,6.1047251202245185,11.963652053588365,8.008784218284866
20170516_080549_M3.0,BC3.HHN..SAC,88.9572525024414,413731.015495471,-2.9227205179420555,-2.922647451305903,-2.9062750493449987,5.858438597101135,11.717365530464981,8.020989424717262
20170516_080549_M3.0,BC3.HHZ..SAC,88.9572525024414,483212.10119003424,-2.9227205179420555,-2.922647451305903,-2.9062750493449987,5.925858319826341,11.784785253190186,8.015981807239465
20170516_080549_M3.0,CCAB.HHE..SAC,24.253311157226562,108293635.64326158,-2.1739346109033693,-2.197964599152246,-1.8931431964727727,7.527537545033489,13.410567533282364,7.775963045320989
20170516_080549_M3.0,CCAB.HHN..SAC,24.253311157226562,45436613.933066554,-2.1739346109033693,-2.197964599152246,-1.8931431964727727,7.150340569940443,13.033370558189318,7.722320844741933
20170516_080549_M3.0,CCAB.HHZ..SAC,24.253311157226562,20413876.211436037,-2.1739346109033693,-2.197964599152246,-1.8931431964727727,6.80286008780967,12.685890076058547,7.484270159255853
20170516_080549_M3.0,DBVB.HHE..SAC,42.091209411621094,48939419.08647038,-2.473404844850916,-2.4830784556782812,-2.318296824454098,7.482063654798488,13.350737265625853,7.458175910855335
20170516_080549_M3.0,DBVB.HHN..SAC,42.091209411621094,51119055.28874251,-2.473404844850916,-2.4830784556782812,-2.318296824454098,7.500987664049045,13.36966127487641,7.44404151476455
20170516_080549_M3.0,DBVB.HHZ..SAC,42.091209411621094,3771984.5845744973,-2.473404844850916,-2.4830784556782812,-2.318296824454098,6.36897475403606,12.237648364863427,7.22082729703585
20170516_080549_M3.0,MLAV.HHE..SAC,40.810829162597656,27244870.93792894,-2.4560931816739275,-2.466450499710053,-2.2943384262219344,7.210377936616274,13.079735254652398,7.382492240866119
20170516_080549_M3.0,MLAV.HHN..SAC,40.810829162597656,6104685.073247236,-2.4560931816739275,-2.466450499710053,-2.2943384262219344,6.56075644627281,12.430113764308935,8.941876501754802
20170516_080549_M3.0,MLAV.HHZ..SAC,40.810829162597656,4216839.095190646,-2.4560931816739275,-2.466450499710053,-2.2943384262219344,6.400080211333792,12.269437529369917,6.947628141043062
20170516_080549_M3.0,MTEB.HHE..SAC,69.60667419433594,31457682.639746286,-2.767899095105242,-2.7693060837108145,-2.711623741205739,7.5846258218528035,13.445032810458375,7.045373203687708
20170516_080549_M3.0,MTEB.HHN..SAC,69.60667419433594,22885350.634617455,-2.767899095105242,-2.7693060837108145,-2.711623741205739,7.446456665900152,13.306863654505722,6.915960816833893
20170516_080549_M3.0,MTEB.HHZ..SAC,69.60667419433594,30325587.342899147,-2.767899095105242,-2.7693060837108145,-2.711623741205739,7.568708316096776,13.429115304702346,7.078755933636494
20170519_052826_M3.3,BGVB.HHE..SAC,172.94496154785156,27426126.04726654,-3.40194376199482,-3.4114225673616727,-3.4489733521057815,8.15910822963901,14.027587035005862,7.609891851645562
20170519_052826_M3.3,BGVB.HHN..SAC,172.94496154785156,31096300.30618345,-3.40194376199482,-3.4114225673616727,-3.4489733521057815,8.213652483748742,14.082131289115594,8.566417005258192
20170519_052826_M3.3,BGVB.HHZ..SAC,172.94496154785156,1708376.9413260296,-3.40194376199482,-3.4114225673616727,-3.4489733521057815,6.953527462935952,12.822006268302804,7.630902647609014
20170519_052826_M3.3,BKVB.HHN..SAC,270.6228942871094,254999.57189188935,-3.802401903465893,-3.835992210837981,-3.834213279238052,6.527941354781628,12.420531662153717,6.407084881438532
20170519_052826_M3.3,BKVB.HHZ..SAC,270.6228942871094,1385059.465748915,-3.802401903465893,-3.835992210837981,-3.834213279238052,7.262870323142327,13.155460630514415,7.682710297328418
20170519_052826_M3.3,HBVB.HHE..SAC,227.25526428222656,169122.7721680437,-3.636242936521886,-3.658163416553676,-3.6814168038190287,6.183445025261356,12.064365505293146,7.00857131622846
20170519_052826_M3.3,HBVB.HHN..SAC,227.25526428222656,301659.99158188544,-3.636242936521886,-3.658163416553676,-3.6814168038190287,6.434760651113857,12.315681131145649,7.2702485294132355
20170519_052826_M3.3,HBVB.HHZ..SAC,227.25526428222656,88747.60222927663,-3.636242936521886,-3.658163416553676,-3.6814168038190287,5.903399564697905,11.784320044729697,7.6712224547558545
20170519_052826_M3.3,HGVB.HHE..SAC,385.41802978515625,40155134.836288795,-4.189824626276508,-4.258648632599083,-4.1565223812965675,9.112565714832106,15.040389721154686,7.842353655922631
20170519_052826_M3.3,HGVB.HHN..SAC,385.41802978515625,12196865.904068733,-4.189824626276508,-4.258648632599083,-4.1565223812965675,8.59507287535864,14.52289688168122,7.705648308054679
20170519_052826_M3.3,HGVB.HHZ..SAC,385.41802978515625,587574.6226949912,-4.189824626276508,-4.258648632599083,-4.1565223812965675,7.277887656652844,13.20571166297542,7.93118530383439
20170519_052826_M3.3,LSVB.HHE..SAC,197.5402374267578,2130061.4369288767,-3.5125287330109463,-3.5272707225339635,-3.5612600082327814,7.159920862897762,13.033662852420777,7.821903714967807
20170519_052826_M3.3,LSVB.HHN..SAC,197.5402374267578,903164.148706026,-3.5125287330109463,-3.5272707225339635,-3.5612600082327814,6.787295422857701,12.661037412380717,7.727749326558728
20170519_052826_M3.3,LSVB.HHZ..SAC,197.5402374267578,1118166.4382930172,-3.5125287330109463,-3.5272707225339635,-3.5612600082327814,6.880035185803132,12.75377717532615,7.573464304263524
20170519_052826_M3.3,PLVB.HHE..SAC,105.7388687133789,513053.9549936602,-3.037746934060782,-3.03798505892131,-3.0449229647436313,6.066909973877959,11.926148098738487,7.141728734566348
