EVENT,filename,distance,maxdisp,LogA0Huton83,LogA0Le08,LogA0Nguyen11,MLHuton83,MLLe08,MLNguyen11
20100106_232719_M3.4,SPVB.HHE..SAC,132.49429321289062,1528873.0232285012,-3.1970530759437037,-3.199783482130685,-3.2282203413567214,6.700424493598597,12.562154899785579,7.375989387616869
20100106_232719_M3.4,SPVB.HHN..SAC,132.49429321289062,6379864.883859286,-3.1970530759437037,-3.199783482130685,-3.2282203413567214,7.32086455704485,13.182594963231832,7.072262383397739
20100106_232719_M3.4,SPVB.HHZ..SAC,132.49429321289062,5749914.001587152,-3.1970530759437037,-3.199783482130685,-3.2282203413567214,7.275714425169777,13.13744483135676,7.346154176396363
20100622_155454_M3.4,CCVB.HHE..SAC,406.37298583984375,102841.47065454157,-4.254951504491083,-4.330670804046047,-4.206588237330669,6.586119783008245,12.520839082563207,7.217735598106467
20100622_155454_M3.4,CCVB.HHN..SAC,406.37298583984375,397146.3385588446,-4.254951504491083,-4.330670804046047,-4.206588237330669,7.172902067471119,13.10762136702608,7.121988072542939
20100622_155454_M3.4,CCVB.HHZ..SAC,406.37298583984375,248292.38643064725,-4.254951504491083,-4.330670804046047,-4.206588237330669,6.968914907163439,12.903634206718403,8.082921566417049
20100622_155454_M3.4,HBVB.HHE..SAC,370.8373107910156,126359.82808457626,-4.14367611696172,-4.207771285682815,-4.1203810652572175,6.5642851433277,12.487380312048796,7.327746102726289
20100622_155454_M3.4,HBVB.HHN..SAC,370.8373107910156,51045.22688852608,-4.14367611696172,-4.207771285682815,-4.1203810652572175,6.1706312554926,12.093726424213695,7.675475513835538
20100622_155454_M3.4,HBVB.HHZ..SAC,370.8373107910156,112951.47199807671,-4.14367611696172,-4.207771285682815,-4.1203810652572175,6.515568012036397,12.438663180757494,8.151183114029486
20100622_155454_M3.4,HGVB.HHE..SAC,372.7293395996094,559815.800438365,-4.149705325458777,-4.2144107321419,-4.125134911918622,7.216750477442359,13.140455884125481,6.81621640404159
20100622_155454_M3.4,HGVB.HHZ..SAC,372.7293395996094,102294.07491136107,-4.149705325458777,-4.2144107321419,-4.125134911918622,6.478555804646767,12.40226121132989,7.9009637263832335
20100622_155454_M3.4,MCVB.HHN..SAC,299.6353759765625,90719.97338919214,-3.9063291864390015,-3.9483258341651544,-3.925096950709596,6.183032100596645,12.084028748322796,6.909173984612426
20100622_155454_M3.4,MCVB.HHZ..SAC,299.6353759765625,163152.798336585,-3.9063291864390015,-3.9483258341651544,-3.925096950709596,6.437923713485452,12.338920361211605,7.260354207144127
