event,sta,ML_cal,ML_header,ML_diff
20080110223559_ML2.3,PLVB,3.583825620150361,3.0999999046325684,0.4838257155177925
20080110223559_ML2.3,THVB,3.424398054830888,3.0999999046325684,0.3243981501983195
20080210024059_ML3.1,HBVB,4.5006245924538515,3.0999999046325684,1.4006246878212831
20080210024059_ML3.1,HGVB,3.847100162535932,3.0999999046325684,0.7471002579033637
20080210024059_ML3.1,LAVB,4.01133899249757,3.0999999046325684,0.9113390878650014
20080210024059_ML3.1,LCVB,3.757074964717829,3.0999999046325684,0.6570750600852602
20080210024059_ML3.1,MCVB,4.114805764508384,3.0999999046325684,1.0148058598758158
20080210024059_ML3.1,SPVB,4.43063167721884,3.0999999046325684,1.3306317725862715
20080225230059_ML3.0,BCVB,4.251541801606674,3.0,1.251541801606674
20080225230059_ML3.0,CBVB,3.956220440321226,3.0,0.9562204403212262
20080225230059_ML3.0,DHVB,4.460390251153061,3.0,1.460390251153061
20080225230059_ML3.0,HGVB,4.093051678750624,3.0,1.0930516787506237
20080225230059_ML3.0,LCVB,4.530991749731906,3.0,1.530991749731906
20080225230059_ML3.0,MCVB,3.7013842877122256,3.0,0.7013842877122256
20080225230059_ML3.0,MTVB,4.077992955553631,3.0,1.077992955553631
20080225230059_ML3.0,SPVB,4.39980323230426,3.0,1.3998032323042595
20080225230059_ML3.0,TGVB,3.865175952064648,3.0,0.8651759520646483
20080514114559_ML4.7,KMI,2.5527920322987834,4.699999809265137,-2.1472077769663533
20080514114559_ML4.7,HGVB,4.800535503600738,4.699999809265137,0.1005356943356012
20080514114559_ML4.7,SPVB,4.9880384857396605,4.699999809265137,0.2880386764745237
20080514114559_ML4.7,TGVB,4.560586606524515,4.699999809265137,-0.1394132027406218
20080514114959_ML3.5,KMI,2.5882858424972466,3.5,-0.9117141575027534
20080514114959_ML3.5,HGVB,4.574478667883511,3.5,1.0744786678835112
20080514114959_ML3.5,SPVB,4.620933509012005,3.5,1.120933509012005
20080514141559_ML3.7,KMI,4.721927645073302,3.700000047683716,1.0219275973895865
20080514141559_ML3.7,HGVB,4.079065315457395,3.700000047683716,0.3790652677736794
20080514141559_ML3.7,LCVB,4.561321631297661,3.700000047683716,0.861321583613945
20080514141559_ML3.7,SPVB,4.915000178666975,3.700000047683716,1.2150001309832588
20080514141559_ML3.7,TGVB,3.9833715396929046,3.700000047683716,0.2833714920091887
20080807190958_ML3.0,CBVB,3.8243662396872287,3.0,0.8243662396872287
20080807190958_ML3.0,DBVB,4.00392263812098,3.0,1.0039226381209805
20080807190958_ML3.0,DHVB,4.522001809316805,3.0,1.522001809316805
20080807190958_ML3.0,HBVB,4.371023734749684,3.0,1.3710237347496843
20080807190958_ML3.0,HGVB,3.673778143632195,3.0,0.673778143632195
20080807190958_ML3.0,MTVB,4.178820447324356,3.0,1.1788204473243562
20080807190958_ML3.0,SLVB,3.740595805332114,3.0,0.7405958053321142
20080807190958_ML3.0,SPVB,4.105519805576391,3.0,1.1055198055763906
20080807190958_ML3.0,TGVB,3.586819208744468,3.0,0.5868192087444681
20080807190958_ML3.0,THVB,3.864174419448112,3.0,0.8641744194481116
20080807190958_ML3.0,TTVB,3.292252227118767,3.0,0.2922522271187668
20080807190958_ML3.0,VTVB,4.094905596713364,3.0,1.0949055967133638
20080914233801_ML3.8,KMI,4.902097451959993,3.799999952316284,1.1020974996437092
20080914233801_ML3.8,HGVB,4.2789325994486465,3.799999952316284,0.4789326471323623
20080914233801_ML3.8,LCVB,4.305411365795678,3.799999952316284,0.5054114134793934
20080914233801_ML3.8,SLVB,4.518669945995681,3.799999952316284,0.7186699936793968
20080914233801_ML3.8,SPVB,4.514644928975653,3.799999952316284,0.7146449766593692
20080914233801_ML3.8,TGVB,3.920944218622582,3.799999952316284,0.1209442663062976
20080914233801_ML3.8,TTVB,4.591102000398696,3.799999952316284,0.7911020480824122
20080914233801_ML3.8,VTVB,4.4244436700575545,3.799999952316284,0.6244437177412703
20081017213707_ML4.1,KMI,4.715663026044232,4.099999904632568,0.6156631214116635
20081017213707_ML4.1,BCVB,4.777331499279064,4.099999904632568,0.6773315946464953
20081017213707_ML4.1,CBVB,4.721502312822421,4.099999904632568,0.621502408189853
20081017213707_ML4.1,DBVB,4.648643882177573,4.099999904632568,0.5486439775450043
20081017213707_ML4.1,DHVB,5.176687475507051,4.099999904632568,1.0766875708744823
20081017213707_ML4.1,HGVB,2.1632821747245714,4.099999904632568,-1.936717729907997
20081017213707_ML4.1,LCVB,5.147491015097325,4.099999904632568,1.0474911104647564
20081017213707_ML4.1,MCVB,4.46560000440058,4.099999904632568,0.3656000997680113
20081017213707_ML4.1,SLVB,4.660665938044334,4.099999904632568,0.5606660334117652
20081017213707_ML4.1,SPVB,2.532663886640504,4.099999904632568,-1.5673360179920643
20081017213707_ML4.1,TGVB,4.735669481556251,4.099999904632568,0.6356695769236822
20081017213707_ML4.1,TTVB,5.01851511781188,4.099999904632568,0.9185152131793116
20081017213707_ML4.1,VTVB,5.221648906435599,4.099999904632568,1.1216490018030305
20081019205705_ML3.1,BCVB,3.7231683130402784,3.0999999046325684,0.62316840840771
20081019205705_ML3.1,DBVB,4.088738779109727,3.0999999046325684,0.9887388744771588
20081019205705_ML3.1,DHVB,3.9371713567528825,3.0999999046325684,0.8371714521203142
20081019205705_ML3.1,HGVB,3.804467851731423,3.0999999046325684,0.7044679470988551
20081019205705_ML3.1,MCVB,3.978602144517273,3.0999999046325684,0.8786022398847044
20081019205705_ML3.1,SLVB,4.1776022598976645,3.0999999046325684,1.0776023552650962
20081019205705_ML3.1,SPVB,4.1501235819960005,3.0999999046325684,1.0501236773634322
20081019205705_ML3.1,TGVB,3.400543743948409,3.0999999046325684,0.3005438393158406
20081019205705_ML3.1,TTVB,4.182459961158676,3.0999999046325684,1.0824600565261076
20081019205705_ML3.1,VTVB,3.8855412815823263,3.0999999046325684,0.7855413769497579
20081117110359_ML3.2,BCVB,4.613863551076449,3.200000047683716,1.413863503392733
20081117110359_ML3.2,DHVB,4.704952513734154,3.200000047683716,1.5049524660504383
20081117110359_ML3.2,HGVB,3.9763140490046367,3.200000047683716,0.7763140013209209
20081117110359_ML3.2,LCVB,4.383006161716175,3.200000047683716,1.1830061140324588
20081117110359_ML3.2,SLVB,4.132352454525651,3.200000047683716,0.9323524068419352
20081117110359_ML3.2,TGVB,3.9865058714713033,3.200000047683716,0.7865058237875875
20081117110359_ML3.2,TTVB,4.36599237683116,3.200000047683716,1.1659923291474446
20081117110359_ML3.2,VTVB,4.531968943178555,3.200000047683716,1.331968895494839
20081202004142_ML3.4,KMI,4.899672274291576,3.4000000953674316,1.4996721789241445
20081202004142_ML3.4,DBVB,4.462450261603985,3.4000000953674316,1.0624501662365535
20081202004142_ML3.4,HGVB,4.741857653954946,3.4000000953674316,1.341857558587514
20081202004142_ML3.4,LCVB,4.845171330269093,3.4000000953674316,1.445171234901661
20081202004142_ML3.4,SPVB,5.217362986825119,3.4000000953674316,1.8173628914576871
20081202004142_ML3.4,TGVB,4.261442251534891,3.4000000953674316,0.8614421561674597
20081202004142_ML3.4,TTVB,4.434750173398389,3.4000000953674316,1.0347500780309575
20081202004142_ML3.4,VTVB,4.737733074486578,3.4000000953674316,1.3377329791191466
20081229194834_ML3.4,DBVB,4.841096961116124,3.4000000953674316,1.4410968657486922
20081229194834_ML3.4,HGVB,4.248672009683453,3.4000000953674316,0.8486719143160215
20081229194834_ML3.4,MCVB,4.370222773251037,3.4000000953674316,0.970222677883605
20081229194834_ML3.4,SLVB,4.28597206239708,3.4000000953674316,0.885971967029648
20081229194834_ML3.4,SPVB,4.710806712905734,3.4000000953674316,1.3108066175383026
20081229194834_ML3.4,TGVB,4.35181498026301,3.4000000953674316,0.9518148848955787
20081229194834_ML3.4,TTVB,4.309942935418004,3.4000000953674316,0.9099428400505722
20081229194834_ML3.4,VTVB,4.296012932321029,3.4000000953674316,0.8960128369535978
20090129043812_ML3.2,HGVB,3.7187120913639857,3.200000047683716,0.5187120436802699
20090129043812_ML3.2,SPVB,4.185814014768485,3.200000047683716,0.985813967084769
20090201045220_ML3.3,HGVB,3.8591956536875704,3.299999952316284,0.5591957013712863
20090201045220_ML3.3,MCVB,4.209286512190226,3.299999952316284,0.9092865598739416
20090201045220_ML3.3,SLVB,4.146793914327055,3.299999952316284,0.8467939620107705
20090201045220_ML3.3,SPVB,4.381382068871014,3.299999952316284,1.08138211655473
20090201045220_ML3.3,TGVB,4.323359920890093,3.299999952316284,1.0233599685738088
20090201045220_ML3.3,TTVB,4.316588071161071,3.299999952316284,1.016588118844787
20090201045220_ML3.3,VTVB,4.009130812408288,3.299999952316284,0.7091308600920039
20090308202736_ML2.8,KMI,5.051806640403081,3.799999952316284,1.2518066880867966
20090308202736_ML2.8,BCVB,3.713643213201731,2.799999952316284,0.9136432608854476
20090308202736_ML2.8,CBVB,3.647171561757822,2.799999952316284,0.8471716094415385
20090308202736_ML2.8,DHVB,4.112680793689759,2.799999952316284,1.3126808413734752
20090308202736_ML2.8,HBVB,5.507586483019498,3.799999952316284,1.707586530703214
20090308202736_ML2.8,HGVB,3.943424022672279,2.799999952316284,1.1434240703559952
20090308202736_ML2.8,MCVB,3.560350385083213,2.799999952316284,0.7603504327669288
20090308202736_ML2.8,SLVB,3.504043693816535,2.799999952316284,0.704043741500251
20090308202736_ML2.8,SPVB,4.132921176490268,2.799999952316284,1.332921224173984
