event,ML_mean,ML_std,ML_median,n_component,n_station,distance_min,distance_max,header_ML_mean
20140810214133_M3.0,3.3609222916521486,1.4596711061608565,4.0833050339099355,9,3,26.870777130126953,159.21177673339844,3.0
20141118184219_M3.4,4.3897468282119645,0.14222604672417918,4.446815445325448,6,2,144.9298553466797,199.96664428710938,3.4000000953674316
20150703103146_M3.6,4.431293384644309,0.24140565096924865,4.45957587968098,6,2,169.65298461914062,197.04360961914062,3.5999999046325684
20150727191845_M3.3,4.031634487864317,0.059626020113058724,4.0044685809549385,3,1,189.36767578125,189.36767578125,3.299999952316284
20150813155739_M3.3,3.9241335543082587,0.1493425745759329,3.9217438236109485,6,2,152.93516540527344,225.16098022460938,3.299999952316284
20150919102101_M3.1,4.247229093731234,0.1269478109776003,4.232645356350043,6,2,56.17161560058594,176.93670654296875,3.0999999046325684
20150924013925_M3.0,3.8946090655276837,0.11032014942715308,3.9125301326851356,3,1,62.90781021118164,62.90781021118164,3.0999999046325684
20151214080448_M3.2,4.636702007512343,0.14788933163570658,4.598518171523194,3,1,151.59075927734375,151.59075927734375,3.200000047683716
20151228062903_M3.4,1.853373763279898,0.8000356451931837,1.9757305098240412,5,2,24.737552642822266,47.5050163269043,3.4000000953674316
20160213172935_M3.0,3.77188837062485,0.11894449508648226,3.741064312789196,3,1,219.89048767089844,219.89048767089844,3.0
20160803063422_M3.3,3.9608040216096216,0.421125724948986,3.9022722156286136,6,2,53.53642272949219,80.93386840820312,3.299999952316284
20160826152318_M3.0,3.8118476199541025,0.18490756350389975,3.8682513788886608,9,3,77.03630828857422,212.70236206054688,3.0
20161021130441_M3.2,3.6257660363008375,0.41606293675657086,3.7357520778746434,9,3,127.84062957763672,181.38735961914062,3.200000047683716
20161028232611_M3.1,3.7228825970885944,0.21477652211954576,3.6903653643653227,6,2,121.37066650390625,175.07260131835938,3.0999999046325684
20161121221500_M3.1,3.918511018787149,0.13992609124752675,3.9000203703876837,6,2,105.4611587524414,124.33051300048828,3.0
20161216010941_M3.1,3.520680344952661,0.0990161531545714,3.5122899264347938,6,2,58.75263977050781,99.44541931152344,3.0999999046325684
20170113224953_M3.0,3.72291733741846,0.634652066975825,3.980440106603873,9,3,74.37507629394531,110.51898193359375,3.0
20170425170301_M3.0,3.909686600890428,0.15834346320780937,3.9914684412876573,3,1,199.1945343017578,199.1945343017578,3.0
20170516080549_M3.0,2.327494442406254,1.092406415374586,2.277531954221862,12,4,24.253311157226562,102.851806640625,3.0
20170519052826_M3.3,4.498298015405688,0.350024703021158,4.370935247951479,9,3,105.7388687133789,197.5402374267578,3.299999952316284
20171225080157_M3.3,3.881522516061585,0.27964712640534056,3.899164774019048,9,3,53.80501937866211,71.77166748046875,3.299999952316284
20180106050851_ML2.2,3.131010230204058,0.23364482446557636,3.141255588995535,12,4,55.50722122192383,99.34440612792969,2.200000047683716
20180107201233_ML4.0,3.4777707133078017,1.3794839907254086,4.551292200833082,24,8,67.599853515625,308.4378662109375,4.0
20180107201417_ML4.0,3.1685674115411837,1.2540987727424668,2.5134553013187055,15,5,29.2569637298584,92.63671875,4.0
20180107212800_ML2.5,3.336135355553933,0.995322046517178,3.8112614748997444,12,4,30.326541900634766,93.8883285522461,2.5
20180108232005_ML4.3,3.3542928143913753,1.2579384859796705,2.8912890666513302,36,12,27.234952926635742,354.2330322265625,4.300000190734863
20180108232645_ML2.9,3.3094072782646142,0.20843451702410937,3.3369961532814365,15,5,76.19749450683594,131.34738159179688,2.9000000953674316
20180109133033_ML3.5,4.04723837352841,0.22661867832824553,4.017449658508716,15,5,63.35530090332031,188.07037353515625,3.5
20180109133100_ML3.5,3.9146908152861633,0.28625777103081473,3.953197429619634,18,6,64.69464111328125,184.5237579345703,3.5
20180109144406_ML2.7,3.2517917815441515,0.18705287524328343,3.210769635363939,9,3,67.33023071289062,125.52194213867188,2.700000047683716
20180113044909_ML3.0,3.6877677150455423,0.5714688112904668,3.807813635243493,24,8,27.871723175048828,87.87301635742188,3.0
20180113045015_ML3.4,3.376465197486679,0.9711617088428677,3.741982260569273,9,3,31.423906326293945,75.72359466552734,3.4000000953674316
20180114151600_ML3.1,3.355161329210303,0.808472440882034,3.552516446193998,15,5,30.40273094177246,153.737548828125,3.0999999046325684
20180114151651_ML3.1,3.2676884600903247,0.8031237825704279,3.2381631788833287,15,5,32.606101989746094,155.52638244628906,3.0999999046325684
20180120181237_ML2.3,2.8239063092926506,0.6771808220364887,2.992291036635785,15,5,26.30547332763672,87.98971557617188,2.299999952316284
