event,sta,ML_cal,ML_header,ML_diff
20051231172159_ML3.3,DBVB,4.202286769045802,3.299999952316284,0.9022868167295179
20051231172159_ML3.3,DHVB,4.4070986017345435,3.299999952316284,1.1070986494182593
20051231172159_ML3.3,LCVB,4.364451853276549,3.299999952316284,1.0644519009602642
20051231172159_ML3.3,MCVB,4.036462585812188,3.299999952316284,0.7364626334959041
20051231172159_ML3.3,TGVB,3.963129457590937,3.299999952316284,0.6631295052746529
20051231172159_ML3.3,TTVB,3.8387701595639867,3.299999952316284,0.5387702072477025
20060106182759_ML3.6,DBVB,4.934099465644283,3.5999999046325684,1.3340995610117146
20060106182759_ML3.6,DHVB,4.469291795147541,3.5999999046325684,0.869291890514972
20060106182759_ML3.6,LCVB,4.7356189187406965,3.5999999046325684,1.1356190141081282
20060106182759_ML3.6,MCVB,4.239241713848991,3.5999999046325684,0.6392418092164229
20060106182759_ML3.6,TGVB,4.912786797681654,3.5999999046325684,1.3127868930490854
20060106182759_ML3.6,TTVB,4.432646260706383,3.5999999046325684,0.8326463560738149
20060106182808,DBVB,4.934099465644283,3.5999999046325684,1.3340995610117146
20060106182808,DHVB,4.469291795147541,3.5999999046325684,0.869291890514972
20060106182808,LCVB,4.7356189187406965,3.5999999046325684,1.1356190141081282
20060106182808,MCVB,4.239241713848991,3.5999999046325684,0.6392418092164229
20060106182808,TGVB,4.912786797681654,3.5999999046325684,1.3127868930490854
20060106182808,TTVB,4.432646260706383,3.5999999046325684,0.8326463560738149
20060112010459_ML4.8,DBVB,2.885343580450229,4.800000190734863,-1.9146566102846345
20060112010459_ML4.8,LCVB,2.906772017116976,4.800000190734863,-1.8932281736178875
20060112010459_ML4.8,TGVB,5.466765371325119,4.800000190734863,0.6667651805902555
20060115142929_ML3.0,DBVB,3.900339225451246,3.0,0.9003392254512455
20060115142929_ML3.0,DSVB,3.5958042473059493,3.0,0.5958042473059495
20060115142929_ML3.0,LCVB,3.7238689955982807,3.0,0.7238689955982807
20060115142929_ML3.0,TGVB,1.9150629956937182,3.0,-1.084937004306282
20060226161229_ML3.5,BGVB,4.1661690010959695,3.5,0.6661690010959695
20060226161229_ML3.5,DBVB,2.299373674656194,3.5,-1.2006263253438056
20060226161229_ML3.5,DSVB,4.504487994670873,3.5,1.004487994670873
20060226161229_ML3.5,HBVB,4.743068608560067,3.5,1.2430686085600673
20060226161229_ML3.5,LAVB,4.368886860165481,3.5,0.8688868601654809
20060226161229_ML3.5,LCVB,4.651247883656579,3.5,1.1512478836565792
20060226161229_ML3.5,MCVB,4.412129119147572,3.5,0.9121291191475721
20060226161229_ML3.5,TGVB,1.6598874237629473,3.5,-1.8401125762370527
20060226161229_ML3.5,THVB,3.9277625958080273,3.5,0.4277625958080271
20060226161229_ML3.5,TTVB,4.0539664042474595,3.5,0.5539664042474599
20060316162059_ML3.2,BGVB,4.015512696604439,3.200000047683716,0.8155126489207238
20060316162059_ML3.2,DBVB,4.161976688223285,3.200000047683716,0.9619766405395689
20060316162059_ML3.2,DHVB,4.501095351572065,3.200000047683716,1.3010953038883493
20060316162059_ML3.2,DSVB,3.6947971452713224,3.200000047683716,0.4947970975876068
20060316162059_ML3.2,HBVB,4.6910780764987035,3.200000047683716,1.4910780288149872
20060316162059_ML3.2,LAVB,3.8898532566111443,3.200000047683716,0.6898532089274287
20060316162059_ML3.2,MCVB,3.9044872918461566,3.200000047683716,0.7044872441624406
20060316162059_ML3.2,TGVB,3.7496239739507473,3.200000047683716,0.5496239262670317
20060403170559_ML3.8,BGVB,5.302943742102243,3.799999952316284,1.5029437897859586
20060403170559_ML3.8,DSVB,5.032064813581654,3.799999952316284,1.2320648612653693
20060403170559_ML3.8,HBVB,5.218997046940381,3.799999952316284,1.418997094624097
20060403170559_ML3.8,LAVB,5.081094896465911,3.799999952316284,1.2810949441496264
20060403170559_ML3.8,THVB,4.8747184567542,3.799999952316284,1.0747185044379162
20060403170559_ML3.8,VIVB,4.658686115905105,3.799999952316284,0.8586861635888217
20060516142759_ML2.5,KMI,3.5945809461664053,3.4000000953674316,0.19458085079897364
20060516142759_ML2.5,SLVB,4.081385323849921,3.4000000953674316,0.6813852284824895
20060516142759_ML2.5,TTVB,4.248212940817313,3.4000000953674316,0.848212845449881
20061111184259_ML3.8,DBVB,4.606884277807463,3.799999952316284,0.8068843254911795
20061111184259_ML3.8,HGVB,4.421558946451257,3.799999952316284,0.6215589941349728
20061111184259_ML3.8,LCVB,4.916078558770912,3.799999952316284,1.1160786064546278
20061111184259_ML3.8,SLVB,3.4649405914604157,3.299999952316284,0.16494063914413143
20061111184259_ML3.8,SPVB,4.871126329603206,3.799999952316284,1.0711263772869222
20061111184259_ML3.8,TGVB,4.403574497713075,3.799999952316284,0.6035745453967909
20061111184559,DBVB,4.606884277807463,3.799999952316284,0.8068843254911795
20061111184559,HGVB,4.421558946451257,3.799999952316284,0.6215589941349728
20061111184559,KMI,4.409112143410203,3.799999952316284,0.6091121910939186
20061111184559,LCVB,4.916078558770912,3.799999952316284,1.1160786064546278
20061111184559,SPVB,4.871126329603206,3.799999952316284,1.0711263772869222
20061111184559,TGVB,4.403574497713075,3.799999952316284,0.6035745453967909
20061123174859_ML3.0,DBVB,3.487469191164594,3.0,0.48746919116459386
20061123174859_ML3.0,HGVB,3.2911961035420036,3.0,0.29119610354200387
20061123174859_ML3.0,LCVB,4.165077503470381,3.0,1.165077503470381
20061123174859_ML3.0,SLVB,3.1494866397260415,3.0,0.14948663972604165
20061123174859_ML3.0,SPVB,4.056969647047083,3.0,1.056969647047083
20061123174859_ML3.0,TTVB,3.2720501378430233,3.0,0.27205013784302334
20061123174859_ML3.0,VTVB,4.198267927616344,3.0,1.1982679276163446
20061123175055,DBVB,3.487469191164594,3.0,0.48746919116459386
20061123175055,HGVB,3.2911961035420036,3.0,0.29119610354200387
20061123175055,LCVB,4.165077503470381,3.0,1.165077503470381
20061123175055,SLVB,3.1494866397260415,3.0,0.14948663972604165
20061123175055,SPVB,4.056969647047083,3.0,1.056969647047083
20061123175055,TTVB,3.2720501378430233,3.0,0.27205013784302334
20061123175055,VTVB,4.198267927616344,3.0,1.1982679276163446
20061124120359_ML3.5,BCVB,4.941640568445134,3.5,1.441640568445134
20061124120359_ML3.5,CBVB,4.730390539851882,3.5,1.2303905398518826
20061124120359_ML3.5,DBVB,4.763090227488096,3.5,1.2630902274880964
20061124120359_ML3.5,DHVB,5.200393660214727,3.5,1.7003936602147274
20061124120359_ML3.5,HBVB,4.942751327448679,3.5,1.4427513274486792
20061124120359_ML3.5,HGVB,4.560209671330964,3.5,1.0602096713309637
20061124120359_ML3.5,HN1B,5.2363341362495435,3.5,1.7363341362495435
20061124120359_ML3.5,KMI,3.9787617245370495,3.5,0.47876172453704946
20061124120359_ML3.5,LCVB,4.942406511349093,3.5,1.4424065113490934
20061124120359_ML3.5,LSVB,4.5830775036220075,3.5,1.083077503622008
20061124120359_ML3.5,MCVB,4.48102123209484,3.5,0.9810212320948404
20061124120359_ML3.5,SLVB,4.665839200849524,3.5,1.1658392008495242
20061124120359_ML3.5,SPVB,2.030527811138662,3.5,-1.469472188861338
20061124120359_ML3.5,TGVB,4.776369216426003,3.5,1.2763692164260036
20061124120359_ML3.5,TTVB,4.602918427367966,3.5,1.1029184273679653
20061124120359_ML3.5,VTVB,1.5086676062834388,3.5,-1.9913323937165615
20070401185859_ML3.0,CCVB,3.6645398634447104,3.0,0.6645398634447104
20070401185859_ML3.0,DBVB,4.14474435042977,3.0,1.1447443504297694
20070401185859_ML3.0,LCVB,3.7613040721855384,3.0,0.7613040721855382
20070401185859_ML3.0,SPVB,3.9351950423653816,3.0,0.9351950423653818
20070401185859_ML3.0,TGVB,3.7670992499179885,3.0,0.7670992499179887
20070401185859_ML3.0,TTVB,3.9399039160868297,3.0,0.9399039160868297
20070502033029_ML-nan,HBVB,2.873852995917282,4.400000095367432,-1.5261470994501498
20070502033029_ML-nan,HN1B,4.345783309332788,4.400000095367432,-0.05421678603464419
20070502033029_ML-nan,LCVB,2.3693140563250803,4.400000095367432,-2.0306860390423513
20070502033029_ML-nan,MCVB,2.621599830481946,4.400000095367432,-1.7784002648854857
20070502033029_ML-nan,SLVB,2.495146595738202,4.400000095367432,-1.9048534996292292
20070502033029_ML-nan,SPVB,5.1875547929475605,4.400000095367432,0.7875546975801289
20070502033029_ML-nan,TGVB,2.122041139498351,4.400000095367432,-2.2779589558690807
20070502033029_ML-nan,THVB,5.4467548013025056,4.400000095367432,1.046754705935074
20070502033029_ML-nan,TTVB,2.328124020993125,4.400000095367432,-2.0718760743743068
20070502033029_ML-nan,VTVB,3.8704717859676236,4.400000095367432,-0.529528309399808
20070502035959_ML3.5,CCVB,4.5028988351992965,3.5,1.0028988351992965
20070502035959_ML3.5,DBVB,1.8815814725826432,3.5,-1.6184185274173568
20070502035959_ML3.5,HBVB,4.819063177310122,3.5,1.319063177310122
20070502035959_ML3.5,HGVB,4.011721814485203,3.5,0.5117218144852034
20070502035959_ML3.5,HN1B,5.003491227223195,3.5,1.5034912272231957
20070502035959_ML3.5,LCVB,4.646745914615053,3.5,1.1467459146150527
20070502035959_ML3.5,MCVB,4.633724922748534,3.5,1.1337249227485344
20070502035959_ML3.5,SLVB,4.49150759732886,3.5,0.9915075973288597
20070502035959_ML3.5,SPVB,4.568549581213949,3.5,1.0685495812139494
20070502035959_ML3.5,TGVB,4.415504937878345,3.5,0.9155049378783451
20070502035959_ML3.5,THVB,4.497606737593289,3.5,0.9976067375932884
20070502035959_ML3.5,TTVB,4.355508564404829,3.5,0.855508564404829
20070502035959_ML3.5,VTVB,2.1679782277825517,3.5,-1.3320217722174483
20070502182759_ML3.1,CCVB,4.112008947345754,3.0999999046325684,1.0120090427131858
20070502182759_ML3.1,DBVB,4.47326786885224,3.0999999046325684,1.373267964219672
20070502182759_ML3.1,HBVB,4.559799351748617,3.0999999046325684,1.4597994471160485
20070502182759_ML3.1,LCVB,4.284579352569645,3.0999999046325684,1.184579447937077
20070502182759_ML3.1,MCVB,4.3533701860321745,3.0999999046325684,1.2533702813996066
20070502182759_ML3.1,SLVB,4.1539920654150055,3.0999999046325684,1.0539921607824376
20070502182759_ML3.1,SPVB,4.092392975792411,3.0999999046325684,0.9923930711598421
20070502182759_ML3.1,TGVB,3.9559748202893674,3.0999999046325684,0.8559749156567991
20070502182759_ML3.1,THVB,4.165550465344538,3.0999999046325684,1.0655505607119697
20070502182759_ML3.1,TTVB,3.9694742728396983,3.0999999046325684,0.86947436820713
20070502182759_ML3.1,VTVB,4.4357236488575165,3.0999999046325684,1.335723744224948
